날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,건고추가격,건고추거래량,건고추생산량,건고추저장이월량,건고추수입량,건고추수입금액,건고추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2016-07-04,53.2,196.5,22.2,24.7,20.2,94,51,1.8,10.8,9666.666667,0.06,85459,30109,108384,281969,32181,1786.72,1442.58,1232.22,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-05,39.5,252,24.8,28.6,21.5,88,43,2.7,11.8,5563.245392,5.53,85459,30109,108384,281969,32181,1785.06,1442.61,1232.2,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-06,27.8,151.5,23.6,27.4,21.2,91,55,1.6,11.1,7116.161616,0.2,85459,30109,108384,281969,32181,1784.49,1442.32,1232.17,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-07,1.2,14.5,24.2,29,20.9,86,41,1.3,8,9155.03876,0.13,85459,30109,108384,281969,32181,1783.62,1442.17,1232.05,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-08,1,42.5,25.4,31.2,20.8,79,31,1.4,7.5,8931.451613,0.12,85459,30109,108384,281969,32181,1784.08,1441.92,1231.97,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-09,0,2,26.1,32.1,21.2,77,27,1.4,6.7,9500,0.08,85459,30109,108384,281969,32181,1784.98,1441.65,1231.63,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-11,2.9,31.5,25.6,30.3,22.2,83,29,1.2,6.1,7727.272727,0.3,85459,30109,108384,281969,32181,1785.37,1441.24,1231.47,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-12,8.2,116.9,24.6,28,22.4,87,45,1.3,12.6,8565.217391,0.14,85459,30109,108384,281969,32181,1783.1,1440.68,1231.22,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-13,0.1,44.6,25.6,29.9,22.1,81,35,1.5,13.3,7083.13253,0.17,85459,30109,108384,281969,32181,1782.01,1440.31,1230.99,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-14,2.3,51.5,25,30,21.4,77,35,1.8,12.7,8053.448276,0.12,85459,30109,108384,281969,32181,1782.21,1439.83,1230.67,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-16,27.9,110.6,21.7,23.8,20.4,92,58,2.3,18.4,9333.333333,0.07,85459,30109,108384,281969,32181,1782.35,1438.53,1229.54,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-18,0,3,23.7,28.7,19.7,80,42,1.3,8.1,7857.142857,0.1,85459,30109,108384,281969,32181,1781.13,1437.68,1229.14,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-19,0.1,5.6,25,30,20.4,79,34,1.6,10.8,7595.959596,0.2,85459,30109,108384,281969,32181,1775.51,1436.74,1228.32,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-21,0,0,25.1,29.7,21.5,75,30,1.9,15.1,10000,0.04,85459,30109,108384,281969,32181,1773.87,1435.11,1227.01,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-22,0,0,25.8,30.7,21.7,75,30,2,13,7547.619048,0.08,85459,30109,108384,281969,32181,1774.43,1434.37,1226.41,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-23,1.7,60.5,26.4,31.2,22.2,77,29,1.7,12.6,5820.452403,5.31,85459,30109,108384,281969,32181,1774.37,1433.31,1225.62,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-25,5.8,43.1,27.3,31.6,24.5,84,45,1.4,7.2,7000,0.05,85459,30109,108384,281969,32181,1770.82,1432.16,1224.72,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-26,0,12,28,32.8,24,78,38,1.7,8.8,5000,0.05,85459,30109,108384,281969,32181,1770.15,1431.05,1223.96,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-27,0.9,23,28,32,24.5,78,38,2.1,10.3,7666.666667,0.03,85459,30109,108384,281969,32181,1768.47,1430.01,1223.04,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-07-30,6.7,60,28.4,33.3,25,81,38,1.5,7.7,9583.333333,0.07,85459,30109,108384,281969,32181,1770.11,1427.4,1220.97,0.4,-0.3,-0.8,1.8,1,2.8,1.3,0.3
2016-08-01,2.4,42,27.4,32.8,23.7,80,34,1.3,7.5,9166.666667,0.04,85459,30109,108384,281969,32181,1768.99,1425.7,1219.48,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-02,3,37,26.4,30.9,23.6,84,43,1.1,8.8,9923.076923,0.16,85459,30109,108384,281969,32181,1764.3,1423.66,1217.7,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-03,1.6,27.6,26.7,31.8,23.1,81,37,1.3,10.3,8629.464286,0.11,85459,30109,108384,281969,32181,1763.52,1422.19,1216.41,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-04,0.2,103.3,27.7,33,23.4,78,35,1.5,8.5,9316.666667,0.24,85459,30109,108384,281969,32181,1763.39,1420.84,1215.29,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-05,0.2,15.8,28,33.6,23.3,76,26,1.4,7.9,8419.160105,0.38,85459,30109,108384,281969,32181,1762.4,1419.47,1214.05,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-06,0.6,16.5,28.3,34,23.4,76,30,1.4,7.7,7500,0.02,85459,30109,108384,281969,32181,1762.43,1418.33,1212.89,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-08,4.9,58.1,28.2,34.5,24,76,31,1.6,8.8,8648.148148,0.11,85459,30109,108384,281969,32181,1759.58,1416.63,1211.56,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-10,0,0,28.4,34,23.9,76,31,1.4,6.8,9666.666667,0.05,85459,30109,108384,281969,32181,1757.07,1413.51,1208.77,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-11,0,0,29.3,35.4,24.1,73,27,1.4,6.2,5610.526316,5.7,85459,30109,108384,281969,32181,1757.69,1412.32,1207.7,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-13,0,0,29.5,35.3,24.6,72,20,1.6,8,10000,0.02,85459,30109,108384,281969,32181,1757.95,1410.28,1205.79,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-15,2.6,53.8,28.5,33.8,25,76,26,1.5,7.9,10833.33333,0.06,85459,30109,108384,281969,32181,1757.75,1409.44,1205.11,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-16,4,84.2,27.9,33.2,24.2,73,29,1.5,8.3,1000,0.6,85459,30109,108384,281969,32181,1756.85,1408.53,1204.49,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-17,0.7,19,27.7,33.3,23.2,74,27,1.4,7,11238.09524,0.25,85459,30109,108384,281969,32181,1755.45,1407.67,1203.66,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-18,0.4,16.5,28,33.6,23.7,74,28,1.5,7.8,10511.11111,0.18,85459,30109,108384,281969,32181,1754.44,1406.95,1203.18,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-19,0.4,11.5,28.2,33.6,23.8,73,24,1.5,7.4,9308.080808,0.4,85459,30109,108384,281969,32181,1754.1,1406.6,1202.91,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-20,0.1,20,28.3,34,24.1,70,24,1.6,6.9,8968.75,0.19,85459,30109,108384,281969,32181,1753.65,1406.56,1202.61,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-22,1.2,45.5,28,34,23,72,27,1.6,7.3,11259.25926,0.11,85459,30109,108384,281969,32181,1754.38,1406.34,1202.61,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-23,1.8,40.5,27.3,32.2,23.6,74,32,1.8,7.1,9929.292929,0.2,85459,30109,108384,281969,32181,1758.06,1406.87,1203.35,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-24,0,7.3,27.3,33.2,22.9,68,18,1.6,7.4,10412.69841,0.13,85459,30109,108384,281969,32181,1759.4,1406.92,1203.36,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-25,2.1,31.5,27.2,33.7,21.3,70,18,1.6,9.5,10435.65891,0.13,85459,30109,108384,281969,32181,1760.65,1406.92,1203.4,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-26,11.3,72.5,21.9,27.2,18.3,80,24,2.3,15.8,3828.125,8,85459,30109,108384,281969,32181,1761.25,1407.15,1203.45,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-27,0.6,30.9,22,27.1,17.1,65,27,2.4,10,10038.46154,0.23,85459,30109,108384,281969,32181,1761.27,1407.43,1203.53,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-29,3,220.5,20.5,25.4,16.3,69,30,2.4,17.7,9864.197531,0.16,85459,30109,108384,281969,32181,1761.68,1407.76,1203.96,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-30,1,147.9,20.7,24.7,16.9,70,37,3.1,19.8,9776.041667,0.29,85459,30109,108384,281969,32181,1763.27,1408.15,1204.15,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-08-31,7.8,55.1,21.8,25.3,18.5,67,21,4.1,17.2,5695.588235,0.54,85459,30109,108384,281969,32181,1762.65,1408.54,1204.6,0.5,0.5,-0.7,1.8,1,2.9,1.3,-0.2
2016-09-01,2,29.5,24.6,30.2,19.6,70,29,2.8,13.6,9426.865672,0.27,85459,30109,108384,281969,32181,1761.44,1408.72,1204.69,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-02,28.9,147.5,21.4,24.8,19.4,87,42,1.9,10.4,8897.119342,0.24,85459,30109,108384,281969,32181,1762.91,1408.6,1204.45,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-05,1.3,23.5,24.6,29.1,21.7,85,31,1.2,6.8,8989.417989,0.38,85459,30109,108384,281969,32181,1762.94,1408.52,1204.27,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-06,0,0.1,23.6,27.8,20.2,83,34,1.1,8.4,9166.666667,0.006,85459,30109,108384,281969,32181,1762.31,1408.3,1203.91,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-07,1.3,21.6,23.1,27.9,19.9,80,37,1.2,13.7,8011.111111,0.36,85459,30109,108384,281969,32181,1762.77,1408.19,1203.76,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-08,3.2,31.5,22.7,28.2,18.6,79,34,1.4,8.1,10000,0.01,85459,30109,108384,281969,32181,1763.43,1408.12,1203.7,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-09,1.4,18.5,22.8,28.5,18.9,79,33,1.4,9.9,9222.222222,0.07,85459,30109,108384,281969,32181,1762.44,1408.26,1203.61,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-10,5.1,79.3,22.4,27.6,18.7,82,39,1.2,5.8,9851.851852,0.11,85459,30109,108384,281969,32181,1761.11,1408.38,1203.45,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-12,7.8,41.8,21.7,25.9,19.1,85,40,1.3,8.4,8025,0.06,85459,30109,108384,281969,32181,1759.59,1408.6,1203.64,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-13,0,0.7,22.4,28.2,17.7,79,36,1.4,7.6,5456.62412,4.54,85459,30109,108384,281969,32181,1759.27,1408.78,1203.68,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-21,0,0,18.4,24.1,12.7,69,25,1.6,8.8,12500,0.02,85459,30109,108384,281969,32181,1760.33,1408.21,1202.83,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-22,0,1.4,19.4,24.6,15.8,74,27,1.4,7.6,12500,0.02,85459,30109,108384,281969,32181,1759.97,1407.97,1202.35,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-23,0,0,19.7,26.1,14.4,77,27,1.2,5.8,10291.00529,0.19,85459,30109,108384,281969,32181,1759.42,1407.83,1202.22,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-24,0,0,20.4,27.1,15.4,77,29,1.2,6.2,10279.11647,0.25,85459,30109,108384,281969,32181,1759.74,1407.49,1201.83,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-26,2.2,15,21.7,26.5,17.9,83,34,1.1,7.4,8925.438596,0.23,85459,30109,108384,281969,32181,1758.15,1407.36,1201.82,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-27,5.4,39.7,22.7,26.7,20.1,89,51,1.1,7.4,11425.92593,0.03,85459,30109,108384,281969,32181,1759.81,1407.21,1201.45,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-28,7.6,66.8,21.3,24.7,18.8,88,49,1.4,10,10166.66667,0.16,85459,30109,108384,281969,32181,1759.31,1406.94,1201.15,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-29,1.3,24.2,19.1,21.7,17,81,42,2,9.6,9209.677419,0.19,85459,30109,108384,281969,32181,1758.28,1406.86,1201.05,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-09-30,13,69.5,17.8,19.9,15.9,89,48,1.1,9.2,9191.176471,0.07,85459,30109,108384,281969,32181,1758.5,1406.79,1200.91,1.3,9.1,0,1.8,1,2.9,1.5,1
2016-10-01,2.4,29.3,19.1,22.3,16.3,89,33,1,7.5,8571.428571,0.08,85459,30109,108384,281969,32181,1758.68,1406.78,1200.72,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-03,9.6,98,22.6,26.9,18.9,88,39,1.6,9.8,10714.28571,0.02,85459,30109,108384,281969,32181,1758.06,1406.78,1200.57,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-04,0.6,21.4,21.4,27.2,16.8,77,27,2.2,14.3,11042.63566,0.39,85459,30109,108384,281969,32181,1758.12,1406.71,1200.82,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-05,51.1,277.5,19.5,24.2,16.7,86,42,2.9,49,8302.325581,0.39,85459,30109,108384,281969,32181,1757.47,1406.62,1200.52,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-06,0,3.2,18.6,24.3,14.4,76,22,1.7,11.7,8177.083333,0.19,85459,30109,108384,281969,32181,1760.25,1406.82,1200.78,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-07,9.3,32,18.4,22.8,14.8,81,39,1.9,11.1,10387.5,0.04,85459,30109,108384,281969,32181,1760.33,1407.26,1201.31,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-08,23.6,92.2,17.4,21.5,14,78,28,2,14.3,7552.083333,0.19,85459,30109,108384,281969,32181,1760.86,1407.8,1201.57,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-10,0,0,13.3,19.1,8.4,70,12,1.3,9.9,8193.258427,0.18,85459,30109,108384,281969,32181,1760.97,1408.67,1202.61,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-11,0,0,14.5,20.6,10.2,76,21,1.1,7.4,8017.241379,0.35,85459,30109,108384,281969,32181,1763.73,1411.26,1205.67,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-12,0,0.3,15.1,21.2,10.8,70,19,1.4,10,10833.33333,0.01,85459,30109,108384,281969,32181,1765.23,1412.68,1207.19,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-13,0,0,14.5,20.2,10.6,72,18,1,7.8,8441.176471,0.41,85459,30109,108384,281969,32181,1766.28,1413.89,1208.51,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-14,0,0,15.2,23.1,9.2,74,18,1.1,6.9,8002.946955,0.51,85459,30109,108384,281969,32181,1766.69,1414.86,1209.5,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-15,0,0,16.7,24.3,10.6,75,25,1.3,8,5519.555724,5.27,85459,30109,108384,281969,32181,1766.56,1415.71,1210.19,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-17,0.3,4,17.7,23.2,14,84,38,1.3,9.9,8000,0.23,85459,30109,108384,281969,32181,1767.25,1417.09,1211.74,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-18,0,1,16.3,22.4,12,83,31,1.3,7.4,8364.197531,0.16,85459,30109,108384,281969,32181,1770.35,1418.95,1213.44,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-19,0,0,16.8,23.3,12.6,82,31,1.1,8.5,10846.15385,0.08,85459,30109,108384,281969,32181,1770.92,1419.89,1214.69,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-20,0.1,3.3,16.8,22.7,11.7,77,25,1.7,12.2,7833.333333,0.05,85459,30109,108384,281969,32181,1771.71,1420.88,1215.8,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-21,0.4,27.5,16.6,18.8,14.9,74,42,2.2,11.7,7825.396825,0.13,85459,30109,108384,281969,32181,1773.61,1421.9,1216.78,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-24,0,6.5,14.2,19.4,9.5,71,20,1.8,11.2,8348.484848,0.13,85459,30109,108384,281969,32181,1775.56,1424.17,1219.2,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-25,13.7,47.5,14.6,19.1,11.3,87,44,1.8,13.5,8237.142857,0.07,85459,30109,108384,281969,32181,1776.19,1425.4,1220.43,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-26,0,8.4,13.8,18.3,10,82,27,1.3,10.3,8348.484848,0.07,85459,30109,108384,281969,32181,1776.9,1426.18,1221.5,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-27,0,1.8,14.5,19.2,9.1,76,22,1.7,10.8,8694.444444,0.07,85459,30109,108384,281969,32181,1776.77,1426.75,1222.08,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-28,5.6,24.3,14.1,16.5,12.1,83,26,1.9,17.3,8802.259887,0.18,85459,30109,108384,281969,32181,1774.87,1427.18,1222.37,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-10-31,0.3,15,8.3,11.6,4.4,67,17,1.6,12.7,10000,0.2,85459,30109,108384,281969,32181,1772.95,1428,1223.48,1.5,7.7,0.4,1.7,0.9,2.7,1.8,1.4
2016-11-01,0,7,4.6,9.7,0.4,51,13,2.6,16.5,9075,0.02,85459,30109,108384,281969,32181,1773.84,1428.72,1224.29,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-03,0.1,3.3,8.1,14.7,2.9,71,25,1.4,10.3,10833.33333,0.01,85459,30109,108384,281969,32181,1777.3,1429.12,1224.86,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-04,0,0,10.2,17.4,3.5,72,22,1.6,12.1,5538.095238,5.04,85459,30109,108384,281969,32181,1777.28,1429.26,1224.96,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-05,0.2,5,13.2,19.8,7.6,77,36,1.8,12.3,7500,0.05,85459,30109,108384,281969,32181,1777.32,1429.27,1224.94,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-07,1.5,8,13.1,17.8,9.4,75,41,1.6,12.1,9439.655172,0.35,85459,30109,108384,281969,32181,1779.2,1429.45,1225.2,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-08,1.7,35,8.2,12.7,3.1,63,22,2.9,14.9,7943.3213,0.28,85459,30109,108384,281969,32181,1773.07,1428.99,1224.63,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-09,0,6.7,4.3,10.5,-0.7,56,7,1.9,14.3,7895.833333,0.1,85459,30109,108384,281969,32181,1772.9,1428.81,1224.5,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-10,3.1,23.6,7.3,12,2.8,75,29,1.3,15.1,9376.068376,0.23,85459,30109,108384,281969,32181,1773.76,1428.61,1224.44,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-11,0.9,8.2,9.3,15.2,4.5,70,18,1.8,14,10727.39726,0.07,85459,30109,108384,281969,32181,1772.76,1428.44,1224.23,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-12,0,0,10,18.2,2.9,70,14,1.4,10.3,8015.72327,0.32,85459,30109,108384,281969,32181,1771.14,1428.2,1223.9,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-14,2.3,17.5,14.3,18.7,10.2,84,14,1.4,12.8,6814.393939,0.26,85459,30109,108384,281969,32181,1770.41,1428.08,1223.89,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-15,0,0,9.5,15.2,3.4,54,6,2.5,14.1,7311.111111,0.09,85459,30109,108384,281969,32181,1767.06,1427.23,1223.02,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-16,0,0,6.6,14.3,0.3,56,6,1.2,8.9,8525.242718,0.1,85459,30109,108384,281969,32181,1765.77,1426.72,1222.71,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-17,0,0,8.7,16.1,3.3,62,3,1.2,9,8333.333333,0.04,85459,30109,108384,281969,32181,1765.68,1426.43,1222.37,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-18,12.8,64.6,10,15.6,3.6,80,24,1.2,13.7,7874.394464,0.29,85459,30109,108384,281969,32181,1766.73,1426.06,1222.02,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-19,1.2,8.2,13.4,16.7,10.6,88,33,1.2,12.2,8083.333333,0.19,85459,30109,108384,281969,32181,1764.58,1425.64,1221.54,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-22,0.9,38.7,6.3,10.9,2.5,61,18,3,17,6875,0.008,85459,30109,108384,281969,32181,1765.63,1424.75,1220.73,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-23,0.1,38.1,3.1,7.6,-0.5,45,12,2.7,20.5,7017.768595,0.24,85459,30109,108384,281969,32181,1765.23,1424.62,1220.62,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-24,0,24.2,0.7,5.5,-3,45,11,2.7,20.8,7052.941176,0.17,85459,30109,108384,281969,32181,1766.14,1424.49,1220.48,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-25,0,0,1.9,8.1,-2.8,54,17,1.6,8.4,6000,0.04,85459,30109,108384,281969,32181,1765.16,1424.51,1220.55,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-26,2.4,20.5,1.2,4.3,-2.6,79,18,1.2,10.6,1034.946237,0.74,85459,30109,108384,281969,32181,1764.18,1424.41,1220.26,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-11-28,0,11.7,3.8,8.4,-0.2,62,16,2.1,15.6,8333.333333,0.009,85459,30109,108384,281969,32181,1763.76,1424.49,1220.43,1.5,8,0.2,1.7,0.9,2.7,1.6,1.6
2016-12-02,0,0,3,10,-2.6,52,5,1.9,10.8,5500,0.06,85459,30109,108384,281969,32181,1774.87,1428.26,1224,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-03,0,0,4,12.1,-2.6,63,9,1.1,10.3,5700,4,85459,30109,108384,281969,32181,1775.49,1429.71,1225.36,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-05,0.1,2,7.9,13.8,2.5,68,33,2.2,14.9,8000,0.06,85459,30109,108384,281969,32181,1776.37,1431.78,1227.52,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-06,0,11.7,1.8,6.7,-2.9,45,13,2.5,18.3,8333.333333,0.08,85459,30109,108384,281969,32181,1778.86,1433.59,1229.35,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-07,0.1,1,1.6,7.6,-4.2,67,20,1.4,10.3,6833.333333,0.03,85459,30109,108384,281969,32181,1779.61,1435.25,1231.05,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-08,1.3,12,3.6,9.7,-2.5,72,15,1.3,13.9,7733.333333,0.06,85459,30109,108384,281969,32181,1782.93,1437.46,1233.16,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-10,0,8.7,0.8,7.1,-3.9,50,8,1.8,10.5,2350,0.04,85459,30109,108384,281969,32181,1783.86,1440.56,1236,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-12,0.2,2.7,3.9,10.1,-2.8,59,12,1,7.7,9000,0.12,85459,30109,108384,281969,32181,1783.38,1443.66,1239.16,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-13,0.3,20.7,5.4,9.9,1.4,70,30,1.7,15,8255.555556,0.18,85459,30109,108384,281969,32181,1791.54,1448.27,1243.56,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-15,0.1,22.9,-0.8,2.7,-4.2,54,18,3.1,22.5,10000,0.08,85459,30109,108384,281969,32181,1797.11,1455.06,1250.31,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-21,24.2,84.5,8.7,13.7,3,88,38,1.8,15.4,4250,0.07,85459,30109,108384,281969,32181,1802.58,1466,1260.81,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-23,0.6,51.6,1.7,4.7,-0.3,68,34,3.7,19.8,5000,0.1,85459,30109,108384,281969,32181,1803.28,1468.86,1263.65,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-28,0,1,-1.4,4.8,-6.5,58,11,1.6,15,9051.020408,0.15,85459,30109,108384,281969,32181,1812.7,1477.59,1271.73,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2016-12-30,0,0,-1.4,4.6,-7,56,8,1.7,9.8,7666.666667,0.01,85459,30109,108384,281969,32181,1814.85,1481.74,1275.73,1.3,6.7,0.6,1.7,0.9,2.7,1.2,1.2
2017-01-03,0,0.5,3.6,9.8,-0.9,64,11,1.7,10.2,6005.102041,0.2,55715,32967,114255,309121,28337,1825.89,1492.17,1285.44,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
2017-01-05,2,35.2,4.3,8.5,-0.7,72,28,1.8,12,8333.333333,0.01,55715,32967,114255,309121,28337,1831.73,1497.7,1290.76,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
2017-01-09,0.1,10.3,4.4,8.1,-0.5,60,18,3.1,19.9,9166.666667,0.08,55715,32967,114255,309121,28337,1837.71,1503.96,1296.5,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
2017-01-10,0,0.3,0.4,4.7,-2.9,52,13,3,15.4,5650,5,55715,32967,114255,309121,28337,1837.94,1505.91,1298.42,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
2017-01-11,0,1,-1.7,2.8,-6.2,46,12,2.6,15.5,4971.428571,0.04,55715,32967,114255,309121,28337,1839.7,1507.16,1299.82,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
