날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무가격,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2014-01-03,0,0,2.6,10.1,-3.2,54,12,1.2,9.6,307.1988364,833.98,0,0,0,0,21030,2200.04,1888.51,1707.15,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-04,1.2,31,1.5,6.9,-2.8,63,12,1.7,11.9,300.9311667,615.89,0,0,0,0,21030,2199.92,1888.98,1707.61,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-06,0,11,0.2,7.6,-5.1,59,12,1.1,7.7,264.600638,870.91,0,0,0,0,21030,2200.38,1889.14,1707.8,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-07,0,1.5,1.9,7.8,-4.3,60,16,1.1,8,250.0295747,818.27,0,0,0,0,21030,2200.69,1889.15,1707.73,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-08,1.8,41.3,2.1,5.3,-1.4,65,25,2.4,17.7,249.7987572,599.28,0,0,0,0,21030,2200.98,1889.16,1707.7,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-09,0,31.7,-4.4,-0.6,-8.1,34,9,3.6,22.3,250.6757008,484.39,0,0,0,0,21030,2201.02,1889.13,1707.6,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-10,0,1.4,-3.7,2,-9.6,56,10,1.8,12,248.6961218,499.97,0,0,0,0,21030,2201.38,1888.66,1707.37,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-11,0,0.2,-0.8,4.4,-5.5,58,14,1.6,12,226.7215095,612.66,0,0,0,0,21030,2202.06,1888.51,1707.28,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-13,0,20.7,-3.9,1.5,-8.4,38,8,2.3,13.3,237.2104049,643.31,0,0,0,0,21030,2201.17,1888.27,1707.12,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-14,0,1.1,-3.4,3.4,-9.3,43,10,1.8,11.6,232.5517396,554.51,0,0,0,0,21030,2198.59,1887.64,1706.65,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-15,0,1,-2.3,4.3,-8.1,50,12,1.8,10.6,241.106729,453.35,0,0,0,0,21030,2196.99,1887.23,1706.31,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-16,0,0.5,-0.9,5.2,-6.6,62,18,1.5,9.2,243.5395642,608.02,0,0,0,0,21030,2196.88,1886.88,1705.98,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-17,0,20.4,-0.1,5.9,-5,64,17,1.2,9.5,237.0081143,642.32,0,0,0,0,21030,2196.73,1886.39,1705.56,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-18,0,9.1,-0.6,3.9,-4.6,53,16,2.9,18.1,232.3970857,584.71,0,0,0,0,21030,2196.89,1886.06,1705.11,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-20,1.5,9,1,5.5,-2.2,69,18,2.4,19.1,247.2764257,675.48,0,0,0,0,21030,2196.39,1885.54,1704.51,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-21,1.4,31.2,-2.9,-0.1,-5.5,66,26,3,21.4,247.0636488,735,0,0,0,0,21030,2195.7,1885.24,1704.06,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-22,0,0,-2.7,3.4,-8,60,11,2,15.7,249.686396,630.09,0,0,0,0,21030,2195.18,1884.91,1703.67,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-23,0,0.1,-1,7.1,-7.5,62,12,1.3,10.8,251.1838565,622.96,0,0,0,0,21030,2195.24,1884.54,1703.47,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-24,0,0,4,10.7,-3.5,66,23,1.9,11.3,260.1910079,586.78,0,0,0,0,21030,2195.73,1884.02,1702.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-25,1.9,9,6.2,10.6,1.4,79,38,2.1,14.8,264.8752786,655.06,0,0,0,0,21030,2194.72,1883.73,1702.41,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-27,0,0,0.7,8.9,-7,56,8,1.7,14.2,263.1023335,858.7,0,0,0,0,21030,2194.69,1883.49,1702.14,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-28,0.1,1.3,3,9.3,-3.1,57,11,2.2,12.3,257.3672854,1013.11,0,0,0,0,21030,2195.53,1883.21,1701.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-29,0.7,8.4,3,11.5,-6.4,51,5,1.4,12.4,250.0803352,758.07,0,0,0,0,21030,2195.85,1883.07,1701.64,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-30,1.1,5.1,6.1,10.2,1.7,73,13,2.3,14,233.0450813,252.79,0,0,0,0,21030,2196.62,1882.83,1701.27,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-02-03,0,3.9,1.8,7.3,-4.5,50,9,3.6,17.7,234.6941493,473.07,0,0,0,0,21030,2197.29,1882.25,1700.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-04,0,15.1,-4.9,-0.7,-8.1,35,9,3.7,20.5,222.5799006,420.27,0,0,0,0,21030,2196.64,1882.22,1700.7,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-05,0,2.2,-3.8,1.4,-8.1,40,11,1.7,11.1,219.4540002,344.76,0,0,0,0,21030,2196.96,1881.94,1700.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-06,0.3,36.2,-0.5,4.5,-4.8,52,13,1.7,10.3,242.2040392,310.06,0,0,0,0,21030,2197.83,1881.8,1700.22,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-07,2.8,35.5,2.6,6.7,-1.8,66,32,2.6,9.5,233.2867281,406.96,0,0,0,0,21030,2197.37,1881.48,1699.92,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-08,3.2,21.5,2.2,4.6,0.4,81,39,2.3,15.8,255.1584566,362.69,0,0,0,0,21030,2197.66,1881.13,1699.48,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-10,2.2,44.2,0.1,3.4,-2.6,72,32,2.4,12.8,287.2045548,472.47,0,0,0,0,21030,2197.04,1880.85,1699.14,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-11,0.6,14.4,0.1,5.3,-4.2,63,23,2.1,9.6,325.0778416,513.86,0,0,0,0,21030,2195.41,1880.37,1698.7,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-12,0.4,9.1,0.9,6.5,-3.3,65,26,1.7,9.1,331.1676817,731,0,0,0,0,21030,2195.22,1880.18,1698.37,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-13,2.1,40.1,1.6,6,-2.7,68,26,2,11.1,294.8055461,887.33,0,0,0,0,21030,2194.07,1880.08,1698.15,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-14,0.2,5.4,1.9,6,-1.6,63,26,2.3,11.2,251.8055507,801.2,0,0,0,0,21030,2192.9,1879.89,1697.95,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-15,0,1,1.7,8.9,-4.1,62,15,1.6,11.6,208.875774,655.4,0,0,0,0,21030,2194.28,1879.81,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-17,2.5,32,4.1,8.3,0.7,66,20,2,13.2,230.5542461,555.78,0,0,0,0,21030,2195.6,1879.59,1697.58,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-18,0.5,8.5,2.4,5.6,-0.7,61,28,2.8,10.7,243.915033,415.22,0,0,0,0,21030,2199.79,1880.49,1697.75,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-19,0.1,2.1,1.6,6.7,-2.8,60,22,1.8,9,245.5145931,457.82,0,0,0,0,21030,2201.21,1880.43,1697.61,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-20,0,9.2,1.5,7.5,-3.8,64,13,1.8,12.5,237.8043867,585.69,0,0,0,0,21030,2200.68,1880.46,1697.58,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-21,0,9.6,1.1,7.9,-4.4,57,5,1.7,11.8,243.3045133,522.32,0,0,0,0,21030,2202.19,1880.32,1697.44,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-22,0,2.4,1.8,9.2,-4.5,61,14,1.4,8.8,244.6984364,541.31,0,0,0,0,21030,2202.28,1880.29,1697.35,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-24,0,6.5,4.2,12,-2.5,61,19,1.3,7.8,247.6717866,647.66,0,0,0,0,21030,2201.33,1880.29,1697.34,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-25,0,0.2,5.6,13.6,-1.3,61,18,1.3,6.7,260.172842,530.66,0,0,0,0,21030,2201.91,1880.5,1697.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-26,4.1,57.8,6.2,11.5,1.2,72,18,1.4,11.5,287.5472963,656.5,0,0,0,0,21030,2202.06,1880.55,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-27,0.2,3.3,8.6,15.5,3.4,68,18,1.9,11.4,315.4081706,610.68,0,0,0,0,21030,2202.53,1880.49,1697.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-28,0.1,3.7,7.1,11.8,3.1,68,28,1.9,10.5,355.5318353,550.21,0,0,0,0,21030,2202.75,1880.43,1697.53,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-03-01,2.1,31.9,6.6,9.8,4,76,30,1.5,12.1,330.1303826,622.94,0,0,0,0,21030,2203.54,1880.52,1697.35,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-03,0,0,4.3,11.6,-2.4,52,11,1.6,8.4,335.4702319,737.64,0,0,0,0,21030,2202.73,1880.59,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-04,0.2,26.6,5.1,11.4,-1.1,57,14,1.5,10.3,353.5621182,708.12,0,0,0,0,21030,2203.05,1880.89,1697.46,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-05,0.7,15.1,3.1,8,-0.7,45,7,3.7,16.7,356.4101809,741.49,0,0,0,0,21030,2202.82,1881.03,1697.47,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-06,0,0.3,1.4,6.5,-4.1,39,10,2.7,13.3,343.2514508,687.9,0,0,0,0,21030,2202.59,1881.2,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-07,0,0.2,1.3,6.3,-3.8,35,8,3,14,328.0128957,758.39,0,0,0,0,21030,2202.68,1881.57,1697.76,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-08,0,0.4,2.4,8.2,-3.2,46,10,2.1,8.9,303.8502079,791.23,0,0,0,0,21030,2202.76,1881.68,1697.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-10,0,0,2,8.8,-4.4,45,10,2.3,15.3,295.4638031,904.39,0,0,0,0,21030,2204.16,1881.83,1697.79,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-11,0,0,5,13.6,-3.6,48,8,2,12.5,290.1483914,732.52,0,0,0,0,21030,2204.07,1881.9,1697.68,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-12,23,55,5.8,9.3,0.5,79,11,1.5,14.4,302.1396003,699.2,0,0,0,0,21030,2204.69,1882.04,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-13,8.8,37.5,4.2,7.6,1.4,80,31,3,21.3,319.9635862,698.64,0,0,0,0,21030,2204.33,1882.1,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-14,0.3,4.5,3.3,8.4,-0.9,66,21,2.1,17.2,316.2294624,701.76,0,0,0,0,21030,2204.58,1881.87,1697.26,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-15,0,0,6.9,14.1,-1.4,59,16,2.6,13.5,290.0002109,568.96,0,0,0,0,21030,2204.68,1881.8,1697,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-17,1.3,26.5,12.4,20.1,3.8,71,18,2.5,16.1,291.604363,758.38,0,0,0,0,21030,2203.72,1881.8,1696.95,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-18,0.5,13.5,12.6,18.3,7.4,67,13,3.1,14.6,297.0822535,730.22,0,0,0,0,21030,2203.71,1881.66,1696.52,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-19,0.1,2.5,9,12.6,5.8,64,29,2,11.6,291.0260356,695.36,0,0,0,0,21030,2204,1881.47,1696.19,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-20,2.7,17.5,6.4,10.7,3,69,20,3,24.2,288.7684102,780.68,0,0,0,0,21030,2203.07,1881.27,1695.94,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-21,0,0.5,5,10.4,0.5,59,17,2.6,21,294.3042738,776.04,0,0,0,0,21030,2203.16,1880.8,1695.33,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-22,0,0,7.6,15.6,-1,58,14,1.9,8.9,273.4379645,603.67,0,0,0,0,21030,2202.87,1880.6,1694.98,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-24,0,0.1,11.2,18.1,2.2,50,6,2.3,12.6,260.6609653,694.92,0,0,0,0,21030,2202.58,1880.33,1694.7,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-25,9.3,35.5,14.2,18.1,11.2,72,20,1.8,13.5,287.8723266,615.32,0,0,0,0,21030,2201.07,1880.02,1694.39,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-26,8.9,26,13.8,19,9.5,80,13,1.6,10.3,327.1527775,548.94,0,0,0,0,21030,2200.74,1879.79,1694.09,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-27,0,0,12.7,20.6,6.4,71,12,1.6,9.1,360.918006,496.71,0,0,0,0,21030,2201.43,1879.51,1693.82,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-28,0,1.5,15.7,24.1,7.6,59,10,1.9,13.8,403.2185012,342.44,0,0,0,0,21030,2200.81,1879.34,1693.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-29,10.7,70,14.2,17.2,11.7,82,23,1.9,14.8,329.6227773,821.03,0,0,0,0,21030,2200.91,1879.13,1693.22,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-31,0,0,12,19.8,5.5,66,11,1.4,7.8,330.8076385,764.19,0,0,0,0,21030,2199.91,1878.94,1693.14,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-04-01,0,0,13.2,21.8,5.3,56,9,1.5,7.1,298.765146,612.7,0,0,0,0,21030,2199.99,1878.66,1692.96,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-02,0,0,14.3,22.6,6.3,48,11,1.6,9.4,313.1483523,678.41,0,0,0,0,21030,2200.63,1878.42,1692.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-03,4.9,34,10.7,18.1,5,62,12,2.4,18.6,297.6470003,743.43,0,0,0,0,21030,2199.82,1878.43,1692.64,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-04,0.8,14.5,7,11.9,2.8,54,14,3,22.7,256.0238105,746.9,0,0,0,0,21030,2200.23,1878.3,1692.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-05,0.6,6.5,6.2,12.3,1.2,59,12,2.6,20.8,239.5899855,570.61,0,0,0,0,21030,2200.23,1878.16,1692.11,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-07,0,0,11.6,19.2,3.9,47,10,2.8,12.5,293.9555382,626.9,0,0,0,0,21030,2200.29,1877.99,1691.93,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-08,0,0,12.2,20.7,3.9,47,8,1.8,9.9,319.8034088,616.76,0,0,0,0,21030,2197.6,1877.71,1691.4,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-09,0,0,12.9,20.9,4.9,59,8,1.8,9.2,306.9787772,715.64,0,0,0,0,21030,2198.53,1877.47,1691.14,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-10,0,0,12.8,20.7,7,61,9,2.3,11.5,303.3391057,646.76,0,0,0,0,21030,2198.3,1877.19,1690.81,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-11,0.1,1,12.3,17.8,7.8,62,16,1.7,9.4,303.2161543,608.93,0,0,0,0,21030,2198.85,1876.74,1690.21,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-12,0.1,10,13.4,18.1,9.4,66,19,1.4,7.9,289.574355,528.59,0,0,0,0,21030,2198.31,1876.56,1689.76,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-14,0,0,13.7,22.5,5,53,11,1.9,9.2,333.8324915,563.48,0,0,0,0,21030,2198.67,1876.29,1689.5,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-15,0,0,16,23.6,7.5,57,15,2.4,11.3,370.5214249,519.77,0,0,0,0,21030,2200.45,1876.08,1689.05,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-16,0,2.4,16.3,23,11,60,12,2,9.8,376.4071231,603.11,0,0,0,0,21030,2200.91,1876,1688.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-17,12.5,34,13.4,20.5,7.7,68,8,1.8,11.2,423.3302494,611.77,0,0,0,0,21030,2199.84,1875.81,1688.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-18,0.7,6,13.5,18.4,10.2,76,16,1.9,8.9,347.5133226,826.04,0,0,0,0,21030,2198.47,1875.46,1688.07,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-19,0,4.8,12.5,16.3,9.1,61,27,2.7,11.7,307.8678551,475.69,0,0,0,0,21030,2199.18,1875.24,1687.74,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-21,0,0,15,21.9,8.3,56,12,2,11.2,324.8883013,624,0,0,0,0,21030,2198.79,1875,1687.49,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-22,0,0,14.9,22,8.6,47,10,1.9,9.7,324.4837953,529.2,0,0,0,0,21030,2199.14,1874.74,1687.09,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-23,0,0,15.4,24.2,6.7,48,8,1.7,9.2,332.4563085,666.47,0,0,0,0,21030,2200.36,1874.35,1686.66,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-24,0,0,16.6,25.2,8.5,48,10,1.6,8.1,338.4193143,640.36,0,0,0,0,21030,2200,1874.04,1686.41,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-25,0,0,17.1,25.8,8.4,43,11,1.5,8.6,329.1273934,622.14,0,0,0,0,21030,2200.43,1873.72,1686.13,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-26,0,6.5,17.1,23.7,9.8,50,13,1.6,10.7,309.2346207,540.45,0,0,0,0,21030,2199.92,1873.59,1685.95,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-28,27.2,110.5,13.6,15.4,12.4,88,44,3,12.9,318.3505955,718.91,0,0,0,0,21030,2199.77,1873.29,1685.52,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-29,23.2,180.4,14.2,17,12.1,85,1,2.4,12.7,341.9873475,618.06,0,0,0,0,21030,2199.62,1873.17,1685.42,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-30,1.1,13,14.5,19.3,11.1,77,26,1.7,12,321.3773606,655.56,0,0,0,0,21030,2199.46,1873.05,1685.24,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-05-01,0,1,16.3,23,10,66,23,2,8.8,322.8455825,658.9,0,0,0,0,21030,2198.73,1872.63,1684.67,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-02,0.2,1.8,17.4,25.8,10.1,61,15,2.8,13.8,337.4416238,696.56,0,0,0,0,21030,2198.55,1872.51,1684.58,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-03,0,0,14.4,20.9,9,48,9,3.3,15.3,380.6281234,467.84,0,0,0,0,21030,2199.03,1872.47,1684.44,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-05,0.1,2,11.6,17.2,6.3,47,10,3.3,14.5,402.6951903,814.15,0,0,0,0,21030,2198.86,1872.61,1684.48,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-06,0,0.2,12.7,19.8,5.6,47,12,2.2,10.8,398.8115937,613.09,0,0,0,0,21030,2198.69,1872.78,1684.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-07,0.3,7,15.3,22.7,6.2,49,10,2.6,13.9,379.5062156,664.46,0,0,0,0,21030,2197.45,1872.44,1684.28,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-08,2.7,15,15.4,20.6,10.6,69,12,2.9,13,365.574069,699.61,0,0,0,0,21030,2197.02,1872.1,1683.99,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-09,0,0,15.5,23.4,8.3,60,14,1.8,8.8,349.3996551,748.07,0,0,0,0,21030,2195.87,1871.77,1683.64,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-10,0,0,17.2,24.7,9.2,49,12,2.2,16.2,341.7620421,569.29,0,0,0,0,21030,2195.4,1871.48,1683.27,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-12,15.6,118.5,17.9,22.4,14.2,69,25,3.3,16.4,351.0236973,977.24,0,0,0,0,21030,2196.39,1871.18,1682.93,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-13,0,0,20.1,27.4,12,59,13,2.6,13.6,316.1685252,914.33,0,0,0,0,21030,2193.42,1870.64,1682.38,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-14,1.6,16,18.5,23.6,14.4,64,10,1.9,13.4,283.9685377,869.99,0,0,0,0,21030,2194.02,1870.18,1681.9,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-15,0,3.3,18.6,24.5,14,56,12,3,14.6,284.9140236,637.56,0,0,0,0,21030,2193.49,1869.67,1681.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-16,0,0,19,26.1,11.7,49,12,2.3,10.5,280.5086777,642.45,0,0,0,0,21030,2192.79,1869.3,1680.85,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-17,0,0,18.7,25.9,12.1,56,10,1.7,8.5,332.7730026,449.32,0,0,0,0,21030,2192.01,1868.87,1680.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-19,0,0,19.4,26.8,11.8,58,10,1.6,8.6,296.3562345,958.36,0,0,0,0,21030,2192.22,1868.57,1680.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-20,4.5,83.9,18.4,23,14.8,70,13,1.4,10.4,301.0546286,824.92,0,0,0,0,21030,2192.84,1868.39,1679.7,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-21,0,18.5,18.4,24.7,13.2,69,15,2.3,10.3,273.8884225,779.01,0,0,0,0,21030,2193.58,1868.12,1679.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-22,0,0.5,19.5,27,12.7,67,16,1.9,8.3,264.5650655,563.88,0,0,0,0,21030,2193.11,1867.9,1679.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-23,0,1.5,19.2,24.1,15.4,74,34,1.9,10.3,271.9486508,554.98,0,0,0,0,21030,2193.45,1867.68,1678.88,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-24,0,0.3,21.8,28.6,15.4,68,16,1.9,9.7,314.2060358,398.03,0,0,0,0,21030,2194.01,1867.37,1678.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-26,2.3,19.5,20.5,26,15.3,59,16,2.9,12.9,298.7941234,793.12,0,0,0,0,21030,2193.74,1866.91,1677.81,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-27,0,0,22,29.5,13.5,48,13,2.8,13.4,299.9682067,758.27,0,0,0,0,21030,2194.47,1866.71,1677.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-28,1.2,25.5,21.6,28.4,16,65,17,2.3,13.2,313.2475934,678.56,0,0,0,0,21030,2195.59,1866.42,1677.1,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-29,0,0,22.8,31.1,15.5,60,10,1.8,9.5,326.1527359,630.5,0,0,0,0,21030,2195.06,1866.22,1676.75,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-30,0,0,23.6,32.1,15.2,51,9,1.7,10,327.4267939,511.77,0,0,0,0,21030,2195.22,1866.03,1676.63,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-31,0,0.1,24.3,32.4,16.3,55,9,1.7,9,387.2914926,366.34,0,0,0,0,21030,2195.31,1865.86,1676.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-06-02,5.9,191,20.9,24.2,18,72,20,2.4,26.4,376.2408316,731.32,0,0,0,0,21030,2194.2,1865.21,1675.52,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-03,19.8,86.5,19.1,21.3,17.2,86,31,2.4,14.7,441.6596973,614.59,0,0,0,0,21030,2193.5,1865.13,1675.22,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-04,3.1,22,21.1,25.3,18.3,72,35,2.8,8.5,380.9174123,759.27,0,0,0,0,21030,2194.24,1864.94,1674.9,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-05,1.2,17.5,20.7,23.8,18.2,72,40,2.2,9.5,429.0418123,556.58,0,0,0,0,21030,2193.35,1864.72,1674.75,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-06,0,1.5,21.4,27.4,16.5,67,14,1.7,8.3,426.0057797,643.63,0,0,0,0,21030,2192.84,1864.27,1674.16,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-07,0.2,6,21,26.6,15.8,72,29,1.8,8.5,330.6646653,620.25,0,0,0,0,21030,2193.11,1864.21,1673.98,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-09,0.9,14.5,20.9,25.4,17.9,77,24,1.8,7.5,353.725365,734.71,0,0,0,0,21030,2193.16,1863.82,1673.56,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
