날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무가격,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2017-05-20,0,0,21,28.4,13.8,47,15,1.9,7.6,520.7052312,435.46,1079944,0,3667,756,22727,1810.92,1478.91,1269.05,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-22,0,0,20.2,27.3,13.1,62,15,1.7,8.9,583.4928049,755.37,1079944,0,3667,756,22727,1811.29,1478.6,1268.91,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-23,1.4,17.7,19.6,25.5,13.7,70,25,1.4,7.7,536.9401772,855.23,1079944,0,3667,756,22727,1812,1478.36,1268.54,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-24,3.6,24,19.8,25.4,16,77,20,1.5,9,485.0865031,767.75,1079944,0,3667,756,22727,1811.46,1478.11,1268.22,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-25,0,0.3,19.6,27.8,13.2,58,0,2.7,18,510.6709601,496.57,1079944,0,3667,756,22727,1811.65,1477.75,1267.95,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-26,0,4,16.1,21.7,10.9,54,19,2.6,16.9,444.1677866,669.11,1079944,0,3667,756,22727,1812.3,1477.55,1267.65,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-27,0,0.8,17.5,25.1,9.8,59,11,1.7,8.9,465.820623,432.13,1079944,0,3667,756,22727,1812.06,1477.15,1267.18,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-29,0,0,23.4,30.6,16.6,56,18,2.2,8.5,510.5007457,754.99,1079944,0,3667,756,22727,1811.68,1476.82,1267.01,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-30,0,0,23.1,30.4,16.2,52,1,1.6,8.9,539.2140875,668.11,1079944,0,3667,756,22727,1810.94,1476.53,1266.77,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-05-31,2.5,43,21.6,27.9,16.5,66,11,1.6,9.5,569.1942415,565.01,1079944,0,3667,756,22727,1811.22,1476.19,1266.49,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5
2017-06-01,2.6,43.1,21,27.3,16.2,71,18,2.2,14.8,513.5718129,533.41,1079944,0,3667,756,22727,1808.45,1475.24,1265.48,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-02,0.1,0.8,19,25.6,12.3,55,8,2.1,11.3,553.5707631,482.99,1079944,0,3667,756,22727,1809.03,1474.51,1264.69,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-03,0.2,13.1,19.3,25.3,14.2,53,17,2.3,9.7,558.7019992,468.69,1079944,0,3667,756,22727,1808.04,1473.86,1263.89,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-05,0,0.1,20.3,27.6,13,52,14,1.9,9.4,572.3312077,666.01,1079944,0,3667,756,22727,1807.67,1473.3,1263.43,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-06,10.7,141.9,17.8,21.7,14.5,72,25,2.2,15.4,558.4306521,777.51,1079944,0,3667,756,22727,1806.8,1472.6,1262.44,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-07,5.5,33.5,18.4,21.2,15.9,87,50,2.4,11.4,590.3155019,624.39,1079944,0,3667,756,22727,1805.4,1472.05,1261.92,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-08,0,0,20.5,26.4,15.9,65,8,2.5,12,546.7842941,523.57,1079944,0,3667,756,22727,1806.35,1471.13,1261.12,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-09,0.4,14.1,22,28.6,15.5,60,11,2.6,13,495.0366698,724.57,1079944,0,3667,756,22727,1805.91,1470.03,1259.81,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-10,0.4,4.5,21.2,26.6,16.6,62,10,2.1,11.8,453.507886,659.4,1079944,0,3667,756,22727,1804.22,1468.87,1258.45,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-12,0,0.5,19.5,24.8,14.7,59,18,2.2,10.6,424.9138516,784.67,1079944,0,3667,756,22727,1802.34,1467.61,1257.18,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-13,2.1,29.8,19.2,25.4,14.7,69,26,1.7,10,401.5322696,673.58,1079944,0,3667,756,22727,1800.32,1466.07,1255.56,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-14,0,0.1,20.7,27.2,14.4,66,19,2,10.3,348.7078884,639.85,1079944,0,3667,756,22727,1800.63,1464.71,1254.23,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-15,0,0.6,22.6,29.8,16,59,16,2.3,10.5,360.8818253,492.76,1079944,0,3667,756,22727,1800.06,1463.29,1252.92,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-16,0,0.1,22.2,28.7,16.4,65,17,1.9,10.9,378.8143309,564,1079944,0,3667,756,22727,1798.5,1461.75,1251.31,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-17,0,0,22.4,29.3,16.3,63,15,1.7,7.8,375.4011864,455.34,1079944,0,3667,756,22727,1797.66,1460.28,1249.72,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-19,0,0,24.2,31.7,17.1,59,13,1.5,8.6,456.6335792,500.19,1079944,0,3667,756,22727,1797.04,1458.78,1248.38,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-20,2.1,29.7,23.2,28.7,18.1,64,19,1.6,10.8,454.3172103,644.53,1079944,0,3667,756,22727,1796.22,1457.15,1246.83,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-21,0.3,6.2,23.4,29.1,18.7,67,23,1.9,8.9,404.0456566,741.54,1079944,0,3667,756,22727,1795.1,1455.31,1245.27,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-22,0,0,23.9,30.3,18.2,67,19,1.7,8,384.4131804,613.7,1079944,0,3667,756,22727,1794.76,1453.61,1243.62,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-23,0,5.4,24.7,31.5,18.6,64,14,1.5,7.2,410.9215873,483.12,1079944,0,3667,756,22727,1794.34,1452.03,1242.22,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-24,2.5,56.5,23.2,29,19.3,72,18,1.4,7.9,346.690286,635.07,1079944,0,3667,756,22727,1793.33,1450.76,1240.87,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-26,12.4,162.6,22.2,26.8,19.6,83,36,1.7,7.4,389.8365937,607.87,1079944,0,3667,756,22727,1792.27,1449.24,1239.39,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-27,3,27,23.1,28.1,19.7,78,29,1.6,7,509.9673342,362.77,1079944,0,3667,756,22727,1791.02,1447.56,1237.91,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-28,1.5,57.8,24.2,29.9,19.8,75,30,1.5,6.4,392.7181698,743.32,1079944,0,3667,756,22727,1789.14,1446.23,1236.74,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-29,5.2,67.4,23.9,28.6,20.4,78,30,1.4,9.8,377.1699292,680.46,1079944,0,3667,756,22727,1788.95,1444.98,1235.64,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-06-30,0.3,11.3,25.3,30.4,20.8,74,25,1.6,7,401.9139791,505.32,1079944,0,3667,756,22727,1788.52,1444.1,1234.86,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3
2017-07-01,4,26.6,25.3,29,22.6,80,32,1.8,12.7,423.4798698,501.54,1079944,0,3667,756,22727,1788.61,1442.37,1232.91,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-03,29.4,134.4,25.6,29.1,23.5,86,39,2.6,12.5,534.6664162,664.18,1079944,0,3667,756,22727,1788.43,1441.16,1231.72,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-04,20.7,146.5,25.4,29.8,22.9,86,33,1.6,12.7,406.3859234,637.71,1079944,0,3667,756,22727,1788.48,1440.41,1230.93,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-05,1.7,124.4,26,31.2,22.5,79,27,1.3,10.1,349.9112502,539.31,1079944,0,3667,756,22727,1787.9,1439.67,1230.41,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-06,15,144.3,25.4,30.5,22,84,26,1.4,8.8,266.1862772,645.73,1079944,0,3667,756,22727,1788.82,1439.24,1230.08,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-07,4.4,51.5,26,29.1,22.9,86,46,1.8,12.3,303.8055566,470,1079944,0,3667,756,22727,1787.56,1438.93,1229.63,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-08,24.4,117.9,25.6,28.6,23.4,89,51,1.7,13.5,416.0254302,331.42,1079944,0,3667,756,22727,1787.92,1438.51,1229.1,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-10,26.7,146.5,26.1,28.5,24.1,88,50,2.5,13.4,347.6351886,735.59,1079944,0,3667,756,22727,1787.55,1438.21,1229.02,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-11,4.8,73.3,26.5,30.7,23.2,79,35,2.2,11.3,360.8549961,348.56,1079944,0,3667,756,22727,1790.36,1438.76,1229.67,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-12,0,0.2,27.2,32.6,23.1,76,23,1.6,6.9,368.4450363,521.56,1079944,0,3667,756,22727,1790.83,1438.42,1229.4,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-13,0,0.1,27.1,33,22.2,75,20,1.6,7.8,361.779857,573.09,1079944,0,3667,756,22727,1791.06,1438.22,1229.21,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-14,9.8,96.5,26.8,33.2,22.9,80,34,1.7,12.2,427.9148375,484.7,1079944,0,3667,756,22727,1791.28,1438.05,1229.32,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-15,20.7,121,25.5,28.4,23.1,87,45,1.8,14,567.7011076,456.56,1079944,0,3667,756,22727,1791.43,1437.96,1228.95,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-17,6.2,48,26.4,30.6,23.4,83,39,1.8,10.7,541.6631769,526.4,1079944,0,3667,756,22727,1790.91,1438,1229.42,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-18,3.4,38.9,26,30,23.1,84,43,1.5,9.9,536.2419929,619.92,1079944,0,3667,756,22727,1788.87,1437.89,1229.2,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-19,0,18.5,27.4,32.8,23.5,79,36,1.3,5.6,520.6280314,624.89,1079944,0,3667,756,22727,1788.88,1437.75,1229.21,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-20,0,0.1,28.4,33.6,23.8,77,33,1.4,6.9,456.3232163,753.25,1079944,0,3667,756,22727,1788.38,1437.78,1229.31,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-21,0.7,18.7,29.4,34.1,25.5,77,32,1.7,8.4,430.3348538,529.65,1079944,0,3667,756,22727,1788.69,1437.68,1229.31,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-22,4.6,90.4,27.8,32.2,24.8,83,31,1.5,8,457.2255718,418.13,1079944,0,3667,756,22727,1788.63,1437.64,1229.1,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-24,10,66.4,27.1,31.2,24.9,88,37,1.1,8,862.3555557,395.17,1079944,0,3667,756,22727,1789.37,1437.59,1229.35,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-25,10.7,65,26.8,31,23.9,84,33,1.7,8.4,522.096652,724.83,1079944,0,3667,756,22727,1789.71,1437.7,1229.46,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-26,0,116.2,26,30.8,21.7,71,30,2,10.9,670.0277504,533.76,1079944,0,3667,756,22727,1789.17,1437.85,1229.65,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-27,0.3,8.2,25.5,31.1,20.4,72,22,1.4,10.6,644.4769077,657.84,1079944,0,3667,756,22727,1788.49,1438.02,1229.74,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-28,11.3,132.5,26,30.2,22.2,83,31,1.2,6.1,739.9762037,689.6,1079944,0,3667,756,22727,1788.52,1438.2,1230.08,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-29,7.4,37.5,25.4,28.5,23.4,86,52,1.6,7.4,863.8765239,388.64,1079944,0,3667,756,22727,1789.21,1438.31,1230.18,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-07-31,19.9,128.5,24.8,27,23.1,92,55,1.2,11.4,529.2221671,877.25,1079944,0,3667,756,22727,1789.5,1438.87,1230.91,2.2,7,0.7,1.7,1,2.5,1.8,3
2017-08-01,2.2,30,26.6,31.9,22.9,84,38,1.4,10.5,559.5606406,498.54,1079944,0,3667,756,22727,1789.87,1439.43,1231.63,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-02,0.4,19.5,27.2,32,23.8,81,38,1.4,8.5,625.5101135,563.5,1079944,0,3667,756,22727,1789.97,1439.82,1232.14,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-03,0,0,27.2,31.9,23.1,74,28,2,10.8,622.7993081,712.84,1079944,0,3667,756,22727,1791.11,1440.31,1232.91,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-04,0,2,28.5,33.9,23.5,75,35,1.6,10.8,762.1721619,674.34,1079944,0,3667,756,22727,1791.95,1440.98,1233.55,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-05,0.6,17.9,29.6,35.1,24.7,75,31,1.5,8,2116.015625,0.26,1079944,0,3667,756,22727,1792.38,1441.5,1234.17,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-07,1.6,20.5,28.5,33.8,24.8,75,22,1.8,10.6,602.2497883,880.79,1079944,0,3667,756,22727,1792.46,1442.77,1235.69,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-08,0.4,58.7,27.4,32.3,23.5,76,32,1.4,19.7,879.3582569,417.97,1079944,0,3667,756,22727,1795.71,1444.78,1237.83,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-09,11.6,109.3,25.6,28.4,23.5,88,40,1.5,13.5,686.1630447,783.32,1079944,0,3667,756,22727,1798.43,1446.06,1239.1,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-10,15.7,96.5,25.6,29.1,23.4,88,45,1.4,8.5,727.3461241,651.56,1079944,0,3667,756,22727,1801.44,1447.55,1240.77,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-11,8.8,125.8,25.8,31.2,22.3,81,33,1.5,11.8,927.4457852,486.12,1079944,0,3667,756,22727,1801.69,1448.48,1241.79,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-12,0.8,41,25.6,30.3,21.8,77,35,1.6,9.5,723.0100024,525.08,1079944,0,3667,756,22727,1802.36,1449.53,1242.71,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-14,42.9,164.8,22.9,25.1,21.4,90,54,2.1,16.8,777.3646075,822.83,1079944,0,3667,756,22727,1803.5,1450.81,1244.05,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-15,29.1,93.5,23.2,25.2,21.6,94,60,1.8,9.9,788.0045723,601.45,1079944,0,3667,756,22727,1806.86,1452.62,1245.59,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-16,6.4,62,24.6,28.3,22,87,54,1.8,8.2,765.9327299,543.69,1079944,0,3667,756,22727,1808.32,1453.26,1246.56,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-17,5.3,59,24.5,28.7,21.8,86,48,1.4,7.8,804.7704807,539.72,1079944,0,3667,756,22727,1810.47,1454.28,1247.56,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-18,6,89.4,25,29.9,21.7,84,45,1.1,6.9,734.3883624,533.45,1079944,0,3667,756,22727,1810.76,1455.01,1248.3,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-19,8.1,109.8,24.9,29.1,21.9,86,49,1.3,13.2,604.7032109,753.95,1079944,0,3667,756,22727,1810.15,1455.6,1248.92,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-21,26,89.1,25.4,29.4,23,90,52,1.8,18,839.8664579,529.35,1079944,0,3667,756,22727,1809.69,1456.62,1249.9,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-22,8.2,73.4,26.7,31.6,23.4,85,42,1.4,9.1,854.0860262,640.08,1079944,0,3667,756,22727,1810.82,1457.27,1250.72,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-23,10.6,83.5,27.8,32,24.4,84,44,1.9,10.6,633.5567598,946.62,1079944,0,3667,756,22727,1811.12,1457.81,1251.24,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-24,14.4,89,28,31.6,24.7,81,45,3,13.6,727.6009033,575.2,1079944,0,3667,756,22727,1811.26,1458.37,1251.78,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-25,3,155.3,25.9,31.3,21.2,73,19,1.5,10.6,766.1989197,377.13,1079944,0,3667,756,22727,1810.85,1458.81,1252.13,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-26,0,0.1,23.2,29.6,17.9,61,12,1.7,8,669.7112757,629.53,1079944,0,3667,756,22727,1811.88,1459.66,1252.84,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-28,8.4,41.8,23.7,28.8,18.3,79,26,1.5,8.7,818.4078439,718.62,1079944,0,3667,756,22727,1811.23,1460.66,1253.84,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-29,1.1,29.5,22.3,26.9,18.2,66,19,2.4,12.2,779.4556729,823.11,1079944,0,3667,756,22727,1811.86,1461.6,1254.68,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-30,0,0.5,19.7,24,16.6,65,25,1.7,10.8,764.4671452,806.09,1079944,0,3667,756,22727,1812.96,1462.3,1255.28,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-31,0,0,21.1,27.3,15.5,69,27,1.8,10.8,673.1035357,856.01,1079944,0,3667,756,22727,1813.23,1462.61,1255.71,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-09-01,0,0.7,21.3,27.6,16,67,22,1.8,9.9,675.7035684,718.2,1079944,0,3667,756,22727,1814.6,1463.76,1256.63,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-02,0,0,20.7,26.5,15.3,72,26,1.5,8.2,696.7475148,619.68,1079944,0,3667,756,22727,1814.13,1464.34,1256.87,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-04,0,14.2,21.9,27.7,17,71,19,1.5,9.2,933.1477118,625.56,1079944,0,3667,756,22727,1813.56,1465.35,1257.79,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-05,1.6,15.8,20.7,23.4,18.1,84,49,1.2,7.5,818.0879181,798.33,1079944,0,3667,756,22727,1814.42,1466.28,1258.34,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-06,15.4,91.5,20.9,23.9,18.5,88,43,1,11,824.2630611,883.38,1079944,0,3667,756,22727,1814.35,1466.99,1258.77,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-07,1.2,36.3,21.4,26.9,17.8,81,42,1.4,9.1,814.4557292,729.89,1079944,0,3667,756,22727,1815.43,1467.98,1259.7,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-08,0,0,22.4,28.8,17.7,77,30,1.3,7.7,739.2311975,926.71,1079944,0,3667,756,22727,1815.99,1469.35,1261.03,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-09,0,0,22.2,28.8,17.4,79,23,1.1,5.3,676.4368366,752.38,1079944,0,3667,756,22727,1816.14,1470.74,1262.06,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-11,46.6,308,20.6,23.6,18.2,90,51,1.9,16.7,743.4140247,832.39,1079944,0,3667,756,22727,1816.06,1472.94,1264.02,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-12,0,9.2,21.8,27.8,17.1,75,24,1.7,9.9,908.086889,534.13,1079944,0,3667,756,22727,1820.25,1475.32,1266.83,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-13,0,1,20.1,27.2,14.4,66,10,1.7,9.3,693.9486787,1038.52,1079944,0,3667,756,22727,1821.24,1477.01,1268.36,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-14,0,2.2,20.3,27.2,13.6,70,20,1.6,8.8,732.4318275,935.93,1079944,0,3667,756,22727,1822.7,1478.52,1269.71,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-15,0,0.1,20.6,25.3,16.5,62,25,2.9,11.6,650.773839,945.8,1079944,0,3667,756,22727,1823.78,1480.04,1271.4,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-16,0.1,3.3,20.5,24.8,16.1,68,35,2.7,15.3,588.7859188,862.71,1079944,0,3667,756,22727,1824.4,1481.65,1272.82,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-18,0,0,20.7,27.2,15.2,74,27,1.5,9.1,610.4163291,919.49,1079944,0,3667,756,22727,1825.35,1483.77,1274.84,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-19,3.5,31.1,21.9,27.3,16.5,78,29,2.1,9.4,535.2650029,987.57,1079944,0,3667,756,22727,1826.16,1485.17,1276.16,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-20,0.4,6.2,19.7,24.5,14,63,17,2.1,10.2,608.3052214,833.57,1079944,0,3667,756,22727,1826.06,1486.11,1277.17,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-21,0,0,18.2,25.7,11.8,73,14,1.3,7.5,566.9924671,894.21,1079944,0,3667,756,22727,1826.46,1487.25,1278.3,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-22,0,3.3,19.3,26.5,14,76,17,1.3,10.2,518.5645346,925.44,1079944,0,3667,756,22727,1827.73,1488.24,1279.34,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-23,0,0.5,19.9,26.3,14.9,79,1,1.2,8.4,487.177654,876.31,1079944,0,3667,756,22727,1827.18,1489.15,1280.14,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-25,0,0,21.8,28.5,16.9,76,24,1.4,7.9,520.6334532,1043.83,1079944,0,3667,756,22727,1829.13,1490.52,1281.54,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-26,0,32.6,22.3,28.3,16.9,74,24,1.6,10.2,489.43647,978.12,1079944,0,3667,756,22727,1827.4,1491.59,1282.56,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-27,21,54.1,19.4,22.6,17.3,88,35,1.8,14.1,499.7627082,971.17,1079944,0,3667,756,22727,1828.77,1492.61,1283.51,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-28,0.2,7.5,19.7,25.1,15,65,6,2.2,11,510.9371233,788.11,1079944,0,3667,756,22727,1828.46,1493.88,1284.76,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-29,0,0,15.8,21.8,10.3,56,6,1.7,13.5,478.7612648,1151.93,1079944,0,3667,756,22727,1829.84,1495.49,1286.33,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-30,0,0,17.3,25.9,9.9,67,10,1.4,9.4,474.854499,1103.46,1079944,0,3667,756,22727,1830.76,1497.04,1287.99,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-10-01,21.2,111.9,16.6,20.3,12.9,83,17,1.6,17.8,466.6363288,20.88,1079944,0,3667,756,22727,1831.53,1498.61,1289.44,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-02,15,220.6,19.9,24.6,16.5,86,32,1.8,16.4,658.5362024,1104.86,1079944,0,3667,756,22727,1832.86,1499.74,1290.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-03,0.6,19,18.1,23.1,14.9,74,31,1.9,11.6,995.3213611,313.17,1079944,0,3667,756,22727,1834.49,1500.86,1291.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-07,0.1,4.5,19.4,24.6,15.9,85,42,1.2,8.9,664.3846108,133.18,1079944,0,3667,756,22727,1833.92,1502.37,1293.05,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-09,0,0,20.9,27.1,16.4,82,34,1.1,6.3,566.7245625,1215.98,1079944,0,3667,756,22727,1834.32,1502.79,1293.63,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-10,1.5,38.8,20.9,26.6,16.8,84,35,1.2,8.7,479.2320795,1066.17,1079944,0,3667,756,22727,1833.25,1503,1293.86,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-11,6.3,36.5,17.7,21.8,14.6,85,53,1.9,11.8,446.7818316,811.94,1079944,0,3667,756,22727,1835.23,1503.39,1294.35,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-12,9.3,44.2,13.1,15.5,10.6,86,39,1.5,14,414.4780418,620.82,1079944,0,3667,756,22727,1835.65,1503.75,1294.79,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-13,0,13.5,13,19.2,7.7,68,19,1.9,11.2,359.6246058,821.27,1079944,0,3667,756,22727,1835.07,1504.14,1295.24,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-14,0,1.9,14.1,20.3,8.9,60,16,1.8,13.9,277.4198365,766.87,1079944,0,3667,756,22727,1835.41,1504.48,1295.57,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-16,0,17.9,15.5,20.2,12.1,71,23,1.6,13.1,308.6655847,768.34,1079944,0,3667,756,22727,1835.43,1505.13,1296.3,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-17,0,0,15.1,21.6,9.7,73,23,1.5,10.3,297.8579272,884.31,1079944,0,3667,756,22727,1836.07,1505.46,1296.58,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-18,0.3,7.5,15.6,18.7,13,70,37,2.1,12.1,280.3873256,829.77,1079944,0,3667,756,22727,1836.06,1505.53,1296.72,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-19,0.5,11.7,15.3,20.5,11.3,74,32,1.5,10.6,286.7763138,785.06,1079944,0,3667,756,22727,1835.8,1505.79,1297.04,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-20,0,0,15.2,22.4,10.1,76,22,1.4,9.3,306.498254,726.21,1079944,0,3667,756,22727,1835.65,1506,1297.28,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-21,0,0,15.1,22.6,9.4,72,17,1.8,14,296.2424953,624.11,1079944,0,3667,756,22727,1835.34,1506.18,1297.32,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-23,0,0,12.9,18.6,8,61,28,1.9,13.8,316.1497264,821.57,1079944,0,3667,756,22727,1836.29,1506.44,1297.76,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-24,0.1,1.2,11.7,18.5,7.3,74,12,1.2,8,296.097445,757.06,1079944,0,3667,756,22727,1837.36,1506.61,1298.06,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
