날짜,무가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-01-04,408.5174623,0,0.2,2.4,9.8,-2.6,71,22,1.3,11.4,810.54,1309994,0,4682,1108,20058,1956.43,1576.8,1391.01,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-05,418.0564733,4.1,15,3.8,10.1,-2.7,75,13,1.3,12.1,844.51,1309994,0,4682,1108,20058,1958.08,1574.43,1389.08,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-06,435.7307906,4.7,26,1.8,7.1,-3.3,55,9,3.7,18.7,892.52,1309994,0,4682,1108,20058,1950.98,1569.7,1384.87,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-07,426.9791347,0,3.4,-3,1.6,-6.5,42,7,2.9,19.1,879.35,1309994,0,4682,1108,20058,1945.18,1564.04,1380.06,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-08,360.8590787,0,0.2,-2.5,3.3,-7.8,55,11,2.2,17.4,1007.92,1309994,0,4682,1108,20058,1939.51,1558.9,1375.62,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-09,356.6300162,0,0.3,-0.2,4.9,-5.1,61,13,2.2,14.7,737.14,1309994,0,4682,1108,20058,1934.03,1553.5,1371,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-10,332.5125766,0,0,1,6.7,-4.2,58,15,2.2,14.7,793.54,1309994,0,4682,1108,20058,1932.51,1547.42,1365.63,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-11,333.7433819,0.1,9.5,1,6,-3.3,59,10,2.8,15.9,859.565,1309994,0,4682,1108,20058,1927.99,1544.35,1362.95,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-12,334.9741872,0,4.2,-1.7,4.8,-6.5,53,13,1.6,13.8,925.59,1309994,0,4682,1108,20058,1926.31,1540.37,1359.51,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-13,329.4618479,0,0,0.4,7.9,-6.5,59,11,1,7.1,860.52,1309994,0,4682,1108,20058,1914.07,1532.39,1352.35,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-14,320.0084386,0.4,45.1,2.7,5.9,-0.2,64,8,1,12.4,841.37,1309994,0,4682,1108,20058,1905.75,1524.05,1345.01,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-15,332.1170451,0.2,14.5,3.1,9.1,-1.3,69,22,1.6,14.4,739.36,1309994,0,4682,1108,20058,1896.81,1514.91,1337.26,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-16,344.6592458,0.3,1.8,1.5,5.3,-2.6,74,27,2.4,19.9,746.64,1309994,0,4682,1108,20058,1890.56,1504.89,1328.8,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-17,325.9782196,0,10.4,-0.9,3.1,-4.6,47,9,3.5,19.7,705.77,1309994,0,4682,1108,20058,1884.8,1496.7,1321.81,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-18,329.435155,1.3,8,0,5.8,-6.8,59,6,2.1,19.5,740.565,1309994,0,4682,1108,20058,1886.05,1493.03,1318.59,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-19,332.8920905,0.4,3.3,2.7,6.4,-1.3,60,20,3.2,20,775.36,1309994,0,4682,1108,20058,1881.37,1487.27,1314.39,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-20,353.9844966,0,1,0.4,6.8,-5.3,65,19,1.3,9.3,675.34,1309994,0,4682,1108,20058,1870.59,1477.8,1306.49,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-21,358.5670253,3.1,12.7,2.9,6.5,-0.6,77,36,1.1,7.9,670.48,1309994,0,4682,1108,20058,1865.64,1468.93,1299.88,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-22,338.5794541,1.9,14.9,3.1,6.3,0.5,82,41,2,17.6,824.87,1309994,0,4682,1108,20058,1857.4,1461.23,1293.85,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-23,345.3769533,0,0,1.4,6.8,-2.7,75,30,1.4,12.4,673.85,1309994,0,4682,1108,20058,1853.73,1453.69,1288.2,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-24,348.6611411,0,0,2.6,8.8,-1.9,69,25,1.5,8.1,610.01,1309994,0,4682,1108,20058,1849.48,1447.97,1283.59,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-25,349.0537152,3.8,24.5,3.7,7.8,-1.3,80,33,1.4,13.3,757.795,1309994,0,4682,1108,20058,1848.04,1444.92,1281.01,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-26,349.4462892,1.7,21.5,5.6,9.1,2.7,90,45,1.8,14.3,905.58,1309994,0,4682,1108,20058,1845.45,1440.86,1278.11,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-27,347.7585754,0.3,8.6,0.5,4.6,-3.7,62,18,3.1,15.2,806.32,1309994,0,4682,1108,20058,1841.86,1434.8,1273.63,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-28,337.3518303,0.3,5.8,-2.1,3.5,-6,61,15,2,13.1,848.86,1309994,0,4682,1108,20058,1839.27,1430.24,1269.86,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-29,331.9505829,1.4,19.1,0.3,3.7,-3.6,78,39,1.2,14.7,844.04,1309994,0,4682,1108,20058,1836.61,1425.61,1266.38,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-30,334.5729333,0.2,3.4,0,3.6,-3.6,57,14,3.1,18.8,728,1309994,0,4682,1108,20058,1834.98,1422.01,1263.61,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-01-31,418.452933,0,0.2,-2.7,2.6,-6.9,53,12,2.4,17.8,587.46,1309994,0,4682,1108,20058,1833.83,1419.11,1261.36,1,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
2015-02-01,384.3964932,0,0.1,-1.9,5.5,-8,55,11,1.4,9.9,671.26,1309994,0,4682,1108,20058,1832.01,1416.41,1259.09,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-02,350.3400533,0,0.5,-0.2,7.3,-5.5,61,15,1.2,9.8,755.06,1309994,0,4682,1108,20058,1830.12,1413.88,1257.22,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-03,374.5569144,0,0.4,0.7,7.9,-5.1,65,20,1.3,12.3,638.04,1309994,0,4682,1108,20058,1826.18,1411.25,1255.15,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-04,416.6423113,0,9.5,0.9,6.1,-3.4,68,16,1.8,15.3,548.3,1309994,0,4682,1108,20058,1828.49,1410.11,1254.47,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-05,390.5701583,0.3,13.8,0.9,5.4,-2.9,63,23,2.5,20.4,983.6,1309994,0,4682,1108,20058,1829.95,1409.74,1254.21,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-06,388.207928,0,0,1.3,7.4,-3.6,59,13,1.9,12.7,884.13,1309994,0,4682,1108,20058,1824.56,1409.82,1254.27,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-07,397.8723351,0,0.4,2.2,7.1,-2.6,63,22,2.1,13.2,804.64,1309994,0,4682,1108,20058,1824.04,1410.59,1254.68,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-08,396.1153772,0,14,-4.8,2.5,-8.3,40,8,4.6,21.5,924.165,1309994,0,4682,1108,20058,1822.67,1410.96,1254.67,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-09,394.3584194,0.1,4.5,-3.9,1.2,-10.7,47,7,3.3,17.8,1043.69,1309994,0,4682,1108,20058,1822.52,1411.86,1255.7,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-10,416.9948727,0,0,3,8.1,-2.2,57,20,3,13.1,768.83,1309994,0,4682,1108,20058,1828.91,1415.54,1258.47,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-11,433.6316809,0,0,4,9.7,-1.2,60,18,2.1,11.2,898.34,1309994,0,4682,1108,20058,1838.84,1420.67,1263,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-12,490.1407127,0,0.5,0.6,4.8,-3.2,41,11,3.4,17.3,906.53,1309994,0,4682,1108,20058,1843.24,1424.82,1266.29,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-13,492.1706218,0,1.9,-0.7,5.2,-6.4,42,10,2.7,13.7,1139.25,1309994,0,4682,1108,20058,1844.67,1428.39,1269.31,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-14,483.1304371,0,0.3,2.2,9.2,-4.8,64,16,1.9,10.9,1198.65,1309994,0,4682,1108,20058,1846.1,1433.49,1273.23,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-15,999.5283019,3.8,63.5,6.1,11,-0.2,70,27,1.8,13,0.42,1309994,0,4682,1108,20058,1848.33,1436.24,1275.21,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-16,451.0274572,10,28.7,5.1,6.8,3.8,92,49,2,16.8,1524.48,1309994,0,4682,1108,20058,1847.93,1440.21,1278.58,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-17,469.828167,0.3,23,3.6,6.4,1.7,74,28,2.9,17.3,1202.6,1309994,0,4682,1108,20058,1856.44,1448.15,1285.13,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-18,377.0347915,0.1,8.5,2.3,4.8,0.6,70,34,2.5,17.6,690.74,1309994,0,4682,1108,20058,1859.32,1455.67,1290.35,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-19,188.5173957,0.2,6.1,2.3,8.3,-2.1,68,20,1.7,17.9,345.37,1309994,0,4682,1108,20058,1861.13,1458.18,1292.03,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-22,183.3395705,1,4.5,6.3,11.3,1.7,73,19,2.9,14.7,179.165,1309994,0,4682,1108,20058,1857.4,1463.26,1295.6,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-23,366.6791411,0,0,3.2,8.6,-0.2,56,12,2.7,11,358.33,1309994,0,4682,1108,20058,1860.15,1465.55,1297.69,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-24,436.4852368,0,0,3.4,9.6,-0.9,57,10,1.9,11,435.68,1309994,0,4682,1108,20058,1868.24,1470.24,1301.4,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-25,449.3374317,0.1,1.9,5.2,11.2,-0.4,58,9,1.4,11,677.67,1309994,0,4682,1108,20058,1871.63,1473.61,1304.12,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-26,429.56425,0.2,1.7,3.6,8.2,-1.1,53,10,3.5,14.4,875.07,1309994,0,4682,1108,20058,1872.42,1476.36,1306.49,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-27,403.4369151,0,2.2,-0.3,4.1,-3.7,42,11,2.9,14.5,999.84,1309994,0,4682,1108,20058,1873.45,1479.16,1308.39,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-02-28,359.9750526,1.6,13,2,6.8,-3.7,59,17,1.6,8.8,901.9,1309994,0,4682,1108,20058,1873.78,1481.31,1309.89,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
2015-03-01,356.7596183,0.9,5.5,3.2,7.1,0.5,65,21,2.8,17.7,901.63,1309994,0,4682,1108,20058,1872.04,1484.13,1311.53,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-02,353.5441841,0,0,3.5,10.5,-3,50,10,1.8,10,901.36,1309994,0,4682,1108,20058,1872.63,1486.66,1313.88,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-03,350.9785473,2.8,15,3.6,7.6,0.5,69,24,2,18.5,942.87,1309994,0,4682,1108,20058,1876.33,1489.48,1315.72,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-04,359.3697033,0,0.5,0.2,4.3,-2.8,40,11,4.6,20.7,847.54,1309994,0,4682,1108,20058,1881.31,1492.65,1318.11,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-05,344.0929226,0,1.5,0.5,6.8,-5.6,48,6,1.8,12.5,876.13,1309994,0,4682,1108,20058,1880.84,1495.4,1320.05,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-06,365.6719154,0,9.7,3,10.5,-3.5,57,14,1.5,7.7,718.34,1309994,0,4682,1108,20058,1879.65,1497.2,1321.14,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-07,364.3335993,0,0,4.3,12.2,-2.4,56,8,1.5,9.4,593.98,1309994,0,4682,1108,20058,1878.31,1499.25,1322.6,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-08,375.1167857,0,0.4,6.4,14.6,-2.3,54,12,1.5,8.5,751.125,1309994,0,4682,1108,20058,1876.87,1500.31,1322.97,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-09,385.8999721,0.1,9.5,4.5,11.3,-3.3,46,8,3.9,22.1,908.27,1309994,0,4682,1108,20058,1874.26,1503.27,1325.33,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-10,371.8150642,0,2.2,-1.6,2.7,-5.4,34,5,5.1,25.4,933.71,1309994,0,4682,1108,20058,1877.65,1506.29,1327.36,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-11,380.9509725,0,0.5,2.5,8.1,-3.3,43,13,3.9,16.2,685.66,1309994,0,4682,1108,20058,1880.06,1509.65,1329.39,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-12,401.4953743,0,0,3.5,9.5,-2.9,38,8,2.9,12.5,611.48,1309994,0,4682,1108,20058,1884.36,1511.76,1330.81,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-13,390.787594,1.2,11,5.6,10.9,0.1,61,11,2.1,11.4,726.62,1309994,0,4682,1108,20058,1886.02,1513.36,1331.88,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-14,371.2355354,0,0.1,4.8,11.7,-2,48,11,1.6,8.5,818.2,1309994,0,4682,1108,20058,1887.16,1514.6,1332.41,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-15,371.0090062,0,0,6.4,15.2,-1.5,48,7,1.4,8.5,866.42,1309994,0,4682,1108,20058,1887.83,1515.06,1332.54,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-16,370.782477,0,0,9.3,19.1,0.7,47,6,1.3,8.2,914.64,1309994,0,4682,1108,20058,1886.53,1515.93,1333.4,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-17,389.577455,0,0.1,11.7,20.2,3,51,11,1.4,8.9,760.91,1309994,0,4682,1108,20058,1884.84,1516.46,1333.56,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-18,416.2469055,31.8,145.1,9.6,12.3,7.8,84,30,2.6,14.4,761.43,1309994,0,4682,1108,20058,1884.73,1516.49,1333.26,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-19,412.3495906,0.5,4.5,11.4,18.3,6.8,75,15,1.8,9.1,802.31,1309994,0,4682,1108,20058,1881.41,1516.22,1332.8,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-20,426.2908534,0,0.5,12.1,19.6,7.1,60,2,1.5,12.6,693.73,1309994,0,4682,1108,20058,1884.09,1515.78,1332.35,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-21,380.5803464,0,0,11.9,19.4,5.1,49,7,1.8,10,708.37,1309994,0,4682,1108,20058,1883.09,1515.35,1331.55,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-22,383.8512634,0,0,9.7,16.8,3.8,41,3,3.1,14.8,786.35,1309994,0,4682,1108,20058,1882.53,1515.11,1330.85,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-23,387.1221805,0,0,5.5,11.5,-0.3,34,5,3.3,12.4,864.33,1309994,0,4682,1108,20058,1880.62,1514.7,1330.94,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-24,385.5969301,0,0,4.9,12.1,-1.6,44,5,2,11.4,778.26,1309994,0,4682,1108,20058,1878.47,1513.74,1329.71,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-25,372.3909831,0,0,5.9,14.2,-2.4,49,5,1.6,8.5,741.06,1309994,0,4682,1108,20058,1876.41,1512.95,1328.76,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-26,389.9410721,0,0,8.1,17,-0.8,44,6,1.9,8.8,711.38,1309994,0,4682,1108,20058,1874.66,1512.06,1327.78,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-27,391.4524479,0,1,9.6,18.3,1.3,44,8,2,10.2,683.58,1309994,0,4682,1108,20058,1876.52,1511.57,1327.12,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-28,371.5874445,0,0.3,11.1,19.3,1.5,40,5,2.1,9.9,684.07,1309994,0,4682,1108,20058,1876.17,1511.21,1326.49,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-29,378.3776011,0,0.2,12,19.1,6.2,55,13,1.8,8.3,723.3,1309994,0,4682,1108,20058,1877.39,1511.02,1325.99,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-30,385.1677578,0,0,13.1,21.3,4.7,64,13,1.8,9.9,762.53,1309994,0,4682,1108,20058,1880.65,1510.7,1325.85,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-31,397.5141541,3.1,61.5,12.8,15.5,8.3,85,23,1.4,10.7,721.21,1309994,0,4682,1108,20058,1881.42,1510.53,1325.48,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-04-01,404.5177563,1.9,14,11.7,15.9,9.2,85,37,2.5,15.7,712.85,1309994,0,4682,1108,20058,1880.26,1510.64,1325.32,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-02,400.4220867,7.7,43,13.4,19.5,8.4,78,35,3.5,21.9,709.1,1309994,0,4682,1108,20058,1882.29,1510.14,1324.72,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-03,420.5261331,9,37.8,12.9,18.8,9,80,37,3,14.9,708.79,1309994,0,4682,1108,20058,1880.77,1509.8,1324.22,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-04,391.1244973,17.8,69.4,11.1,16.2,7.7,71,28,3,19.9,769.29,1309994,0,4682,1108,20058,1880.23,1509.23,1323.55,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-05,399.8534336,3,9.5,10,11.7,8.4,89,46,1.6,9.4,749.545,1309994,0,4682,1108,20058,1879.97,1508.95,1322.84,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-06,408.5823699,4.2,36.6,10.4,13.3,7.4,82,21,1.9,12.8,729.8,1309994,0,4682,1108,20058,1875.9,1508.84,1322.78,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-07,415.0764054,0.9,21,7.5,10.8,5.1,73,29,2.2,12.2,598.52,1309994,0,4682,1108,20058,1875.15,1508.26,1322,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-08,421.1021722,0.3,3,7.9,12.4,4.3,69,3,1.8,10.6,633.19,1309994,0,4682,1108,20058,1871.76,1507.73,1321.39,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-09,458.8794163,0,0,9,15.1,3.4,65,8,1.6,8.5,669.06,1309994,0,4682,1108,20058,1873.23,1507.46,1320.94,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-10,405.736218,0,0,10.5,18.2,3.4,59,11,1.8,8.9,971.61,1309994,0,4682,1108,20058,1873.76,1507.05,1320.5,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-11,345.788265,0,0,11.4,19.5,3.5,56,7,1.7,8.5,1075.59,1309994,0,4682,1108,20058,1872.4,1506.57,1319.76,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-12,342.5581067,0.6,21.4,11.9,17.9,5.2,54,10,2.5,12.2,1011.345,1309994,0,4682,1108,20058,1872.22,1506.45,1319.41,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-13,339.3279485,7.5,29,10.4,13.2,8.1,74,23,3.3,16.3,947.1,1309994,0,4682,1108,20058,1871.82,1506.32,1319.39,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-14,376.2072965,10.2,35.3,8.6,12.5,6.1,80,27,2,14.2,684.55,1309994,0,4682,1108,20058,1870.66,1505.82,1318.75,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-15,390.7785176,1,5.9,12,18.8,5.9,66,20,2.7,12.2,588.43,1309994,0,4682,1108,20058,1865.3,1505.4,1318.36,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-16,355.7883694,2.7,10,11.6,20.4,6,67,20,3,16,786.45,1309994,0,4682,1108,20058,1868.73,1505.08,1317.87,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-17,332.9005743,0,0,11.4,19,3.6,46,11,2.4,12.2,906.12,1309994,0,4682,1108,20058,1869.18,1504.86,1317.63,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-18,312.6389588,2.4,48,13.7,21.7,4.7,47,6,1.7,13.7,754.54,1309994,0,4682,1108,20058,1870.05,1504.72,1317.57,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-19,336.457114,14.2,104.5,14.2,17.2,11.3,89,18,1.8,12.7,697.035,1309994,0,4682,1108,20058,1869,1504.61,1317,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-20,360.2752691,11,22,11.5,14.6,8.1,89,22,2.1,15.4,639.53,1309994,0,4682,1108,20058,1866.53,1504.77,1317.33,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-21,383.1288458,0,0.8,12.8,20.9,5.7,63,11,1.8,13.1,590.58,1309994,0,4682,1108,20058,1875.7,1506.01,1318.27,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-22,424.4549621,0,0.1,13.8,20.9,7.1,52,9,2.1,10.3,399.33,1309994,0,4682,1108,20058,1877.47,1506.59,1318.64,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-23,444.0696762,0,0,14.4,22.3,5.9,48,7,2.1,12.3,693.44,1309994,0,4682,1108,20058,1879.03,1506.86,1318.71,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-24,381.2986366,0,0,15.6,22.9,8.7,47,9,2.1,11.5,886.17,1309994,0,4682,1108,20058,1878.17,1507.29,1319,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-25,304.5703533,0,0,15.7,24.2,6.7,40,8,1.9,10.8,805.08,1309994,0,4682,1108,20058,1877.48,1507.56,1319.09,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-26,297.4218338,0,0,18.2,26.9,8.5,39,8,2.2,12.1,832.265,1309994,0,4682,1108,20058,1876.97,1507.82,1318.86,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-27,290.2733143,0,0,18.7,26.6,11.2,44,9,2.1,9.8,859.45,1309994,0,4682,1108,20058,1876.18,1508.22,1319.53,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-28,309.485479,8.2,102.5,17.6,23.9,10.9,62,11,1.9,12.8,710.49,1309994,0,4682,1108,20058,1880.35,1509.45,1320.26,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-29,372.1056743,23.2,125.5,15.8,18.2,14,85,28,2,10.9,717.23,1309994,0,4682,1108,20058,1883.88,1510.16,1320.68,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-30,449.0480476,0.2,9.1,17.9,24,13.1,75,26,1.6,9.2,508.93,1309994,0,4682,1108,20058,1883.77,1510.71,1321.04,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-05-01,468.9856668,0,0,19.2,26.3,12.8,72,21,1.6,6.4,504.14,1309994,0,4682,1108,20058,1883.1,1512.19,1321.68,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-02,520.5887888,1.9,75,19.8,26.2,13.5,71,24,1.8,12.2,333.7,1309994,0,4682,1108,20058,1883.36,1513.22,1322.41,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-03,496.5218301,12.9,67.5,17.6,20.2,15.8,92,52,1.7,14.9,628.92,1309994,0,4682,1108,20058,1882.82,1513.62,1322.22,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-04,472.4548715,0,4,16.4,21.9,10.5,54,9,3.2,13.8,924.14,1309994,0,4682,1108,20058,1884.43,1514.4,1323.13,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-05,458.1238245,0,0,14.2,21.9,5.9,45,11,2.2,12.2,718,1309994,0,4682,1108,20058,1889.5,1516.14,1323.87,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-06,397.043466,0,1,14.9,22.1,7.7,50,6,1.5,9.5,794.78,1309994,0,4682,1108,20058,1890.33,1517.43,1324.85,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-07,390.6086517,0,1,16.3,24.1,8.7,49,6,1.8,10,545.93,1309994,0,4682,1108,20058,1893.95,1519.81,1326.34,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-08,415.094966,0,0.5,16.9,23.4,9.2,53,6,1.5,8.2,569.2,1309994,0,4682,1108,20058,1896.02,1522.99,1328.56,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-09,512.0222883,0.2,3.3,17.7,24.1,12.9,62,18,2.1,10.1,444.36,1309994,0,4682,1108,20058,1897.15,1525.62,1330.33,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-10,474.2306122,0,0,16.7,23.5,10.8,64,16,1.9,8.6,667.61,1309994,0,4682,1108,20058,1896.91,1526.8,1330.98,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
