날짜,무가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2019-10-02,775.1924216,101.9,332.9,20.9,22.7,19.5,94,66,2.2,22.4,1643.32,1127832,0,4015,1005,19498,1835.2,1543.49,1391.62,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-03,1043.231969,27,310,21.8,26.2,18.4,83,45,2.8,22,902.3,1127832,0,4015,1005,19498,1834.61,1543.55,1391.6,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-04,931.8115486,0.2,17,21.1,26.8,16.9,84,38,1.2,12.1,800.19,1127832,0,4015,1005,19498,1834.41,1543.25,1391.37,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-05,897.7284446,2.5,57.5,18.8,22.6,15.4,81,46,2,15.3,1042.44,1127832,0,4015,1005,19498,1833.05,1543,1390.96,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-06,840.1991106,0,1,17,21.5,13.2,70,38,1.9,9.9,1499.05,1127832,0,4015,1005,19498,1833.32,1543,1390.85,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-07,782.6697766,8.3,25.6,15.3,17.5,13.6,90,55,1.2,12.9,1955.66,1127832,0,4015,1005,19498,1833.23,1542.95,1390.76,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-08,860.041153,0.1,1.7,15.6,21.8,9.9,69,21,2.1,13.2,1281.07,1127832,0,4015,1005,19498,1832.09,1542.75,1390.47,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-09,728.5028572,0,0,12.9,21.1,6.3,66,20,1.3,8.7,1606.97,1127832,0,4015,1005,19498,1831.47,1542.51,1390.11,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-10,751.5287537,0,0.7,14.6,21.3,8.2,73,22,0.9,6,1625.06,1127832,0,4015,1005,19498,1830.71,1542.27,1389.9,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-11,704.2966283,0,0.8,17.7,24.7,11.4,69,16,1.7,11.6,1561.84,1127832,0,4015,1005,19498,1830.04,1541.98,1389.5,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-12,726.0091978,0,0.7,17.8,23.1,13.3,62,28,2.9,16.4,1097.65,1127832,0,4015,1005,19498,1829.59,1541.72,1389.16,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-13,731.3289209,0,0,15.6,22,10.3,67,27,1.8,12.1,1442.635,1127832,0,4015,1005,19498,1829.62,1541.73,1388.97,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-14,736.648644,2.6,92,14.4,21.2,9,74,31,1.6,14.8,1787.62,1127832,0,4015,1005,19498,1829.31,1541.6,1388.93,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-15,819.8090025,1,14,13.1,18.6,8.3,75,37,1.6,13,1475.27,1127832,0,4015,1005,19498,1829.04,1541.4,1388.55,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-16,918.487809,0,0,13,20.2,7.8,77,32,1.1,6.5,1402.92,1127832,0,4015,1005,19498,1828.79,1541.03,1388.21,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-17,890.4074681,0,0,13.7,19.8,9.2,77,31,1.2,8.5,1368.96,1127832,0,4015,1005,19498,1828.69,1540.69,1387.85,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-18,873.9041703,4.3,34.5,15,19.3,10.6,81,42,1.6,10.7,1349.56,1127832,0,4015,1005,19498,1828.5,1539.96,1387.13,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-19,889.9109129,0.1,15.9,16,22.4,11.5,80,34,1.3,10.5,1150.4,1127832,0,4015,1005,19498,1828.13,1539.59,1386.66,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-20,895.044831,0,0,14.9,22.5,10.1,81,26,1,6.9,1355.02,1127832,0,4015,1005,19498,1828.41,1539.51,1386.38,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-21,900.1787491,0,0,15,22.9,9.1,76,26,1.2,9,1559.64,1127832,0,4015,1005,19498,1827.46,1539.27,1386.24,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-22,892.8400476,0,0.8,15.6,22.8,9.9,75,31,1.3,8.9,1496.55,1127832,0,4015,1005,19498,1827.26,1538.83,1385.76,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-23,874.3113952,0.1,1.4,15.7,19.7,11.6,76,42,1.4,10.3,1600.87,1127832,0,4015,1005,19498,1827.33,1538.44,1385.24,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-24,882.9706745,1.8,55.7,17.2,21.9,13.5,70,26,1.9,12.2,1496.48,1127832,0,4015,1005,19498,1827.22,1538.06,1384.93,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-25,832.699164,0.3,9.4,16.8,22.6,11.8,72,32,1.6,13.3,1566.31,1127832,0,4015,1005,19498,1826.82,1537.72,1384.57,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-26,772.9142943,0,0.5,12.6,17,8.5,63,21,2.3,14.4,1241.54,1127832,0,4015,1005,19498,1825.9,1537.45,1384.2,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-27,783.4062188,0,18.4,10.2,17.2,4.8,66,15,1.5,10.9,1426.435,1127832,0,4015,1005,19498,1826.41,1537.42,1383.9,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-28,793.8981434,0.2,5,11.1,18.3,3.9,71,19,1.4,10,1611.33,1127832,0,4015,1005,19498,1826.53,1537.26,1383.83,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-29,801.8033596,0.7,7,12.9,18.5,7.8,67,20,1.9,12.5,1620.72,1127832,0,4015,1005,19498,1825.48,1536.99,1383.52,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-30,856.2228148,0,0,10.8,18.1,5.1,68,18,1.4,10.1,1289.21,1127832,0,4015,1005,19498,1824.84,1536.81,1383.34,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-31,816.7795529,0,0,12.9,20.4,5.5,73,24,1.6,10.5,1710.33,1127832,0,4015,1005,19498,1824.33,1536.62,1383.13,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-11-01,763.301051,0,0,14,21.6,8.5,73,18,1.2,10.7,1920.67,1127832,0,4015,1005,19498,1823.64,1536.09,1382.59,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-02,781.464414,0,0,13.1,19.8,7.3,78,31,0.9,6.3,1500.41,1127832,0,4015,1005,19498,1823.37,1535.8,1382.22,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-03,776.45026,1.8,20.5,13.5,20.3,9.1,76,21,1.3,11.3,1847.7,1127832,0,4015,1005,19498,1823.58,1535.75,1382,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-04,771.436106,0.1,4.7,12.1,18.7,7.2,76,31,1.2,8.8,2194.99,1127832,0,4015,1005,19498,1822.33,1535.6,1382.03,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-05,750.7060179,0,0.2,11.3,18.8,5.6,76,22,1.3,8.4,1916.65,1127832,0,4015,1005,19498,1821.86,1535.12,1381.52,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-06,755.976426,0,0,10.9,18.5,5,72,22,1.1,7.5,1970.95,1127832,0,4015,1005,19498,1821.3,1534.76,1381.18,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-07,751.2224003,0,0.9,10.4,16.8,5.2,65,19,1.8,13.4,2067.88,1127832,0,4015,1005,19498,1820.76,1534.42,1380.76,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-08,765.527493,0,3.5,7.5,15.2,1.8,59,14,1.4,12.5,1965.72,1127832,0,4015,1005,19498,1820.17,1534.33,1380.75,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-09,722.632935,0.1,16.1,8.1,17.1,1,61,16,1.2,10.6,1993.09,1127832,0,4015,1005,19498,1819.96,1534.22,1380.51,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-10,732.3091044,8,37.5,9.1,15.8,2.5,72,23,1.5,21.9,2277.285,1127832,0,4015,1005,19498,1819.22,1534.23,1380.22,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-11,741.9852738,1,18.8,11.7,16.7,7.4,74,36,2.2,17.9,2561.48,1127832,0,4015,1005,19498,1819.42,1534.28,1380.39,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-12,753.7182321,0,0.9,9.2,16.3,4.3,75,21,1.1,8.7,1937.41,1127832,0,4015,1005,19498,1819.84,1534.38,1380.34,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-13,721.8127176,2.7,23,8.6,13.5,3.3,75,17,1.8,19.6,2357.74,1127832,0,4015,1005,19498,1819.54,1534.43,1380.28,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-14,736.7546518,0,0.6,3.3,8.4,-1.1,44,10,2.7,20.2,2058.94,1127832,0,4015,1005,19498,1819.58,1534.64,1380.18,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-15,833.7240519,3.3,23.4,6.8,13.5,-1.5,71,21,1.7,12.2,2199.06,1127832,0,4015,1005,19498,1819.32,1534.8,1380.27,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-16,769.4048727,0.3,3.5,10.1,16.9,5,81,17,1.2,7.3,2478.89,1127832,0,4015,1005,19498,1819.52,1535.02,1380.14,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-17,758.8462765,20,92.5,10.8,15.3,5.7,88,30,1.6,14.2,2584,1127832,0,4015,1005,19498,1819.93,1535.14,1380,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-18,748.2876802,12.8,32.8,8.4,16.2,3,65,15,3.6,22.2,2689.11,1127832,0,4015,1005,19498,1819.94,1535.3,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-19,791.9859066,0.1,3.9,3.3,6.8,0.1,57,18,2.7,18.7,1899.97,1127832,0,4015,1005,19498,1820.66,1535.36,1379.84,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-20,771.4510911,0,0.2,2.2,8.7,-2.5,54,8,1.5,11.7,2294.97,1127832,0,4015,1005,19498,1821.61,1535.46,1379.68,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-21,790.6148647,0,0,4.7,12.1,-3,55,12,1.1,7.8,2370.46,1127832,0,4015,1005,19498,1821.39,1535.76,1379.7,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-22,829.9283544,0,0,8.9,17.3,2.4,65,16,1.3,8.4,2513.9,1127832,0,4015,1005,19498,1821.09,1536.04,1379.78,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-23,889.4683892,0,0.4,10.4,18.1,4.1,76,33,1.1,7.6,2661.34,1127832,0,4015,1005,19498,1821,1536.34,1379.82,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-24,807.9421158,1.1,12.4,12.5,19.3,7.1,78,30,1.6,19.7,2759,1127832,0,4015,1005,19498,1821.73,1536.62,1379.75,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-25,726.4158425,2.7,71.1,5.7,10.6,3.1,70,31,2.5,18.5,2856.66,1127832,0,4015,1005,19498,1821.53,1536.84,1380,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-26,652.7321938,0.3,14,7.5,13.4,2.2,73,30,1.3,8.6,1992.71,1127832,0,4015,1005,19498,1821.55,1537.09,1380.05,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-27,658.3614375,0.8,25.4,6,9.5,2.4,64,28,2,14.1,1853.65,1127832,0,4015,1005,19498,1821.49,1537.4,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-28,755.8485277,2.3,52.4,4.6,10.4,0.1,73,29,1.5,14,1897.78,1127832,0,4015,1005,19498,1820.68,1537.75,1380.26,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-29,758.470452,0,20,3.1,9.8,-1.5,63,7,1.4,10.5,2042.58,1127832,0,4015,1005,19498,1820.96,1538.07,1380.37,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-30,769.7506924,0.1,12.2,5.1,12.6,-1.9,63,20,1,8,1966.98,1127832,0,4015,1005,19498,1820.76,1538.41,1380.35,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-12-01,821.4845663,12.9,38,6,7.9,4.4,84,25,1.1,16.2,1803.19,1127832,0,4015,1005,19498,1821.31,1538.9,1380.42,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-02,873.2184403,0.2,4.2,3.3,6.7,-0.1,57,21,3.1,20,1639.4,1127832,0,4015,1005,19498,1821.91,1539.22,1380.65,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-03,779.8794819,0.4,11.7,2,6.4,-3.1,68,26,1.7,16.2,1574.88,1127832,0,4015,1005,19498,1822.18,1539.85,1380.94,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-04,803.2740681,0.1,2.6,3.9,9.2,-0.6,63,20,1.5,11.5,1558.58,1127832,0,4015,1005,19498,1822.65,1540.18,1381.01,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-05,758.9854504,0,3.3,0,4.6,-4.7,47,6,2.6,14.4,1795.58,1127832,0,4015,1005,19498,1822.87,1540.71,1381.15,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-06,830.4999575,0,2.9,-3.5,2.1,-8.1,46,9,1.9,12.6,1459.77,1127832,0,4015,1005,19498,1822.47,1541.4,1381.42,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-07,872.3232636,0,1.1,-0.3,5.7,-6.9,63,20,1.6,13.7,794,1127832,0,4015,1005,19498,1822.89,1542.28,1381.78,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-08,915.7206472,0,0,0.8,7.7,-4,69,14,1.2,11.6,1011.08,1127832,0,4015,1005,19498,1822.8,1542.64,1381.76,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-09,959.1180309,0.1,4.5,2.5,9.7,-4.1,71,20,1.2,8.2,1228.16,1127832,0,4015,1005,19498,1822.07,1543.34,1382.35,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-10,1042.093728,0.4,6,6.1,13,1.1,80,27,1.2,8.6,1401.09,1127832,0,4015,1005,19498,1821.63,1544.07,1382.64,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-11,1006.975036,0.3,2.2,6.7,13,1.6,69,22,2.6,16.9,1442.25,1127832,0,4015,1005,19498,1822.17,1544.93,1383.08,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-12,1053.703928,0,0.4,1.4,5.9,-2.7,49,10,2.1,17.3,1365.17,1127832,0,4015,1005,19498,1822.53,1545.71,1383.53,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-13,957.2034709,0.1,3.6,1.2,7.8,-5,57,6,1.2,14,1335.7,1127832,0,4015,1005,19498,1822.37,1546.42,1383.96,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-14,969.9378187,0.4,3.7,3.8,8.7,-0.4,62,15,1.8,13.8,884.66,1127832,0,4015,1005,19498,1822.9,1547.22,1384.33,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-15,991.5479953,0,0.4,4.4,12.2,-1.9,70,27,1.1,7.6,1189.895,1127832,0,4015,1005,19498,1823.43,1547.67,1384.42,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-16,1013.158172,0,2.7,6.7,13.9,0.6,74,30,1,10.2,1495.13,1127832,0,4015,1005,19498,1823.31,1548.42,1385.04,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-17,1062.383086,2.2,16,8,12.1,3.5,84,40,1.6,15.2,1299.11,1127832,0,4015,1005,19498,1824.06,1549.25,1385.5,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-18,1053.812447,0.3,9.8,4.4,8.4,1.5,70,17,2.1,14.4,1161.48,1127832,0,4015,1005,19498,1824.78,1549.87,1385.93,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-19,1057.355637,0,7.5,1.9,6.7,-1.5,53,13,2.2,14.3,1240.9,1127832,0,4015,1005,19498,1824.96,1550.57,1386.36,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-20,1038.384203,0.1,2.4,0.7,5.3,-3.2,60,17,1.6,13.3,1210.16,1127832,0,4015,1005,19498,1824.76,1551.3,1386.88,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-21,995.3858716,0.1,2.1,-0.1,4.4,-4.5,68,18,1.2,8.8,994.89,1127832,0,4015,1005,19498,1824.88,1552.04,1387.36,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-22,1003.031534,0.1,13.6,2.6,8.7,-1.5,72,31,1,10,1210.2,1127832,0,4015,1005,19498,1824.69,1552.58,1387.49,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-23,1010.677196,0.7,11.2,3.5,8.4,-1.3,75,32,1.5,11.8,1425.51,1127832,0,4015,1005,19498,1825.28,1553.15,1388.05,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-24,1060.408137,0,2.1,1.6,8.6,-2.4,73,13,1.1,8.6,1293.76,1127832,0,4015,1005,19498,1825.05,1554.23,1388.82,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-25,1020.731402,0,0.9,3.2,10.6,-3.5,63,10,1,8.5,1164.05,1127832,0,4015,1005,19498,1825.69,1554.82,1389.21,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-26,958.7772197,1.2,20.8,3.3,5.7,1.1,70,25,1.9,22.7,1195.38,1127832,0,4015,1005,19498,1826.07,1555.46,1389.74,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-27,914.2872049,0,5.9,0.2,4.8,-3.6,54,14,2.3,21.5,1068.5,1127832,0,4015,1005,19498,1826.11,1556.18,1390.22,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-28,907.345113,0,1,0.1,7.2,-5.4,62,20,1,7.3,754.12,1127832,0,4015,1005,19498,1826.48,1556.8,1390.58,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-29,944.9187983,6,34.3,2.2,6.4,-2.9,75,26,1.2,18.1,1028.87,1127832,0,4015,1005,19498,1826.57,1557.19,1390.71,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-30,982.4924836,0.9,3.5,4.7,9.5,-0.1,81,15,2,17.4,1303.62,1127832,0,4015,1005,19498,1827.13,1557.74,1391.19,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-31,1071.620365,0.1,10.2,-4.1,0.2,-7,46,13,3.4,21.9,854.11,1127832,0,4015,1005,19498,1827.53,1558.44,1391.59,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2020-01-01,1103.531976,0,0.2,-1.3,3.6,-6.9,64,18,1.8,9.7,516.81,1009506,0,5114,1183,5149,1828.42,1559.6,1392.26,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-02,1135.443587,0,0,1.1,6,-3.2,70,27,1.6,9.5,179.51,1009506,0,5114,1183,5149,1829.22,1560.36,1392.88,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-03,1188.531454,0,0,1.7,7.4,-2.5,66,17,1.7,11,1437.83,1009506,0,5114,1183,5149,1829.27,1561.05,1393.16,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-04,1204.665463,0,1.5,1.1,7.7,-3.9,66,18,1.6,9.8,1359.69,1009506,0,5114,1183,5149,1829.27,1561.87,1393.82,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-05,1154.289456,0,4.7,1.1,8.5,-5,63,14,0.9,7.8,1767.685,1009506,0,5114,1183,5149,1829.81,1562.34,1394.03,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-06,1103.91345,9.4,31.3,3.2,5.6,-0.9,83,28,1.3,15.6,2175.68,1009506,0,5114,1183,5149,1830.83,1563.32,1394.97,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-07,1087.884726,42.4,64,8.7,13.4,4.8,96,54,2.1,26.6,1916.99,1009506,0,5114,1183,5149,1832.59,1565.06,1396.28,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-08,1011.620297,4.6,37.2,5.2,11.4,2.9,79,44,3.8,25.9,1594.03,1009506,0,5114,1183,5149,1833.08,1566.54,1397.58,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-09,854.9277099,0,1.1,1.6,5.2,-1.6,67,25,2.3,13.1,1717.39,1009506,0,5114,1183,5149,1833.56,1568.19,1398.84,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-10,827.7345278,0,0,0.7,7.3,-4,69,16,1.2,9.7,1498.69,1009506,0,5114,1183,5149,1834.85,1569.25,1399.62,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-11,845.7703638,0,0.3,1.6,6.8,-2.8,65,22,1.6,11,1167.29,1009506,0,5114,1183,5149,1835.39,1570.06,1400.13,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-12,931.4814815,0,11.1,1.4,4.8,-1,62,22,2.3,16.2,5.4,1009506,0,5114,1183,5149,1835.06,1570.36,1400.31,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-13,793.1021468,0,3,0.1,3.7,-3.2,59,14,2.3,13.9,2310.07,1009506,0,5114,1183,5149,1835.56,1570.97,1400.86,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-14,792.9620049,0,22.8,-0.6,4.5,-4.1,57,16,1.5,10.5,1831.24,1009506,0,5114,1183,5149,1835.85,1571.34,1401.06,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-15,790.944556,0,1.2,-1.2,4.2,-5.4,60,14,1.6,12.4,1741.74,1009506,0,5114,1183,5149,1836.16,1571.46,1401.02,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-16,775.069402,0,0,-0.6,5.6,-5.3,54,9,1.3,9.9,1687.29,1009506,0,5114,1183,5149,1835.6,1571.56,1401.06,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-17,747.7286776,0.2,12,0.5,6.7,-3.7,57,10,1.2,13.1,1644.4,1009506,0,5114,1183,5149,1835.63,1571.45,1400.91,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-18,732.8811333,0.6,15.3,1.1,7.3,-3.6,60,12,1.6,15.1,1837.45,1009506,0,5114,1183,5149,1834.35,1571.27,1400.67,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-19,611.9047619,0.1,1.3,2,6.8,-2.6,66,24,1.9,14.9,13.19,1009506,0,5114,1183,5149,1835.2,1571.22,1400.52,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-20,655.9187993,0,0.3,2.3,6.8,-1.6,57,19,2.4,13.4,2365.94,1009506,0,5114,1183,5149,1833.99,1571.26,1400.67,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-21,556.0972416,0,1.4,0.4,6.9,-5.3,51,9,1.4,11.9,2255.01,1009506,0,5114,1183,5149,1833.33,1571.17,1400.4,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-22,711.1276657,4.4,37,2.9,5.6,-0.2,68,13,1,10,1743.26,1009506,0,5114,1183,5149,1833.27,1571.06,1400.18,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-23,667.9505028,2,7.9,5.1,10.2,1.6,79,23,1.2,12,1441.96,1009506,0,5114,1183,5149,1832.87,1571.06,1400.05,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-24,553.3988627,0.9,21.9,4.2,10.5,-0.6,74,18,1.3,10.6,324.64,1009506,0,5114,1183,5149,1832.71,1570.99,1399.94,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-25,276.6994314,0.1,5.2,4.8,9.2,1.2,79,37,1,7.8,162.32,1009506,0,5114,1183,5149,1832.69,1571.01,1399.84,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-27,301.1160735,15.4,113.6,5.7,7.8,4,78,35,3.3,15.3,392.825,1009506,0,5114,1183,5149,1831.82,1570.53,1399.13,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-28,602.232147,1.1,19.5,6.4,10.2,3.1,75,33,1.9,14.9,785.65,1009506,0,5114,1183,5149,1832.24,1570.26,1398.77,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-29,536.4330857,0.9,13.3,5.4,9.4,2.4,74,34,1.4,14.6,1466.63,1009506,0,5114,1183,5149,1831.68,1569.66,1398.1,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-30,493.8577126,0.9,17.4,4.3,8.8,0.9,72,29,1.5,18,1314.09,1009506,0,5114,1183,5149,1831.22,1568.76,1397.37,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-01-31,505.6470449,0,1,3,7.8,-0.7,73,29,1.4,14.6,1242.23,1009506,0,5114,1183,5149,1829.98,1567.8,1396.42,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1
2020-02-01,471.1690573,0,0.2,2.2,7.8,-2.6,73,31,1.5,12.5,992.27,1009506,0,5114,1183,5149,1829.74,1566.46,1394.86,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-02,477.1600006,0,0.7,2.1,7.8,-2.5,67,20,1.3,9.5,1303.56,1009506,0,5114,1183,5149,1829.16,1565.92,1394.1,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
