날짜,건고추가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,건고추거래량,건고추생산량,건고추저장이월량,건고추수입량,건고추수입금액,건고추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2014-01-22,2925,0,0,-2.7,3.4,-8,60,11,2,15.7,2.5,85068,0,97611,285150,36120,2195.18,1884.91,1703.67,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-23,5850,0,0.1,-1,7.1,-7.5,62,12,1.3,10.8,5,85068,0,97611,285150,36120,2195.24,1884.54,1703.47,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-24,2925,0,0,4,10.7,-3.5,66,23,1.9,11.3,2.5,85068,0,97611,285150,36120,2195.73,1884.02,1702.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-02-14,2985.220588,0.2,5.4,1.9,6,-1.6,63,26,2.3,11.2,2.55,85068,0,97611,285150,36120,2192.9,1879.89,1697.95,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-15,5970.441176,0,1,1.7,8.9,-4.1,62,15,1.6,11.6,5.1,85068,0,97611,285150,36120,2194.28,1879.81,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-16,2985.220588,0,0,2.7,10.1,-3.9,62,11,1.2,7.4,2.55,85068,0,97611,285150,36120,2195.22,1879.62,1697.39,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-25,4367.1875,0,0.2,5.6,13.6,-1.3,61,18,1.3,6.7,0.015,85068,0,97611,285150,36120,2201.91,1880.5,1697.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-26,8734.375,4.1,57.8,6.2,11.5,1.2,72,18,1.4,11.5,0.03,85068,0,97611,285150,36120,2202.06,1880.55,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-27,4367.1875,0.2,3.3,8.6,15.5,3.4,68,18,1.9,11.4,0.015,85068,0,97611,285150,36120,2202.53,1880.49,1697.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-03-03,3000,0,0,4.3,11.6,-2.4,52,11,1.6,8.4,0.005,85068,0,97611,285150,36120,2202.73,1880.59,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-04,6000,0.2,26.6,5.1,11.4,-1.1,57,14,1.5,10.3,0.01,85068,0,97611,285150,36120,2203.05,1880.89,1697.46,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-05,7805.714285,0.7,15.1,3.1,8,-0.7,45,7,3.7,16.7,0.075,85068,0,97611,285150,36120,2202.82,1881.03,1697.47,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-06,9611.428571,0,0.3,1.4,6.5,-4.1,39,10,2.7,13.3,0.14,85068,0,97611,285150,36120,2202.59,1881.2,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-07,12833.33333,0,0.2,1.3,6.3,-3.8,35,8,3,14,0.02,85068,0,97611,285150,36120,2202.68,1881.57,1697.76,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-08,10000,0,0.4,2.4,8.2,-3.2,46,10,2.1,8.9,0.04,85068,0,97611,285150,36120,2202.76,1881.68,1697.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-09,9117.708333,1.3,5.8,2.5,7.2,-1.5,52,10,3,16.3,0.045,85068,0,97611,285150,36120,2202.82,1881.68,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-10,8235.416667,0,0,2,8.8,-4.4,45,10,2.3,15.3,0.05,85068,0,97611,285150,36120,2204.16,1881.83,1697.79,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-11,10500,0,0,5,13.6,-3.6,48,8,2,12.5,0.02,85068,0,97611,285150,36120,2204.07,1881.9,1697.68,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-12,8712.121212,23,55,5.8,9.3,0.5,79,11,1.5,14.4,0.075,85068,0,97611,285150,36120,2204.69,1882.04,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-13,6924.242424,8.8,37.5,4.2,7.6,1.4,80,31,3,21.3,0.13,85068,0,97611,285150,36120,2204.33,1882.1,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-14,9333.333333,0.3,4.5,3.3,8.4,-0.9,66,21,2.1,17.2,0.01,85068,0,97611,285150,36120,2204.58,1881.87,1697.26,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-15,6790.697674,0,0,6.9,14.1,-1.4,59,16,2.6,13.5,0.04,85068,0,97611,285150,36120,2204.68,1881.8,1697,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-16,5933.810375,0,0,10.6,18,4.2,62,14,2.2,14.5,0.035,85068,0,97611,285150,36120,2204.33,1881.77,1696.83,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-17,5076.923077,1.3,26.5,12.4,20.1,3.8,71,18,2.5,16.1,0.03,85068,0,97611,285150,36120,2203.72,1881.8,1696.95,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-18,2538.461539,0.5,13.5,12.6,18.3,7.4,67,13,3.1,14.6,0.015,85068,0,97611,285150,36120,2203.71,1881.66,1696.52,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-20,4416.666667,2.7,17.5,6.4,10.7,3,69,20,3,24.2,0.02,85068,0,97611,285150,36120,2203.07,1881.27,1695.94,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-21,8833.333333,0,0.5,5,10.4,0.5,59,17,2.6,21,0.04,85068,0,97611,285150,36120,2203.16,1880.8,1695.33,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-22,9000,0,0,7.6,15.6,-1,58,14,1.9,8.9,0.1,85068,0,97611,285150,36120,2202.87,1880.6,1694.98,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-23,8922.727273,0,0,10.2,18.3,2.4,52,10,2,10.4,0.105,85068,0,97611,285150,36120,2202.8,1880.46,1694.67,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-24,8845.454545,0,0.1,11.2,18.1,2.2,50,6,2.3,12.6,0.11,85068,0,97611,285150,36120,2202.58,1880.33,1694.7,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-25,4422.727273,9.3,35.5,14.2,18.1,11.2,72,20,1.8,13.5,0.055,85068,0,97611,285150,36120,2201.07,1880.02,1694.39,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-26,2717.647059,8.9,26,13.8,19,9.5,80,13,1.6,10.3,0.015,85068,0,97611,285150,36120,2200.74,1879.79,1694.09,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-27,5435.294118,0,0,12.7,20.6,6.4,71,12,1.6,9.1,0.03,85068,0,97611,285150,36120,2201.43,1879.51,1693.82,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-28,3666.666667,0,1.5,15.7,24.1,7.6,59,10,1.9,13.8,0.02,85068,0,97611,285150,36120,2200.81,1879.34,1693.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-29,3952.941176,10.7,70,14.2,17.2,11.7,82,23,1.9,14.8,0.03,85068,0,97611,285150,36120,2200.91,1879.13,1693.22,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-30,6103.66357,3.8,20,12.7,18,8.2,73,26,2.6,17.6,0.045,85068,0,97611,285150,36120,2200.12,1879.02,1693.02,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-31,8254.385965,0,0,12,19.8,5.5,66,11,1.4,7.8,0.06,85068,0,97611,285150,36120,2199.91,1878.94,1693.14,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-04-01,8293.859649,0,0,13.2,21.8,5.3,56,9,1.5,7.1,0.055,85068,0,97611,285150,36120,2199.99,1878.66,1692.96,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-02,8333.333333,0,0,14.3,22.6,6.3,48,11,1.6,9.4,0.05,85068,0,97611,285150,36120,2200.63,1878.42,1692.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-03,7405.657492,4.9,34,10.7,18.1,5,62,12,2.4,18.6,2.75,85068,0,97611,285150,36120,2199.82,1878.43,1692.64,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-04,6477.981651,0.8,14.5,7,11.9,2.8,54,14,3,22.7,5.45,85068,0,97611,285150,36120,2200.23,1878.3,1692.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-05,3238.990826,0.6,6.5,6.2,12.3,1.2,59,12,2.6,20.8,2.725,85068,0,97611,285150,36120,2200.23,1878.16,1692.11,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-06,4267.676768,0,1.5,8,13.9,2.5,44,10,3.3,19.8,0.1,85068,0,97611,285150,36120,2199.49,1878.08,1691.83,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-07,8535.353535,0,0,11.6,19.2,3.9,47,10,2.8,12.5,0.2,85068,0,97611,285150,36120,2200.29,1877.99,1691.93,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-08,4267.676768,0,0,12.2,20.7,3.9,47,8,1.8,9.9,0.1,85068,0,97611,285150,36120,2197.6,1877.71,1691.4,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-11,3666.666666,0.1,1,12.3,17.8,7.8,62,16,1.7,9.4,0.03,85068,0,97611,285150,36120,2198.85,1876.74,1690.21,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-12,7333.333333,0.1,10,13.4,18.1,9.4,66,19,1.4,7.9,0.06,85068,0,97611,285150,36120,2198.31,1876.56,1689.76,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-13,3666.666666,2.4,22,13.5,19.3,8.5,68,11,1.8,11,0.03,85068,0,97611,285150,36120,2198.09,1876.4,1689.51,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-15,3333.333334,0,0,16,23.6,7.5,57,15,2.4,11.3,0.01,85068,0,97611,285150,36120,2200.45,1876.08,1689.05,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-16,6666.666667,0,2.4,16.3,23,11,60,12,2,9.8,0.02,85068,0,97611,285150,36120,2200.91,1876,1688.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-17,3333.333334,12.5,34,13.4,20.5,7.7,68,8,1.8,11.2,0.01,85068,0,97611,285150,36120,2199.84,1875.81,1688.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-21,4722.222222,0,0,15,21.9,8.3,56,12,2,11.2,0.03,85068,0,97611,285150,36120,2198.79,1875,1687.49,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-22,9444.444444,0,0,14.9,22,8.6,47,10,1.9,9.7,0.06,85068,0,97611,285150,36120,2199.14,1874.74,1687.09,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-23,7666.666667,0,0,15.4,24.2,6.7,48,8,1.7,9.2,0.06,85068,0,97611,285150,36120,2200.36,1874.35,1686.66,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-24,6333.333333,0,0,16.6,25.2,8.5,48,10,1.6,8.1,0.07,85068,0,97611,285150,36120,2200,1874.04,1686.41,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-25,3166.666666,0,0,17.1,25.8,8.4,43,11,1.5,8.6,0.035,85068,0,97611,285150,36120,2200.43,1873.72,1686.13,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-05-08,5250,2.7,15,15.4,20.6,10.6,69,12,2.9,13,0.01,85068,0,97611,285150,36120,2197.02,1872.1,1683.99,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-09,10500,0,0,15.5,23.4,8.3,60,14,1.8,8.8,0.02,85068,0,97611,285150,36120,2195.87,1871.77,1683.64,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-10,5250,0,0,17.2,24.7,9.2,49,12,2.2,16.2,0.01,85068,0,97611,285150,36120,2195.4,1871.48,1683.27,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-15,3650,0,3.3,18.6,24.5,14,56,12,3,14.6,0.0025,85068,0,97611,285150,36120,2193.49,1869.67,1681.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-16,7300,0,0,19,26.1,11.7,49,12,2.3,10.5,0.005,85068,0,97611,285150,36120,2192.79,1869.3,1680.85,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-17,3650,0,0,18.7,25.9,12.1,56,10,1.7,8.5,0.0025,85068,0,97611,285150,36120,2192.01,1868.87,1680.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-21,3893.630573,0,18.5,18.4,24.7,13.2,69,15,2.3,10.3,0.08,85068,0,97611,285150,36120,2193.58,1868.12,1679.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-22,7787.261146,0,0.5,19.5,27,12.7,67,16,1.9,8.3,0.16,85068,0,97611,285150,36120,2193.11,1867.9,1679.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-23,10333.33333,0,1.5,19.2,24.1,15.4,74,34,1.9,10.3,0.04,85068,0,97611,285150,36120,2193.45,1867.68,1678.88,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-24,5400,0,0.3,21.8,28.6,15.4,68,16,1.9,9.7,0.02,85068,0,97611,285150,36120,2194.01,1867.37,1678.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-25,2700,7.7,145,20.5,25,17.6,74,26,2.5,15.2,0.01,85068,0,97611,285150,36120,2193.68,1867.17,1677.94,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-26,3137.962963,2.3,19.5,20.5,26,15.3,59,16,2.9,12.9,2.7,85068,0,97611,285150,36120,2193.74,1866.91,1677.81,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-27,6275.925926,0,0,22,29.5,13.5,48,13,2.8,13.4,5.4,85068,0,97611,285150,36120,2194.47,1866.71,1677.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-28,3137.962963,1.2,25.5,21.6,28.4,16,65,17,2.3,13.2,2.7,85068,0,97611,285150,36120,2195.59,1866.42,1677.1,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-06-09,3666.666666,0.9,14.5,20.9,25.4,17.9,77,24,1.8,7.5,0.01,85068,0,97611,285150,36120,2193.16,1863.82,1673.56,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-10,7333.333333,4,47.5,21,25.4,18,77,31,2,7.6,0.02,85068,0,97611,285150,36120,2191.01,1863.04,1672.69,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-11,3666.666666,4.8,49.5,20.4,25.2,17.6,78,30,2,8.5,0.01,85068,0,97611,285150,36120,2186.36,1862.34,1671.7,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-16,5000,0,3.6,23.3,29.6,17.4,63,22,1.8,7.6,0.003,85068,0,97611,285150,36120,2186.37,1860.12,1669.01,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-17,10000,1.9,84,22,26.1,19.2,74,28,1.7,11.7,0.006,85068,0,97611,285150,36120,2186.77,1859.85,1668.6,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-18,7916.666666,0.3,9,22.5,28.3,17.9,71,25,1.8,9.9,0.006,85068,0,97611,285150,36120,2186.03,1859.62,1668.26,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-19,5833.333333,0.3,7.5,22.6,27.9,18,74,27,1.8,10.5,0.006,85068,0,97611,285150,36120,2188.61,1859.28,1667.83,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-20,10500,1.4,15.5,22.2,26.7,18.3,76,34,1.9,11.1,0.006,85068,0,97611,285150,36120,2187.79,1859.11,1667.59,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-21,5250,2.3,46,21.3,24.3,19.2,79,41,2.1,8.7,0.003,85068,0,97611,285150,36120,2189.12,1859,1667.35,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-23,3300,12.4,61,21.1,26,18.3,83,39,1.6,7.7,2,85068,0,97611,285150,36120,2188.67,1858.95,1667.22,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-24,6600,2.5,33,21.8,27,18,80,33,1.7,7.7,4,85068,0,97611,285150,36120,2191.88,1859.29,1667.4,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-25,3300,0,30,22.8,28.4,18,75,30,1.5,6.2,2,85068,0,97611,285150,36120,2193.23,1859.25,1667.32,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-29,3675,0,0.5,23.4,28.4,18.9,71,29,1.8,10.8,0.003,85068,0,97611,285150,36120,2194.16,1859.22,1666.82,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-30,7350,1.7,29,23.7,29.5,19.4,75,31,1.6,7.1,0.006,85068,0,97611,285150,36120,2193.01,1859.23,1667.24,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-07-01,8333.333333,1.5,60.5,24.6,31.1,19.5,73,23,1.6,7,0.06,85068,0,97611,285150,36120,2193.86,1859.21,1666.85,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-02,4166.666667,7.7,37.4,23.1,27.5,20.1,81,34,1.7,14.1,0.03,85068,0,97611,285150,36120,2194.71,1859.27,1666.7,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-04,3240,0.9,12.5,23.6,28.7,20.2,78,28,1.6,10.2,2.5,85068,0,97611,285150,36120,2195.92,1859.36,1666.41,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-05,6480,0.8,40.6,23.1,27.3,19.5,78,30,1.5,13.5,5,85068,0,97611,285150,36120,2195.95,1859.35,1666.1,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-06,7388.611111,8,149,21.5,24.1,19.5,84,16,1.8,12.4,2.535,85068,0,97611,285150,36120,2196.66,1859.27,1665.83,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-07,8297.222222,0.9,9,23.3,28,19,81,22,1.6,9.1,0.07,85068,0,97611,285150,36120,2194.83,1859.11,1665.75,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-08,6522.140523,4.2,38.5,25,29.1,21.5,83,41,1.5,8.6,0.07,85068,0,97611,285150,36120,2194.5,1858.67,1665.06,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-09,4747.058824,7.2,65,26.1,30.4,23.4,85,44,2.3,18.7,0.07,85068,0,97611,285150,36120,2194.4,1858.5,1664.52,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-10,7568.410596,0,6,26.9,32,23.2,72,25,2.4,16.4,0.15,85068,0,97611,285150,36120,2194.34,1858.3,1664.12,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-11,4434.205298,0,0,26.5,32.4,21.5,60,21,2.3,9.3,0.09,85068,0,97611,285150,36120,2193.9,1858.02,1663.52,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-12,1300,0.9,41,24.7,29.2,20.8,72,27,1.5,10.4,0.03,85068,0,97611,285150,36120,2194.53,1857.83,1663.05,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-13,650,8,34.5,24,28.4,20.9,79,38,1.7,8.1,0.015,85068,0,97611,285150,36120,2195.1,1857.68,1662.61,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-16,4500,2.4,26.5,25.2,29.9,21.5,76,30,1.5,8.1,0.045,85068,0,97611,285150,36120,2192.29,1856.66,1661.49,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-17,9000,7.7,77,24.3,27.6,21.7,84,38,1.7,10.6,0.09,85068,0,97611,285150,36120,2191.44,1856.3,1660.88,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-18,4500,18.6,180,24.6,29,21.8,85,33,1.8,8.1,0.045,85068,0,97611,285150,36120,2191.49,1856.08,1660.39,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-27,4741.37931,0.2,14.1,23.8,29.8,19.1,72,22,1.6,8.4,0.06,85068,0,97611,285150,36120,2190.14,1854.14,1657.08,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-28,9482.758621,3.3,50.5,23.5,28.7,18.8,75,23,1.5,11.2,0.12,85068,0,97611,285150,36120,2190.45,1853.99,1657.09,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-29,10000,2.7,54,24.5,29.4,20.6,79,37,1.6,8.3,0.01,85068,0,97611,285150,36120,2187.29,1853.53,1656.57,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-30,6503.225806,0,5,27.4,33,22.3,74,27,1.6,11.2,6.2,85068,0,97611,285150,36120,2186.9,1853.12,1656.18,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-31,11067.16418,5.5,68.5,27.7,34.2,23.8,76,30,1.7,11.2,0.07,85068,0,97611,285150,36120,2186.73,1852.8,1655.77,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-08-01,11666.66667,2.4,29,27.7,32.5,23.4,73,28,2.4,17.1,0.01,85068,0,97611,285150,36120,2186.43,1851.68,1654.37,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-02,5833.333335,46,306.5,27,30.6,24,76,37,3.8,20.5,0.005,85068,0,97611,285150,36120,2186.19,1851.26,1653.5,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-03,4583.333333,35.2,174.5,25.2,27.2,23.7,89,48,3.4,15.6,0.02,85068,0,97611,285150,36120,2186.46,1851.11,1653.24,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-04,9166.666667,9.1,75,24.9,27,23.7,92,60,1.9,13.4,0.04,85068,0,97611,285150,36120,2186.38,1850.83,1652.99,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-05,9033.333333,1.2,18.5,26.9,31.5,23.8,82,44,1.8,8.2,0.065,85068,0,97611,285150,36120,2183.85,1850.28,1652.39,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-06,8900,5.8,40.5,26,29.9,22.9,84,46,1.6,7.8,0.09,85068,0,97611,285150,36120,2183.14,1849.5,1651.6,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-07,10833.33333,17.6,83,23,26,21.2,90,53,1.4,8.8,0.03,85068,0,97611,285150,36120,2183.11,1848.89,1650.86,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-08,11333.33333,3.9,72,23.6,27.4,20.4,78,36,2.6,10.5,0.02,85068,0,97611,285150,36120,2181.92,1848.13,1650.11,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-09,12145.83333,1.9,37.5,24.5,28.4,20.8,69,28,3.2,14.4,0.1,85068,0,97611,285150,36120,2177.33,1847.58,1649.91,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-10,11551.31173,21.6,127,23.4,28,20.6,82,43,2.3,13.8,0.13,85068,0,97611,285150,36120,2176.8,1847.22,1649.66,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-11,10956.79012,0.4,7.5,23.5,28.7,19.3,76,38,1.9,11.2,0.16,85068,0,97611,285150,36120,2180.37,1847.14,1648.99,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-12,9406.779661,0,0,24.7,30.4,19.9,74,32,1.7,8.1,0.24,85068,0,97611,285150,36120,2176.62,1846.58,1649.24,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-13,4632.183908,2.5,15.7,23.1,26.7,20.7,85,44,1.1,10.9,0.52,85068,0,97611,285150,36120,2174.17,1845.23,1647.84,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-14,13141.66667,18.2,73.5,21,22.8,19.5,92,53,1.4,9.1,0.12,85068,0,97611,285150,36120,2176.21,1844.55,1646.88,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-15,13500,3.6,45.5,23.4,27.8,20.3,85,44,1.4,10.3,0.04,85068,0,97611,285150,36120,2176.12,1843.91,1646.15,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-16,12214.58333,0.2,26.2,24.3,29.4,20.7,81,37,1.4,7.4,0.48,85068,0,97611,285150,36120,2175.51,1843.41,1645.62,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-17,6107.291665,19.6,123,22.7,25.9,20.4,87,45,1.6,12.4,0.24,85068,0,97611,285150,36120,2175.36,1843.1,1645.19,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-18,6416.666665,56.9,267,21.6,23.9,19.8,94,63,1.9,10.9,0.01,85068,0,97611,285150,36120,2174.88,1842.48,1644.83,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-19,12833.33333,12.2,88.5,22.9,26.1,21.1,92,60,1.2,7.6,0.02,85068,0,97611,285150,36120,2174.38,1841.5,1643.72,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-20,6858.508246,13.3,115,23.4,26.3,21.5,91,56,0.9,10.8,5.34,85068,0,97611,285150,36120,2174.07,1840.42,1642.62,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-21,12500,37.7,126.4,23.8,27.4,21.5,88,49,2.4,15.5,0.04,85068,0,97611,285150,36120,2173.32,1839.21,1641.46,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-22,11084.86239,0.9,15,24.4,29.5,20.4,78,35,1.8,10.2,0.13,85068,0,97611,285150,36120,2171.61,1837.81,1640.37,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-23,9669.724771,0,1,24.5,29.8,20.6,77,30,1.5,7.6,0.22,85068,0,97611,285150,36120,2170.83,1836.63,1639.26,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-24,11032.77905,5.7,128.1,24.2,28.4,21.1,83,28,1.2,7.7,0.205,85068,0,97611,285150,36120,2170.44,1836.12,1638.49,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-25,12395.83333,40.1,246.5,23.4,25.8,21.9,91,47,1.7,18.4,0.19,85068,0,97611,285150,36120,2168.94,1835.33,1637.88,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-26,10214.28571,5.6,55.5,24.2,28.6,21.3,82,43,1.8,10.3,0.08,85068,0,97611,285150,36120,2167.12,1833.72,1636.61,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
