날짜,건고추가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,건고추거래량,건고추생산량,건고추저장이월량,건고추수입량,건고추수입금액,건고추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2018-04-28,9927.536232,0,0,15.9,24.2,7.8,59,9,1.8,10.5,0.07,71509,4967,124297,348499,28824,1862.58,1554.78,1353.13,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
2018-04-29,8590.994355,0,0,16.5,24.6,8.3,55,8,2,10.8,2.87,71509,4967,124297,348499,28824,1863.84,1555.14,1353.33,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
2018-04-30,7254.452478,0,53.7,18.8,25.5,12.4,67,13,1.9,9.8,5.67,71509,4967,124297,348499,28824,1863.61,1555.65,1354.19,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
2018-05-01,18823.52941,0.5,8,18.6,23.3,14,78,30,1.5,10.7,0.03,71509,4967,124297,348499,28824,1865.07,1557.66,1356.19,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-02,15547.44526,12.9,40.5,14.9,19.2,10.5,88,40,2.3,21.3,0.14,71509,4967,124297,348499,28824,1865.36,1558.46,1357.02,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-03,15820,0.9,15.3,12,17.1,7.9,60,18,3.7,17.9,0.04,71509,4967,124297,348499,28824,1865.39,1559.37,1358.06,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-04,12875,0,0,14.5,21,7.1,45,10,3.5,13.9,0.05,71509,4967,124297,348499,28824,1866.04,1560.3,1359.11,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-05,7650,0,0.9,18.1,25.1,9.5,48,12,2.7,14,0.16,71509,4967,124297,348499,28824,1866.21,1561.55,1360.26,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-06,5967.857143,19.5,161,15.9,18.7,14.2,92,33,1.8,13.1,0.1,71509,4967,124297,348499,28824,1866.82,1562.08,1360.67,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-07,4285.714286,12,36,16.4,21,13.2,85,16,1.5,9,0.04,71509,4967,124297,348499,28824,1866.29,1562.73,1361.45,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-08,11013.15789,0.5,14.6,15.1,19.2,11.6,71,34,2.9,12.6,0.04,71509,4967,124297,348499,28824,1866.92,1563.59,1362.69,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-09,9632.8125,0,1.7,13.6,18.9,9.2,68,28,2.2,11.2,0.06,71509,4967,124297,348499,28824,1868.02,1565.32,1364.54,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-10,9274.509804,0,0,15.2,22,9.3,70,18,1.7,8.5,0.05,71509,4967,124297,348499,28824,1869.26,1567.32,1366.73,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-11,13020.20202,0,0.6,16.9,23.8,10.1,60,14,1.7,9.1,0.2,71509,4967,124297,348499,28824,1870.04,1569.89,1369.44,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-12,9346.938776,16.7,54.1,16,18.7,13.5,84,22,1.9,10.7,0.15,71509,4967,124297,348499,28824,1870.88,1572.13,1371.82,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-13,8508.688366,3.3,73.5,17.3,22.4,13.6,81,26,1.9,11.6,0.21,71509,4967,124297,348499,28824,1871.13,1573.17,1372.7,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-14,7670.437956,0,0,19.3,26.9,12.3,71,22,1.5,10,0.27,71509,4967,124297,348499,28824,1872.25,1574.67,1374.72,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-15,11044.92754,0,1.8,22.5,29.5,15,66,13,1.5,12.1,0.35,71509,4967,124297,348499,28824,1875.6,1577.27,1377.49,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-16,11031.25,5.9,54.9,22.9,25.5,20.5,88,35,2.4,15.4,0.11,71509,4967,124297,348499,28824,1877.68,1579.46,1379.89,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-17,11470.58824,17.3,158.5,22.8,26.8,19.5,87,45,2.5,15.6,0.22,71509,4967,124297,348499,28824,1879.27,1581.16,1381.62,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-18,13921.05263,9.5,81.5,17.5,21.7,13.4,90,56,2.3,12.4,0.04,71509,4967,124297,348499,28824,1881.18,1583.01,1383.47,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-19,12916.85393,0.1,2,15.7,20.9,10.9,66,19,2.7,10.3,0.09,71509,4967,124297,348499,28824,1882.25,1584.92,1385.46,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-20,14484.74275,0,1,15.7,21.7,9.5,55,14,3,11.7,0.1,71509,4967,124297,348499,28824,1882.76,1585.9,1386.29,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-21,16052.63158,0,0,16.2,21.8,10.6,68,20,2.1,10.4,0.11,71509,4967,124297,348499,28824,1882.4,1587.43,1388.29,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-22,11603.9604,6.6,21.9,17.5,23.7,12.1,78,30,1.4,9.6,0.1,71509,4967,124297,348499,28824,1883.53,1590.2,1390.78,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-23,9357.142857,13.5,37.5,18.1,23.9,12.6,67,14,2.3,14.5,0.14,71509,4967,124297,348499,28824,1885.84,1591.97,1392.93,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-24,8679.347826,0,0,18.9,26.7,9.8,55,12,2,14.2,0.18,71509,4967,124297,348499,28824,1887.57,1595.13,1396.04,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-25,10257.38397,0,2.2,19.8,27,12.4,53,11,1.6,12.2,0.24,71509,4967,124297,348499,28824,1890.75,1598.38,1399.4,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-26,10306.56934,0,12.1,20,27.8,12.4,62,14,1.5,8.9,0.14,71509,4967,124297,348499,28824,1892.5,1600.91,1401.79,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-27,10153.28467,0,4.2,19.5,25.1,14.5,69,23,1.2,7.8,0.0735,71509,4967,124297,348499,28824,1893.38,1602.06,1402.69,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-28,10000,0.6,15,20.4,26.2,15.1,72,21,1.5,10,0.007,71509,4967,124297,348499,28824,1894.05,1603.52,1404.41,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-29,6972.753008,1.5,40.4,21.4,26.9,16.9,77,33,1.4,8,4.24,71509,4967,124297,348499,28824,1896.11,1605.58,1406.3,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-30,10226.48084,2.2,25.5,20.7,25.8,16.7,78,27,1.7,9.7,0.29,71509,4967,124297,348499,28824,1896.9,1606.68,1407.45,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-05-31,10257.5671,0,0.1,19.7,25.9,14.3,66,24,1.8,7.8,1.75,71509,4967,124297,348499,28824,1897.57,1607.24,1407.94,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5
2018-06-01,20843.37349,0,0,22.1,29.9,14.4,61,19,1.6,8.2,0.08,71509,4967,124297,348499,28824,1898.17,1608.43,1409.17,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-02,10821.42857,0,0,23.1,31.1,15.6,56,16,1.6,7.2,0.14,71509,4967,124297,348499,28824,1897.99,1608.89,1409.56,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-03,9488.13364,0,0,22.6,30.3,15.7,56,13,1.5,7.8,0.15,71509,4967,124297,348499,28824,1898.17,1609.16,1409.65,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-04,8154.83871,0,1.1,22.3,28.5,16.1,61,20,1.5,9.8,0.16,71509,4967,124297,348499,28824,1899.25,1609.5,1410.35,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-05,11865.94203,1.4,56.3,21.6,26.4,17.9,71,25,1.4,7.1,0.14,71509,4967,124297,348499,28824,1899.04,1609.7,1410.54,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-06,3650,0,0,22.4,29,16.9,72,24,1.5,8,0.08,71509,4967,124297,348499,28824,1899.29,1609.97,1410.63,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-07,12759.49367,0,0,23.2,30,17.6,71,18,1.6,7.8,0.08,71509,4967,124297,348499,28824,1899.18,1610.24,1411.08,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-08,9505.952381,0,0,22.4,27.8,17.9,71,23,1.8,7.6,0.17,71509,4967,124297,348499,28824,1899.01,1610.24,1411.09,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-09,7272.727273,1.1,16.7,21.2,26,17.2,71,33,2.5,13.9,0.02,71509,4967,124297,348499,28824,1898.44,1610.19,1411.05,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-10,10469.69697,1.2,10.4,19.7,23.3,17.2,72,42,2.4,10.8,0.02,71509,4967,124297,348499,28824,1898.32,1610.14,1410.76,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-11,13666.66667,7,51,18.5,21.7,16.5,79,42,1.8,9.3,0.02,71509,4967,124297,348499,28824,1897.6,1610.26,1411.17,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-12,7333.333333,0.9,19.4,19.5,24.5,16,74,34,1.6,8.8,0.01,71509,4967,124297,348499,28824,1897.5,1610.18,1411.17,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-13,6000,0,5.6,20.4,25.4,16.3,73,37,1.8,12.4,0.04,71509,4967,124297,348499,28824,1897.5,1610.03,1410.92,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-14,8726.277372,1.6,45.1,20.5,24.8,17.6,72,35,2.4,12.8,0.14,71509,4967,124297,348499,28824,1898.97,1609.97,1410.92,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-15,8000,0.6,16.5,19.9,24.6,16.3,65,35,2.6,9.7,0.02,71509,4967,124297,348499,28824,1899.21,1609.74,1410.74,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-16,1681.388013,0,0,19.7,25.7,14.8,66,24,2.1,9.3,0.63,71509,4967,124297,348499,28824,1899.31,1609.59,1410.54,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-17,840.6940065,0,0,20.8,27,14.6,73,23,1.3,7.1,0.315,71509,4967,124297,348499,28824,1899.63,1609.55,1410.29,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-19,2750,3.2,51.8,21.3,25.7,18.2,80,35,1.2,7.3,0.04,71509,4967,124297,348499,28824,1897.88,1609.16,1410.18,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-20,5500,0,1.2,22.5,28.2,18,72,25,1.8,12.5,0.08,71509,4967,124297,348499,28824,1896.8,1608.89,1409.99,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-21,8265.306122,0,0,23.1,29.5,17.8,62,15,2,12.7,0.05,71509,4967,124297,348499,28824,1896.51,1608.58,1409.74,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-22,15948.97959,0,1,23.8,31,16.6,55,14,1.5,8.4,0.05,71509,4967,124297,348499,28824,1897.06,1608.32,1409.47,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-23,8000,0,1.7,24,29.9,19.5,58,19,1.9,8.5,0.02,71509,4967,124297,348499,28824,1896.91,1608.12,1409.21,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-24,8634.146341,0,0,25.5,32.7,19.2,62,16,1.9,7,0.07,71509,4967,124297,348499,28824,1896.98,1608.06,1408.97,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-25,9268.292683,0,0,25.4,32.5,19,62,19,1.4,8.9,0.12,71509,4967,124297,348499,28824,1896.68,1608.02,1409.22,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-26,16322.58065,29.4,139.3,23.4,26.4,20.4,87,47,2.5,13.5,0.03,71509,4967,124297,348499,28824,1896.69,1607.73,1408.74,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-27,4125,31.4,122,24.4,28.8,21.3,84,39,2.4,13.7,0.04,71509,4967,124297,348499,28824,1896.47,1607.61,1408.69,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-28,7216.842105,39.1,201.5,23,25.9,20.6,88,45,1.6,17.2,0.1,71509,4967,124297,348499,28824,1896.79,1607.56,1408.6,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-29,8699.148014,2.6,46.4,24.2,29.1,20.6,83,38,1.5,12.7,1.39,71509,4967,124297,348499,28824,1896.25,1607.6,1408.74,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-06-30,10819.25344,12.4,181,23.2,26.9,20.5,87,54,1.5,12.9,1.53,71509,4967,124297,348499,28824,1896.81,1607.63,1408.65,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5
2018-07-01,11981.05529,67.4,210.8,22.7,26,20,92,52,2,14.7,0.78,71509,4967,124297,348499,28824,1897.87,1607.66,1408.44,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-02,13142.85714,44.3,130.5,23.5,26.5,21.1,92,54,1.6,15.3,0.03,71509,4967,124297,348499,28824,1898.02,1607.83,1408.72,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-03,5000,12.2,137,24.8,28.5,22.1,84,45,2.4,15.3,0.02,71509,4967,124297,348499,28824,1898.64,1608.19,1409.08,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-04,11544.29253,10.1,69.4,25.6,30.8,22,81,39,2,11,0.63,71509,4967,124297,348499,28824,1898.63,1608.49,1409.42,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-05,8920.289855,11.1,81.9,23.6,26.9,21.8,88,51,1.5,6.8,0.07,71509,4967,124297,348499,28824,1897.87,1608.67,1409.56,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-06,7798.816568,5,38.1,21.8,24,19.9,81,45,2.6,11.3,0.17,71509,4967,124297,348499,28824,1897.44,1608.89,1409.83,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-07,4507.936508,0.2,4.1,21.3,25.9,17.9,70,35,2.7,11.1,0.06,71509,4967,124297,348499,28824,1897.93,1609.18,1410,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-08,5659.801588,0,2.1,20.9,24.8,17.3,72,36,2.2,9,0.33,71509,4967,124297,348499,28824,1897.97,1609.27,1409.91,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-09,6811.666667,12.3,69.8,20.2,21.9,18.8,91,61,1.7,11.5,0.6,71509,4967,124297,348499,28824,1897.07,1609.44,1410.25,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-10,9371.428571,2.4,80.5,24,28.5,20,85,44,1.6,12.2,0.18,71509,4967,124297,348499,28824,1897.21,1609.85,1410.79,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-11,8835.294118,3.1,34.5,26.1,30.3,22.8,83,45,1.4,11.7,0.03,71509,4967,124297,348499,28824,1897.67,1610.24,1411.21,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-12,6425.373134,0,2.3,27.4,32.1,23.3,80,39,1.6,9.7,0.07,71509,4967,124297,348499,28824,1897.84,1610.57,1411.57,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-13,16801.76991,0,0.9,27.8,32.6,24.1,77,38,1.6,8.8,0.11,71509,4967,124297,348499,28824,1897.72,1610.76,1411.84,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-14,18833.33333,0,0.2,27.9,33,23.7,75,26,1.6,8.4,0.006,71509,4967,124297,348499,28824,1897.22,1610.99,1412.03,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-15,13658.2397,0,0,28.2,33.9,23.4,74,30,1.5,6.7,0.093,71509,4967,124297,348499,28824,1897.53,1611.22,1411.97,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-16,8483.146067,0,0,28.2,33.9,23.1,72,30,1.4,7.2,0.18,71509,4967,124297,348499,28824,1898.52,1611.42,1412.52,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-17,18000,0,0,28.1,33.4,23.3,72,34,1.6,7.3,0.04,71509,4967,124297,348499,28824,1898.76,1611.64,1412.7,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-18,17224.32432,0,0,27.8,33.4,23,74,32,1.4,6.1,0.07,71509,4967,124297,348499,28824,1898.36,1611.69,1412.79,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-19,18015.48387,0,0,28.1,34,23.1,73,29,1.4,6.5,0.16,71509,4967,124297,348499,28824,1900.49,1611.79,1412.85,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-20,18489.38547,0,0,28.7,35.2,23,72,25,1.3,6.7,0.36,71509,4967,124297,348499,28824,1899.67,1611.82,1412.88,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-21,12737.2549,0,0.6,29.3,35.4,24,70,27,1.4,10.2,0.2,71509,4967,124297,348499,28824,1899.99,1611.93,1412.79,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-22,11562.22217,0,0.4,29.6,35.2,24.7,68,24,1.7,13.4,0.82,71509,4967,124297,348499,28824,1899.79,1611.97,1412.69,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-23,10387.18945,0,8.9,29.6,35,25.4,69,28,1.6,10.6,1.44,71509,4967,124297,348499,28824,1899.31,1612.09,1413.23,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-24,12044.74273,0,0.1,29.7,35.3,24.9,72,30,1.6,10.4,0.45,71509,4967,124297,348499,28824,1898.95,1612.21,1413.32,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-25,10816.32653,0,0.6,29.7,34.6,25.8,73,32,1.8,8.9,0.25,71509,4967,124297,348499,28824,1898.64,1612.29,1413.36,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-26,8420,0,1.2,29.9,35.2,25.5,72,28,1.5,6.2,0.23,71509,4967,124297,348499,28824,1897.26,1612.47,1413.48,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-27,9704.610951,0.1,3,30,35.9,25.5,75,29,1.5,7.8,0.35,71509,4967,124297,348499,28824,1898.15,1612.59,1413.62,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-28,1685.932722,3.6,68,28.9,34.4,25.6,78,34,1.6,9.6,0.65,71509,4967,124297,348499,28824,1899.2,1612.86,1413.71,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-29,10523.78397,0.1,9.5,29.4,34.6,24.7,67,24,2.5,13.3,0.405,71509,4967,124297,348499,28824,1899.42,1613.03,1413.7,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-30,19361.63522,0.2,8.8,29,34,24.9,68,33,2.2,9,0.16,71509,4967,124297,348499,28824,1899.32,1613.2,1414.24,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-31,13602.02703,0,0,29.2,35.3,23.9,67,28,1.8,8.1,1.48,71509,4967,124297,348499,28824,1901.37,1613.82,1414.76,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-08-01,27706.34921,0,0,30,36.6,23.8,66,24,1.7,8.8,0.06,71509,4967,124297,348499,28824,1902.36,1614.67,1415.68,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-02,25134.90854,0,0,30.2,36.1,24.9,67,20,1.7,9.3,0.66,71509,4967,124297,348499,28824,1902.29,1615.04,1415.93,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-03,19001.71635,0.1,8.5,30.1,35.6,25.4,68,27,1.9,12.6,1.11,71509,4967,124297,348499,28824,1902.7,1615.31,1416.14,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-04,27573.26454,0,1,30.3,35.6,25.9,70,29,1.9,7.9,1.07,71509,4967,124297,348499,28824,1902.92,1615.62,1416.38,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-05,27260.2095,1.6,68.5,30,35.3,25.9,70,31,2,7.7,0.845,71509,4967,124297,348499,28824,1902.9,1615.84,1416.37,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-06,26947.15447,12.1,226.2,29.1,34.2,25.5,76,34,1.6,8.7,0.62,71509,4967,124297,348499,28824,1902.53,1615.97,1416.92,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-07,23195.56075,1.2,90.7,28.6,33.3,25.4,76,39,1.6,7.3,0.43,71509,4967,124297,348499,28824,1902.95,1616.6,1417.51,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-08,23221.14047,1.6,48.4,28.8,34.6,24.9,75,32,1.5,7.7,0.72,71509,4967,124297,348499,28824,1903.48,1616.88,1417.84,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-09,26375.50388,3,39.7,28.5,33.7,24.9,78,34,1.5,7.8,0.65,71509,4967,124297,348499,28824,1902.57,1617.17,1418,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-10,26500.51813,8.2,85.5,27.7,32.4,24.9,82,36,1.5,6.4,0.97,71509,4967,124297,348499,28824,1903.15,1617.37,1418.28,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-11,25249.76077,0.9,15.5,27.7,32.3,24.3,76,32,1.8,8.2,0.84,71509,4967,124297,348499,28824,1904.02,1617.58,1418.4,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-12,24968.56109,0.5,41.1,28.1,33,24.1,76,37,1.7,10.6,1.095,71509,4967,124297,348499,28824,1904.12,1617.82,1418.42,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-13,24687.36142,0.9,26.5,29.7,35.3,25.1,74,28,1.6,11.8,1.35,71509,4967,124297,348499,28824,1904.03,1618.03,1419,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-14,25366.69866,0,51,29.9,36,25,69,23,1.4,8.8,1.04,71509,4967,124297,348499,28824,1905.02,1618.46,1419.33,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-15,25836.04986,3.5,96.5,29.4,35.9,24.5,71,24,1.8,11.4,1.04,71509,4967,124297,348499,28824,1904.75,1618.68,1419.48,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-16,24747.09241,5.2,70.6,27.1,32,23.5,72,36,2.7,13,1.33,71509,4967,124297,348499,28824,1904.82,1618.9,1419.78,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-17,15366.17745,0,8.1,25.1,30.1,20.9,58,25,3.1,11.9,3,71509,4967,124297,348499,28824,1904.78,1619.02,1420.04,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-18,25446.93878,0,0,24.2,30.3,18.8,63,27,2,10,1.96,71509,4967,124297,348499,28824,1906.33,1619.08,1419.85,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-19,23375.18705,0,0,25.2,31.6,19.4,67,24,1.4,8.1,1.91,71509,4967,124297,348499,28824,1906.43,1619.18,1419.81,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-20,21303.43532,0,46.1,26.4,31.9,21.1,69,26,2.1,15.3,1.86,71509,4967,124297,348499,28824,1906.56,1619.34,1420.23,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-21,21320.10459,2.2,36.5,26.8,32.3,22.1,71,20,1.9,11.3,1.72,71509,4967,124297,348499,28824,1905.72,1619.46,1420.25,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-22,20906.83079,0,60.4,28.9,34.7,22.9,67,31,2.3,17.4,1.44,71509,4967,124297,348499,28824,1905.61,1619.51,1420.43,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-23,762.2000497,25.3,305,27.1,30,24.6,78,45,3.7,28.1,96.52,71509,4967,124297,348499,28824,1906.04,1619.69,1420.42,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-24,24702.0934,20.6,97.2,25.6,29,23.1,84,43,3.4,20.1,0.62,71509,4967,124297,348499,28824,1906.04,1619.75,1420.54,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-25,24549.61961,1.1,13,24.5,28.6,21.4,80,36,1.5,9.3,1.18,71509,4967,124297,348499,28824,1905.8,1619.82,1420.57,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-26,22620.88213,54.3,262,22.3,25.6,20.2,89,33,1.6,11.4,1.795,71509,4967,124297,348499,28824,1905.59,1619.91,1420.47,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-27,20692.14464,45.5,149.5,23.5,25.9,21.1,94,50,1.4,11.7,2.41,71509,4967,124297,348499,28824,1905.71,1620.05,1420.91,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-28,17089.91054,30.3,168.4,25.1,28.9,22.7,89,47,1.4,8,2.01,71509,4967,124297,348499,28824,1905.6,1620.35,1421.24,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-29,19013.36634,16.9,384.3,26.1,30.5,22.6,83,40,2,10,1.41,71509,4967,124297,348499,28824,1905.59,1620.52,1421.42,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-30,21471.42857,15.2,117,26.3,30.4,23.9,85,51,2,12.3,1.83,71509,4967,124297,348499,28824,1906.02,1620.72,1421.6,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-31,26489.62963,31.7,133.9,23.7,27.1,20.9,87,40,1.6,10.5,1.24,71509,4967,124297,348499,28824,1906.35,1620.87,1421.8,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-09-01,23020.66022,8.2,191,23.3,28,19.7,77,36,2,11.1,1.76,71509,4967,124297,348499,28824,1907.43,1621.68,1422.57,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-02,21808.44687,1.4,22.5,22.4,26.5,18.2,77,34,1.9,8.9,1.675,71509,4967,124297,348499,28824,1908.09,1621.97,1422.73,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-03,20596.23352,32.1,151.6,23.8,27.3,21.1,89,58,1.6,9.8,1.59,71509,4967,124297,348499,28824,1908.43,1622.48,1423.48,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
