날짜,배추가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-03-16,452.2720255,0,0,9.3,19.1,0.7,47,6,1.3,8.2,781.16,2354175,0,448565,226600,27174,1886.53,1515.93,1333.4,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-17,416.9018963,0,0.1,11.7,20.2,3,51,11,1.4,8.9,729.65,2354175,0,448565,226600,27174,1884.84,1516.46,1333.56,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-18,460.6634789,31.8,145.1,9.6,12.3,7.8,84,30,2.6,14.4,601.37,2354175,0,448565,226600,27174,1884.73,1516.49,1333.26,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-19,427.8720795,0.5,4.5,11.4,18.3,6.8,75,15,1.8,9.1,500.82,2354175,0,448565,226600,27174,1881.41,1516.22,1332.8,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-20,464.4132348,0,0.5,12.1,19.6,7.1,60,2,1.5,12.6,539.35,2354175,0,448565,226600,27174,1884.09,1515.78,1332.35,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-21,465.9370393,0,0,11.9,19.4,5.1,49,7,1.8,10,350.28,2354175,0,448565,226600,27174,1883.09,1515.35,1331.55,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-22,464.4486675,0,0,9.7,16.8,3.8,41,3,3.1,14.8,556.56,2354175,0,448565,226600,27174,1882.53,1515.11,1330.85,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-23,462.9602957,0,0,5.5,11.5,-0.3,34,5,3.3,12.4,762.84,2354175,0,448565,226600,27174,1880.62,1514.7,1330.94,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-24,448.8877028,0,0,4.9,12.1,-1.6,44,5,2,11.4,705.97,2354175,0,448565,226600,27174,1878.47,1513.74,1329.71,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-25,438.5927242,0,0,5.9,14.2,-2.4,49,5,1.6,8.5,559.61,2354175,0,448565,226600,27174,1876.41,1512.95,1328.76,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-26,468.3474636,0,0,8.1,17,-0.8,44,6,1.9,8.8,543.28,2354175,0,448565,226600,27174,1874.66,1512.06,1327.78,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-27,500.9784677,0,1,9.6,18.3,1.3,44,8,2,10.2,490.89,2354175,0,448565,226600,27174,1876.52,1511.57,1327.12,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-28,512.8620756,0,0.3,11.1,19.3,1.5,40,5,2.1,9.9,332.41,2354175,0,448565,226600,27174,1876.17,1511.21,1326.49,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-29,479.0364947,0,0.2,12,19.1,6.2,55,13,1.8,8.3,530.535,2354175,0,448565,226600,27174,1877.39,1511.02,1325.99,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-30,445.2109137,0,0,13.1,21.3,4.7,64,13,1.8,9.9,728.66,2354175,0,448565,226600,27174,1880.65,1510.7,1325.85,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-03-31,398.711129,3.1,61.5,12.8,15.5,8.3,85,23,1.4,10.7,638.68,2354175,0,448565,226600,27174,1881.42,1510.53,1325.48,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
2015-04-01,435.7513392,1.9,14,11.7,15.9,9.2,85,37,2.5,15.7,580.39,2354175,0,448565,226600,27174,1880.26,1510.64,1325.32,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-02,397.5368581,7.7,43,13.4,19.5,8.4,78,35,3.5,21.9,543.25,2354175,0,448565,226600,27174,1882.29,1510.14,1324.72,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-03,409.3739723,9,37.8,12.9,18.8,9,80,37,3,14.9,483.85,2354175,0,448565,226600,27174,1880.77,1509.8,1324.22,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-04,462.0992973,17.8,69.4,11.1,16.2,7.7,71,28,3,19.9,362.77,2354175,0,448565,226600,27174,1880.23,1509.23,1323.55,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-05,427.8283894,3,9.5,10,11.7,8.4,89,46,1.6,9.4,581.41,2354175,0,448565,226600,27174,1879.97,1508.95,1322.84,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-06,393.5574814,4.2,36.6,10.4,13.3,7.4,82,21,1.9,12.8,800.05,2354175,0,448565,226600,27174,1875.9,1508.84,1322.78,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-07,404.1611136,0.9,21,7.5,10.8,5.1,73,29,2.2,12.2,637.49,2354175,0,448565,226600,27174,1875.15,1508.26,1322,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-08,370.2525686,0.3,3,7.9,12.4,4.3,69,3,1.8,10.6,706.23,2354175,0,448565,226600,27174,1871.76,1507.73,1321.39,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-09,382.0114602,0,0,9,15.1,3.4,65,8,1.6,8.5,580.79,2354175,0,448565,226600,27174,1873.23,1507.46,1320.94,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-10,414.7508568,0,0,10.5,18.2,3.4,59,11,1.8,8.9,572.51,2354175,0,448565,226600,27174,1873.76,1507.05,1320.5,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-11,477.4637763,0,0,11.4,19.5,3.5,56,7,1.7,8.5,398.84,2354175,0,448565,226600,27174,1872.4,1506.57,1319.76,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-12,473.8101347,0.6,21.4,11.9,17.9,5.2,54,10,2.5,12.2,521.535,2354175,0,448565,226600,27174,1872.22,1506.45,1319.41,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-13,470.1564932,7.5,29,10.4,13.2,8.1,74,23,3.3,16.3,644.23,2354175,0,448565,226600,27174,1871.82,1506.32,1319.39,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-14,445.2280823,10.2,35.3,8.6,12.5,6.1,80,27,2,14.2,615.63,2354175,0,448565,226600,27174,1870.66,1505.82,1318.75,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-15,474.1214114,1,5.9,12,18.8,5.9,66,20,2.7,12.2,620.44,2354175,0,448565,226600,27174,1865.3,1505.4,1318.36,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-16,481.8121586,2.7,10,11.6,20.4,6,67,20,3,16,568.19,2354175,0,448565,226600,27174,1868.73,1505.08,1317.87,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-17,482.1794171,0,0,11.4,19,3.6,46,11,2.4,12.2,613.29,2354175,0,448565,226600,27174,1869.18,1504.86,1317.63,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-18,531.2534722,2.4,48,13.7,21.7,4.7,47,6,1.7,13.7,342,2354175,0,448565,226600,27174,1870.05,1504.72,1317.57,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-19,497.831371,14.2,104.5,14.2,17.2,11.3,89,18,1.8,12.7,513.41,2354175,0,448565,226600,27174,1869,1504.61,1317,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-20,464.4092699,11,22,11.5,14.6,8.1,89,22,2.1,15.4,684.82,2354175,0,448565,226600,27174,1866.53,1504.77,1317.33,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-21,464.3095614,0,0.8,12.8,20.9,5.7,63,11,1.8,13.1,684.1,2354175,0,448565,226600,27174,1875.7,1506.01,1318.27,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-22,437.7819493,0,0.1,13.8,20.9,7.1,52,9,2.1,10.3,677.35,2354175,0,448565,226600,27174,1877.47,1506.59,1318.64,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-23,480.5268641,0,0,14.4,22.3,5.9,48,7,2.1,12.3,580.7,2354175,0,448565,226600,27174,1879.03,1506.86,1318.71,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-24,429.0485931,0,0,15.6,22.9,8.7,47,9,2.1,11.5,715.66,2354175,0,448565,226600,27174,1878.17,1507.29,1319,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-25,517.2999305,0,0,15.7,24.2,6.7,40,8,1.9,10.8,353.9,2354175,0,448565,226600,27174,1877.48,1507.56,1319.09,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-26,507.8722921,0,0,18.2,26.9,8.5,39,8,2.2,12.1,501.23,2354175,0,448565,226600,27174,1876.97,1507.82,1318.86,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-27,498.4446538,0,0,18.7,26.6,11.2,44,9,2.1,9.8,648.56,2354175,0,448565,226600,27174,1876.18,1508.22,1319.53,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-28,502.2979693,8.2,102.5,17.6,23.9,10.9,62,11,1.9,12.8,641.46,2354175,0,448565,226600,27174,1880.35,1509.45,1320.26,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-29,506.7399846,23.2,125.5,15.8,18.2,14,85,28,2,10.9,557.69,2354175,0,448565,226600,27174,1883.88,1510.16,1320.68,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-04-30,532.8969411,0.2,9.1,17.9,24,13.1,75,26,1.6,9.2,583.19,2354175,0,448565,226600,27174,1883.77,1510.71,1321.04,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
2015-05-01,561.9804152,0,0,19.2,26.3,12.8,72,21,1.6,6.4,558.8,2354175,0,448565,226600,27174,1883.1,1512.19,1321.68,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-02,596.6707293,1.9,75,19.8,26.2,13.5,71,24,1.8,12.2,259.28,2354175,0,448565,226600,27174,1883.36,1513.22,1322.41,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-03,603.0191677,12.9,67.5,17.6,20.2,15.8,92,52,1.7,14.9,472.49,2354175,0,448565,226600,27174,1882.82,1513.62,1322.22,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-04,609.3676061,0,4,16.4,21.9,10.5,54,9,3.2,13.8,685.7,2354175,0,448565,226600,27174,1884.43,1514.4,1323.13,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-05,560.6709291,0,0,14.2,21.9,5.9,45,11,2.2,12.2,664.25,2354175,0,448565,226600,27174,1889.5,1516.14,1323.87,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-06,561.269302,0,1,14.9,22.1,7.7,50,6,1.5,9.5,652.85,2354175,0,448565,226600,27174,1890.33,1517.43,1324.85,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-07,554.1835493,0,1,16.3,24.1,8.7,49,6,1.8,10,652.45,2354175,0,448565,226600,27174,1893.95,1519.81,1326.34,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-08,556.2983785,0,0.5,16.9,23.4,9.2,53,6,1.5,8.2,640.96,2354175,0,448565,226600,27174,1896.02,1522.99,1328.56,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-09,596.1002923,0.2,3.3,17.7,24.1,12.9,62,18,2.1,10.1,384.16,2354175,0,448565,226600,27174,1897.15,1525.62,1330.33,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-10,640.685142,0,0,16.7,23.5,10.8,64,16,1.9,8.6,493.06,2354175,0,448565,226600,27174,1896.91,1526.8,1330.98,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-11,685.2699917,23.8,220.5,16.8,21.9,11.7,73,28,2.9,21.9,601.96,2354175,0,448565,226600,27174,1897.27,1528.95,1332.71,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-12,746.0984425,9,39,15.8,19.8,12.2,67,20,4.1,15.7,524.04,2354175,0,448565,226600,27174,1899.99,1532.2,1335.7,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-13,905.4154563,0,0,19.6,25.7,12.5,50,11,4.1,17.1,479.53,2354175,0,448565,226600,27174,1905.35,1535,1338,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-14,940.5124948,0,0.5,20.7,26.9,13.6,63,17,2.5,14.4,499.05,2354175,0,448565,226600,27174,1906.34,1537.9,1340.17,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-15,972.2984082,1.3,10.5,19.1,23.9,15.3,78,21,1.8,10.8,557.61,2354175,0,448565,226600,27174,1908.72,1540.82,1342.59,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-16,1063.470774,0,0.6,18,25.3,11.7,58,9,2.2,11,436.46,2354175,0,448565,226600,27174,1911.48,1543.96,1344.96,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-17,1013.907278,0,0,18,26.1,9.8,47,7,1.6,12,662.94,2354175,0,448565,226600,27174,1911.95,1545.39,1345.73,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-18,964.343781,4,38.3,16.3,20.4,12.8,67,14,1.6,11.7,889.42,2354175,0,448565,226600,27174,1908.99,1548.11,1348.86,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-19,959.0785818,0.7,7.8,17.9,24.2,12.8,74,19,2.2,11.7,698.97,2354175,0,448565,226600,27174,1913.88,1551.36,1350.74,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-20,909.7913033,0,5.4,16.7,22.5,11.3,57,3,2.5,11.6,739.87,2354175,0,448565,226600,27174,1913.17,1553.77,1352.68,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-21,943.7673819,0,0,18.7,26.5,10.1,53,12,2.3,13.6,571.79,2354175,0,448565,226600,27174,1914.46,1555.96,1354.32,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-22,805.1105581,0,0,20.7,27.7,14,45,11,2.2,10.5,674.26,2354175,0,448565,226600,27174,1917.42,1558.21,1356.11,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-23,963.1517184,0,0,20.2,27.3,14.1,48,9,1.7,7.9,268.94,2354175,0,448565,226600,27174,1919.31,1560.62,1357.69,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-24,945.4817642,0,0,20.3,28.3,12.5,48,9,1.7,9.3,399.965,2354175,0,448565,226600,27174,1919.14,1561.72,1358.32,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-25,927.8118101,0,0,20.2,28.3,12.2,53,6,1.8,11.2,530.99,2354175,0,448565,226600,27174,1919.04,1563.01,1359.43,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-26,868.3901757,0,0,21.8,30.9,13.1,50,8,1.8,9.7,734.87,2354175,0,448565,226600,27174,1921.1,1564.95,1360.77,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-27,770.3041741,0,0,21.4,30,12.8,49,8,1.5,11.5,720.11,2354175,0,448565,226600,27174,1924.05,1566.68,1361.86,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-28,819.4466717,0,3,21.7,29.2,15.5,53,13,1.7,9,671.97,2354175,0,448565,226600,27174,1922.85,1567.87,1362.64,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-29,730.0867419,0,0,22.5,29.6,14.6,53,14,1.6,7.8,731.39,2354175,0,448565,226600,27174,1924.12,1568.81,1363.36,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-30,772.7076644,2.7,22,19.1,23,15.8,77,33,1.6,9.5,454.68,2354175,0,448565,226600,27174,1922.99,1569.63,1363.74,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-05-31,743.9517265,0,0,20.4,27.7,14.5,67,14,1.7,8.6,558.4,2354175,0,448565,226600,27174,1921.86,1570.18,1364,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
2015-06-01,715.1957887,0,0,21.8,29,14.2,59,14,1.7,9.8,662.12,2354175,0,448565,226600,27174,1923.48,1571.55,1365.32,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-02,684.8125524,0.4,39.9,21.7,27.2,17.2,63,13,1.6,8.4,772.7,2354175,0,448565,226600,27174,1923.65,1572.4,1365.77,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-03,599.9752562,0,2.5,21.7,27.7,16.4,46,10,2.9,19.1,775.95,2354175,0,448565,226600,27174,1924.7,1573.51,1366.49,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-04,551.9821858,0,0,21.6,29.3,12.9,44,9,1.7,9.1,704.16,2354175,0,448565,226600,27174,1924.17,1574.42,1367.04,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-05,529.2945742,3.2,16.4,16.9,21.2,13.3,71,22,1.5,9,650.08,2354175,0,448565,226600,27174,1925.96,1575.14,1367.48,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-06,572.4305913,0,0,19.1,26.1,12.3,66,26,1.9,12,536.45,2354175,0,448565,226600,27174,1925.93,1575.56,1367.59,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-07,595.7549619,0,0,20.9,27.6,15,63,22,1.9,10.5,615.83,2354175,0,448565,226600,27174,1925.92,1575.86,1367.53,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-08,619.0793325,1.3,11,20.2,24.7,15.8,73,29,1.4,8.6,695.21,2354175,0,448565,226600,27174,1925.63,1576.18,1367.98,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-09,669.9345568,0,0.1,21.7,27.9,16.3,71,21,1.7,7.6,668.67,2354175,0,448565,226600,27174,1925.54,1576.8,1368.17,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-10,720.628815,0,0.1,23.7,31.2,16.5,61,14,1.8,9.5,649.41,2354175,0,448565,226600,27174,1924.76,1577.23,1368.45,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-11,791.4554499,1.7,13.5,21.8,25.6,17.9,75,16,1.9,10.2,554.61,2354175,0,448565,226600,27174,1925.85,1577.63,1368.53,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-12,645.3733202,0.7,13.5,23.2,29.6,18.1,65,17,2.4,10.9,843.99,2354175,0,448565,226600,27174,1926.22,1578.28,1368.78,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-13,565.033638,0.7,14.5,22.6,28.4,17.5,69,25,2.3,12.8,660.8,2354175,0,448565,226600,27174,1926.72,1578.92,1368.89,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-14,563.0251844,5.1,50.2,21.8,27.3,17.4,77,23,1.9,14.9,865.675,2354175,0,448565,226600,27174,1925.22,1579.21,1368.72,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-15,561.0167307,0,2,23,28.4,19.2,75,25,1.6,6.6,1070.55,2354175,0,448565,226600,27174,1927.6,1579.67,1369.28,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-16,487.0216192,1.1,34.5,22.6,28.5,19.2,78,23,1.7,7.6,974.14,2354175,0,448565,226600,27174,1932.77,1581.36,1369.73,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-17,540.9376801,2.9,36.5,21.4,25.9,18.2,79,21,1.8,8.3,800.02,2354175,0,448565,226600,27174,1934.4,1582.09,1369.97,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-18,476.6311155,0.8,15.5,22.5,27.8,18.1,70,27,2.2,8.9,871.05,2354175,0,448565,226600,27174,1934.4,1582.68,1370.09,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-19,470.6586313,2.2,40.5,22.4,27.8,18.4,69,29,2.2,9.9,838.91,2354175,0,448565,226600,27174,1936.52,1583.28,1370.32,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-20,522.8962317,12.2,50,19.4,22.3,17.4,87,40,1.4,7.2,593.63,2354175,0,448565,226600,27174,1935.3,1583.69,1370.27,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-21,571.5077614,0.1,8.5,21.2,26.8,17,76,28,1.5,7.3,673.965,2354175,0,448565,226600,27174,1935.89,1583.73,1370.12,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-22,620.119291,0.2,32,22.3,28,17.3,73,24,1.7,7.3,754.3,2354175,0,448565,226600,27174,1935.18,1584.09,1370.5,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-23,674.6153562,0.1,4.5,23.1,29,18.2,72,23,1.7,8.7,648.9,2354175,0,448565,226600,27174,1934.24,1584.35,1370.25,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-24,612.7583554,3.4,69.9,22.5,27.2,19.2,77,32,1.6,10.1,794.04,2354175,0,448565,226600,27174,1937.41,1584.58,1370.13,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-25,583.0975504,14.6,93.9,21.8,25.9,18.9,80,32,2,13.9,755.42,2354175,0,448565,226600,27174,1935.18,1584.71,1369.82,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-26,633.7523398,32.4,155.5,20.9,23.8,18.8,86,46,2.8,17.8,763.85,2354175,0,448565,226600,27174,1936.08,1584.84,1369.7,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-27,754.9616675,0.7,13.6,21.6,25.8,18.4,77,33,2,12.6,342.56,2354175,0,448565,226600,27174,1936.29,1584.8,1369.41,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-28,689.1341996,0,2.5,22.1,27.2,17.9,76,32,1.8,9.4,690.37,2354175,0,448565,226600,27174,1936.13,1584.76,1369.09,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-29,623.3067317,0.2,7.5,23.5,29.1,18.5,73,25,1.7,8.7,1038.18,2354175,0,448565,226600,27174,1937.15,1584.88,1369.47,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-30,595.3717664,11.5,93.2,21.4,25.5,19,84,33,1.4,12.3,858.84,2354175,0,448565,226600,27174,1932.99,1584.68,1369.15,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-07-01,572.235138,0.9,11,22.6,28.1,18.4,73,27,2.5,15.6,749.21,2354175,0,448565,226600,27174,1932.39,1584.5,1368.52,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-02,612.4340765,0.2,4.5,22.4,28.2,17,69,24,2,9.3,533.27,2354175,0,448565,226600,27174,1930.94,1584.36,1368.1,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-03,598.9948232,0.5,11,22.3,28,17.6,68,23,1.9,9.3,756.26,2354175,0,448565,226600,27174,1928.25,1584.2,1367.9,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-04,621.7190605,0,0.2,21.2,26.7,15.8,70,24,1.8,6.8,506.17,2354175,0,448565,226600,27174,1927.22,1583.95,1367.19,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-05,637.5571162,0.4,25.7,21.8,27.4,17,72,26,1.6,6.8,639.845,2354175,0,448565,226600,27174,1927.77,1583.87,1366.83,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-06,653.3951719,0.2,17,22.2,27.2,17.9,73,21,1.5,5.9,773.52,2354175,0,448565,226600,27174,1927.97,1583.79,1366.8,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-07,669.9825549,13.3,169.7,20.1,23.1,17.7,82,13,1.7,13.7,694.18,2354175,0,448565,226600,27174,1928.72,1583.38,1366.01,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-08,624.8373076,23,132.5,21,23.6,18.4,90,44,2,9.1,729.32,2354175,0,448565,226600,27174,1926.59,1582.89,1365.21,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-09,632.2873352,19.1,116,22.8,26.2,20.2,86,9,2,9.8,517.78,2354175,0,448565,226600,27174,1927.83,1582.36,1364.34,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-10,693.1664089,0,1.6,25,30.3,20.6,79,32,1.8,9.1,490.76,2354175,0,448565,226600,27174,1928.51,1581.57,1363.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-11,649.939426,9.2,98.9,25.9,31.1,22,81,34,1.8,16.3,521.89,2354175,0,448565,226600,27174,1926.02,1580.71,1361.65,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-12,596.238761,44.8,273.5,24.2,26.1,22.8,91,54,3.8,24.6,691.075,2354175,0,448565,226600,27174,1926.27,1580.41,1360.92,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-13,542.5380959,3.6,21,23.9,26.7,21.8,82,43,4,13.9,860.26,2354175,0,448565,226600,27174,1925.08,1580.03,1360.49,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-14,599.6791495,0.1,3.5,25.4,30.8,21,77,30,2,11.8,615.59,2354175,0,448565,226600,27174,1924.75,1579.08,1358.87,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-15,488.0255727,1,62.5,25,31.2,20.7,76,29,1.9,10.9,828.85,2354175,0,448565,226600,27174,1925.27,1578.23,1357.29,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-16,407.4090455,0,6,22.9,27.1,19.4,67,35,3.3,12.8,978.65,2354175,0,448565,226600,27174,1923.09,1577.4,1355.86,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-17,494.6214291,0.3,7.5,21.6,25.7,17.8,67,33,2.3,16.8,680.16,2354175,0,448565,226600,27174,1920.95,1575.89,1354.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-18,497.0217225,0.1,1.5,23,27.1,20.1,75,38,1.5,7.7,450.92,2354175,0,448565,226600,27174,1921.14,1574.77,1352.6,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-19,488.8012361,1.5,9.7,24,28.6,20.2,80,39,1.5,8.1,614.565,2354175,0,448565,226600,27174,1919.88,1574.28,1351.78,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-20,480.5807497,2.7,27.5,24.3,27.6,21.9,86,50,1.6,6.9,778.21,2354175,0,448565,226600,27174,1919.82,1573.6,1350.95,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
