날짜,배추가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2014-01-02,235.6245053,0,0,2.6,9.1,-2.2,49,10,1.6,9.3,274.82,2736447,0,426064,208887,32027,2201.07,1887.56,1706.27,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-03,471.2490107,0,0,2.6,10.1,-3.2,54,12,1.2,9.6,549.64,2736447,0,426064,208887,32027,2200.04,1888.51,1707.15,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-04,425.4488758,1.2,31,1.5,6.9,-2.8,63,12,1.7,11.9,423.95,2736447,0,426064,208887,32027,2199.92,1888.98,1707.61,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-05,415.2996003,0.1,30.2,0.7,6.6,-3.7,62,9,1.6,10.1,517.715,2736447,0,426064,208887,32027,2199,1889.11,1707.56,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-06,405.1503248,0,11,0.2,7.6,-5.1,59,12,1.1,7.7,611.48,2736447,0,426064,208887,32027,2200.38,1889.14,1707.8,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-07,398.9887822,0,1.5,1.9,7.8,-4.3,60,16,1.1,8,493.86,2736447,0,426064,208887,32027,2200.69,1889.15,1707.73,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-08,414.1766241,1.8,41.3,2.1,5.3,-1.4,65,25,2.4,17.7,343.29,2736447,0,426064,208887,32027,2200.98,1889.16,1707.7,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-09,430.3883482,0,31.7,-4.4,-0.6,-8.1,34,9,3.6,22.3,288.81,2736447,0,426064,208887,32027,2201.02,1889.13,1707.6,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-10,347.2668482,0,1.4,-3.7,2,-9.6,56,10,1.8,12,444.1,2736447,0,426064,208887,32027,2201.38,1888.66,1707.37,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-11,320.3523233,0,0.2,-0.8,4.4,-5.5,58,14,1.6,12,282.18,2736447,0,426064,208887,32027,2202.06,1888.51,1707.28,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-12,339.0407764,0,6.4,-0.4,5.3,-5.1,56,14,2.3,15.3,393.13,2736447,0,426064,208887,32027,2201.89,1888.39,1707.11,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-13,357.7292295,0,20.7,-3.9,1.5,-8.4,38,8,2.3,13.3,504.08,2736447,0,426064,208887,32027,2201.17,1888.27,1707.12,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-14,307.2759352,0,1.1,-3.4,3.4,-9.3,43,10,1.8,11.6,375.77,2736447,0,426064,208887,32027,2198.59,1887.64,1706.65,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-15,370.82849,0,1,-2.3,4.3,-8.1,50,12,1.8,10.6,270.13,2736447,0,426064,208887,32027,2196.99,1887.23,1706.31,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-16,385.5143794,0,0.5,-0.9,5.2,-6.6,62,18,1.5,9.2,330.86,2736447,0,426064,208887,32027,2196.88,1886.88,1705.98,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-17,355.2584211,0,20.4,-0.1,5.9,-5,64,17,1.2,9.5,446.11,2736447,0,426064,208887,32027,2196.73,1886.39,1705.56,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-18,335.9132855,0,9.1,-0.6,3.9,-4.6,53,16,2.9,18.1,409.62,2736447,0,426064,208887,32027,2196.89,1886.06,1705.11,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-19,348.9532104,0,1.5,-1.7,4.6,-8.3,49,8,1.4,13.6,485.815,2736447,0,426064,208887,32027,2197.16,1885.83,1704.69,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-20,361.9931353,1.5,9,1,5.5,-2.2,69,18,2.4,19.1,562.01,2736447,0,426064,208887,32027,2196.39,1885.54,1704.51,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-21,313.353116,1.4,31.2,-2.9,-0.1,-5.5,66,26,3,21.4,534.64,2736447,0,426064,208887,32027,2195.7,1885.24,1704.06,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-22,330.5440008,0,0,-2.7,3.4,-8,60,11,2,15.7,401.23,2736447,0,426064,208887,32027,2195.18,1884.91,1703.67,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-23,315.6433995,0,0.1,-1,7.1,-7.5,62,12,1.3,10.8,492.54,2736447,0,426064,208887,32027,2195.24,1884.54,1703.47,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-24,327.110193,0,0,4,10.7,-3.5,66,23,1.9,11.3,487.95,2736447,0,426064,208887,32027,2195.73,1884.02,1702.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-25,349.8872415,1.9,9,6.2,10.6,1.4,79,38,2.1,14.8,413.72,2736447,0,426064,208887,32027,2194.72,1883.73,1702.41,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-26,369.5943461,0.2,9.5,0.4,5.6,-4.1,56,8,2.5,14.3,507.12,2736447,0,426064,208887,32027,2194.88,1883.55,1702.17,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-27,389.3014508,0,0,0.7,8.9,-7,56,8,1.7,14.2,600.52,2736447,0,426064,208887,32027,2194.69,1883.49,1702.14,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-28,373.389362,0.1,1.3,3,9.3,-3.1,57,11,2.2,12.3,381.29,2736447,0,426064,208887,32027,2195.53,1883.21,1701.88,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-29,440.8396034,0.7,8.4,3,11.5,-6.4,51,5,1.4,12.4,230.06,2736447,0,426064,208887,32027,2195.85,1883.07,1701.64,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-30,595.9136411,1.1,5.1,6.1,10.2,1.7,73,13,2.3,14,13.39,2736447,0,426064,208887,32027,2196.62,1882.83,1701.27,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-01-31,297.9568205,0,0,3.1,10.8,-3.1,51,4,1.4,9.2,6.695,2736447,0,426064,208887,32027,2196.07,1882.89,1701.18,1.1,-5.6,1.7,2.4,0.7,1.2,1.7,0.6
2014-02-02,192.3868137,0.4,2,8.9,14.2,5.1,84,16,1.9,13,155.395,2736447,0,426064,208887,32027,2196.99,1882.63,1700.81,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-03,384.7736275,0,3.9,1.8,7.3,-4.5,50,9,3.6,17.7,310.79,2736447,0,426064,208887,32027,2197.29,1882.25,1700.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-04,345.098246,0,15.1,-4.9,-0.7,-8.1,35,9,3.7,20.5,374.57,2736447,0,426064,208887,32027,2196.64,1882.22,1700.7,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-05,352.9397058,0,2.2,-3.8,1.4,-8.1,40,11,1.7,11.1,307.99,2736447,0,426064,208887,32027,2196.96,1881.94,1700.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-06,318.2430002,0.3,36.2,-0.5,4.5,-4.8,52,13,1.7,10.3,259.61,2736447,0,426064,208887,32027,2197.83,1881.8,1700.22,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-07,348.8580314,2.8,35.5,2.6,6.7,-1.8,66,32,2.6,9.5,302.9,2736447,0,426064,208887,32027,2197.37,1881.48,1699.92,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-08,320.2464754,3.2,21.5,2.2,4.6,0.4,81,39,2.3,15.8,455.3,2736447,0,426064,208887,32027,2197.66,1881.13,1699.48,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-09,318.7021086,3.2,44.6,0.4,3.3,-1.3,76,35,2.5,16.4,546.005,2736447,0,426064,208887,32027,2197.34,1881,1699.1,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-10,317.1577418,2.2,44.2,0.1,3.4,-2.6,72,32,2.4,12.8,636.71,2736447,0,426064,208887,32027,2197.04,1880.85,1699.14,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-11,269.1150035,0.6,14.4,0.1,5.3,-4.2,63,23,2.1,9.6,504.69,2736447,0,426064,208887,32027,2195.41,1880.37,1698.7,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-12,328.3918253,0.4,9.1,0.9,6.5,-3.3,65,26,1.7,9.1,368.11,2736447,0,426064,208887,32027,2195.22,1880.18,1698.37,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-13,285.0901438,2.1,40.1,1.6,6,-2.7,68,26,2,11.1,453.78,2736447,0,426064,208887,32027,2194.07,1880.08,1698.15,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-14,267.2632007,0.2,5.4,1.9,6,-1.6,63,26,2.3,11.2,371.59,2736447,0,426064,208887,32027,2192.9,1879.89,1697.95,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-15,264.532134,0,1,1.7,8.9,-4.1,62,15,1.6,11.6,260.71,2736447,0,426064,208887,32027,2194.28,1879.81,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-16,282.5889497,0,0,2.7,10.1,-3.9,62,11,1.2,7.4,360.545,2736447,0,426064,208887,32027,2195.22,1879.62,1697.39,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-17,300.6457653,2.5,32,4.1,8.3,0.7,66,20,2,13.2,460.38,2736447,0,426064,208887,32027,2195.6,1879.59,1697.58,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-18,279.5407964,0.5,8.5,2.4,5.6,-0.7,61,28,2.8,10.7,356.66,2736447,0,426064,208887,32027,2199.79,1880.49,1697.75,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-19,360.1531653,0.1,2.1,1.6,6.7,-2.8,60,22,1.8,9,276.56,2736447,0,426064,208887,32027,2201.21,1880.43,1697.61,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-20,319.3657533,0,9.2,1.5,7.5,-3.8,64,13,1.8,12.5,381.56,2736447,0,426064,208887,32027,2200.68,1880.46,1697.58,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-21,296.6200483,0,9.6,1.1,7.9,-4.4,57,5,1.7,11.8,475.49,2736447,0,426064,208887,32027,2202.19,1880.32,1697.44,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-22,310.1292342,0,2.4,1.8,9.2,-4.5,61,14,1.4,8.8,362.29,2736447,0,426064,208887,32027,2202.28,1880.29,1697.35,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-23,280.9390484,0,1.8,2.9,10.4,-3.3,62,15,1.3,7.4,520.7,2736447,0,426064,208887,32027,2202.76,1880.23,1697.06,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-24,251.7488625,0,6.5,4.2,12,-2.5,61,19,1.3,7.8,679.11,2736447,0,426064,208887,32027,2201.33,1880.29,1697.34,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-25,297.7133897,0,0.2,5.6,13.6,-1.3,61,18,1.3,6.7,329.08,2736447,0,426064,208887,32027,2201.91,1880.5,1697.62,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-26,281.7077825,4.1,57.8,6.2,11.5,1.2,72,18,1.4,11.5,553.96,2736447,0,426064,208887,32027,2202.06,1880.55,1697.69,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-27,371.7501489,0.2,3.3,8.6,15.5,3.4,68,18,1.9,11.4,240.07,2736447,0,426064,208887,32027,2202.53,1880.49,1697.5,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-02-28,279.1999786,0.1,3.7,7.1,11.8,3.1,68,28,1.9,10.5,458.8,2736447,0,426064,208887,32027,2202.75,1880.43,1697.53,1,-5.4,1.7,2.5,0.7,0.9,1.7,0.4
2014-03-01,300.413934,2.1,31.9,6.6,9.8,4,76,30,1.5,12.1,438.21,2736447,0,426064,208887,32027,2203.54,1880.52,1697.35,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-02,307.4992256,0.6,16.5,5,10.5,0.4,59,11,2.5,15.3,513.865,2736447,0,426064,208887,32027,2203.51,1880.52,1697.19,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-03,314.5845172,0,0,4.3,11.6,-2.4,52,11,1.6,8.4,589.52,2736447,0,426064,208887,32027,2202.73,1880.59,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-04,118.5610507,0.2,26.6,5.1,11.4,-1.1,57,14,1.5,10.3,1388.67,2736447,0,426064,208887,32027,2203.05,1880.89,1697.46,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-05,286.8965052,0.7,15.1,3.1,8,-0.7,45,7,3.7,16.7,613.63,2736447,0,426064,208887,32027,2202.82,1881.03,1697.47,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-06,268.3819171,0,0.3,1.4,6.5,-4.1,39,10,2.7,13.3,490.94,2736447,0,426064,208887,32027,2202.59,1881.2,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-07,266.6026191,0,0.2,1.3,6.3,-3.8,35,8,3,14,496.82,2736447,0,426064,208887,32027,2202.68,1881.57,1697.76,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-08,291.9016151,0,0.4,2.4,8.2,-3.2,46,10,2.1,8.9,365.75,2736447,0,426064,208887,32027,2202.76,1881.68,1697.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-09,280.2144717,1.3,5.8,2.5,7.2,-1.5,52,10,3,16.3,476.37,2736447,0,426064,208887,32027,2202.82,1881.68,1697.44,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-10,268.5273284,0,0,2,8.8,-4.4,45,10,2.3,15.3,586.99,2736447,0,426064,208887,32027,2204.16,1881.83,1697.79,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-11,267.0418192,0,0,5,13.6,-3.6,48,8,2,12.5,479.95,2736447,0,426064,208887,32027,2204.07,1881.9,1697.68,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-12,253.7472055,23,55,5.8,9.3,0.5,79,11,1.5,14.4,605.65,2736447,0,426064,208887,32027,2204.69,1882.04,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-13,272.1990774,8.8,37.5,4.2,7.6,1.4,80,31,3,21.3,455.44,2736447,0,426064,208887,32027,2204.33,1882.1,1697.54,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-14,283.4634317,0.3,4.5,3.3,8.4,-0.9,66,21,2.1,17.2,322.4,2736447,0,426064,208887,32027,2204.58,1881.87,1697.26,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-15,284.6652431,0,0,6.9,14.1,-1.4,59,16,2.6,13.5,376.99,2736447,0,426064,208887,32027,2204.68,1881.8,1697,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-16,271.3801806,0,0,10.6,18,4.2,62,14,2.2,14.5,611.285,2736447,0,426064,208887,32027,2204.33,1881.77,1696.83,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-17,258.0951181,1.3,26.5,12.4,20.1,3.8,71,18,2.5,16.1,845.58,2736447,0,426064,208887,32027,2203.72,1881.8,1696.95,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-18,231.6735908,0.5,13.5,12.6,18.3,7.4,67,13,3.1,14.6,658.67,2736447,0,426064,208887,32027,2203.71,1881.66,1696.52,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-19,260.2434328,0.1,2.5,9,12.6,5.8,64,29,2,11.6,421.68,2736447,0,426064,208887,32027,2204,1881.47,1696.19,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-20,250.3483162,2.7,17.5,6.4,10.7,3,69,20,3,24.2,547.2,2736447,0,426064,208887,32027,2203.07,1881.27,1695.94,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-21,246.9826239,0,0.5,5,10.4,0.5,59,17,2.6,21,516.4,2736447,0,426064,208887,32027,2203.16,1880.8,1695.33,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-22,231.8156504,0,0,7.6,15.6,-1,58,14,1.9,8.9,359.02,2736447,0,426064,208887,32027,2202.87,1880.6,1694.98,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-23,251.5628675,0,0,10.2,18.3,2.4,52,10,2,10.4,469.14,2736447,0,426064,208887,32027,2202.8,1880.46,1694.67,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-24,271.3100847,0,0.1,11.2,18.1,2.2,50,6,2.3,12.6,579.26,2736447,0,426064,208887,32027,2202.58,1880.33,1694.7,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-25,275.200263,9.3,35.5,14.2,18.1,11.2,72,20,1.8,13.5,599.29,2736447,0,426064,208887,32027,2201.07,1880.02,1694.39,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-26,254.2828588,8.9,26,13.8,19,9.5,80,13,1.6,10.3,449.76,2736447,0,426064,208887,32027,2200.74,1879.79,1694.09,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-27,283.5634792,0,0,12.7,20.6,6.4,71,12,1.6,9.1,440.92,2736447,0,426064,208887,32027,2201.43,1879.51,1693.82,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-28,270.1972217,0,1.5,15.7,24.1,7.6,59,10,1.9,13.8,505.62,2736447,0,426064,208887,32027,2200.81,1879.34,1693.62,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-29,280.0274959,10.7,70,14.2,17.2,11.7,82,23,1.9,14.8,434.25,2736447,0,426064,208887,32027,2200.91,1879.13,1693.22,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-30,285.1653427,3.8,20,12.7,18,8.2,73,26,2.6,17.6,543.55,2736447,0,426064,208887,32027,2200.12,1879.02,1693.02,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-03-31,290.3031896,0,0,12,19.8,5.5,66,11,1.4,7.8,652.85,2736447,0,426064,208887,32027,2199.91,1878.94,1693.14,1.3,-3.1,1.6,2.5,0.6,1.6,2.1,0.8
2014-04-01,262.675076,0,0,13.2,21.8,5.3,56,9,1.5,7.1,561.44,2736447,0,426064,208887,32027,2199.99,1878.66,1692.96,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-02,228.171841,0,0,14.3,22.6,6.3,48,11,1.6,9.4,642.37,2736447,0,426064,208887,32027,2200.63,1878.42,1692.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-03,242.1612963,4.9,34,10.7,18.1,5,62,12,2.4,18.6,470.7,2736447,0,426064,208887,32027,2199.82,1878.43,1692.64,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-04,254.3051684,0.8,14.5,7,11.9,2.8,54,14,3,22.7,529.04,2736447,0,426064,208887,32027,2200.23,1878.3,1692.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-05,286.422383,0.6,6.5,6.2,12.3,1.2,59,12,2.6,20.8,355.97,2736447,0,426064,208887,32027,2200.23,1878.16,1692.11,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-06,277.6706997,0,1.5,8,13.9,2.5,44,10,3.3,19.8,475.33,2736447,0,426064,208887,32027,2199.49,1878.08,1691.83,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-07,268.9190164,0,0,11.6,19.2,3.9,47,10,2.8,12.5,594.69,2736447,0,426064,208887,32027,2200.29,1877.99,1691.93,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-08,259.1210384,0,0,12.2,20.7,3.9,47,8,1.8,9.9,687.13,2736447,0,426064,208887,32027,2197.6,1877.71,1691.4,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-09,254.8042926,0,0,12.9,20.9,4.9,59,8,1.8,9.2,570.01,2736447,0,426064,208887,32027,2198.53,1877.47,1691.14,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-10,230.8607242,0,0,12.8,20.7,7,61,9,2.3,11.5,613.34,2736447,0,426064,208887,32027,2198.3,1877.19,1690.81,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-11,232.4731528,0.1,1,12.3,17.8,7.8,62,16,1.7,9.4,578.65,2736447,0,426064,208887,32027,2198.85,1876.74,1690.21,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-12,298.0499823,0.1,10,13.4,18.1,9.4,66,19,1.4,7.9,327.76,2736447,0,426064,208887,32027,2198.31,1876.56,1689.76,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-13,292.3897939,2.4,22,13.5,19.3,8.5,68,11,1.8,11,541.97,2736447,0,426064,208887,32027,2198.09,1876.4,1689.51,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-14,286.7296055,0,0,13.7,22.5,5,53,11,1.9,9.2,756.18,2736447,0,426064,208887,32027,2198.67,1876.29,1689.5,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-15,277.6575554,0,0,16,23.6,7.5,57,15,2.4,11.3,715.53,2736447,0,426064,208887,32027,2200.45,1876.08,1689.05,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-16,222.4871204,0,2.4,16.3,23,11,60,12,2,9.8,445.09,2736447,0,426064,208887,32027,2200.91,1876,1688.75,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-17,216.6623547,12.5,34,13.4,20.5,7.7,68,8,1.8,11.2,504.8,2736447,0,426064,208887,32027,2199.84,1875.81,1688.45,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-18,234.2414256,0.7,6,13.5,18.4,10.2,76,16,1.9,8.9,405.39,2736447,0,426064,208887,32027,2198.47,1875.46,1688.07,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-19,276.4418459,0,4.8,12.5,16.3,9.1,61,27,2.7,11.7,272.97,2736447,0,426064,208887,32027,2199.18,1875.24,1687.74,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-20,243.1277494,0,8,13.6,19.9,8.5,56,23,2.2,10.2,465.44,2736447,0,426064,208887,32027,2199.37,1875.18,1687.52,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-21,209.8136529,0,0,15,21.9,8.3,56,12,2,11.2,657.91,2736447,0,426064,208887,32027,2198.79,1875,1687.49,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-22,234.4486768,0,0,14.9,22,8.6,47,10,1.9,9.7,422.67,2736447,0,426064,208887,32027,2199.14,1874.74,1687.09,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-23,209.7399056,0,0,15.4,24.2,6.7,48,8,1.7,9.2,578.79,2736447,0,426064,208887,32027,2200.36,1874.35,1686.66,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-24,204.9825899,0,0,16.6,25.2,8.5,48,10,1.6,8.1,470.36,2736447,0,426064,208887,32027,2200,1874.04,1686.41,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-25,226.3230104,0,0,17.1,25.8,8.4,43,11,1.5,8.6,357.59,2736447,0,426064,208887,32027,2200.43,1873.72,1686.13,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-26,256.2992848,0,6.5,17.1,23.7,9.8,50,13,1.6,10.7,271.53,2736447,0,426064,208887,32027,2199.92,1873.59,1685.95,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-27,236.694063,12.1,74.5,15.6,18.8,13.3,78,23,1.8,17.2,433.48,2736447,0,426064,208887,32027,2200.29,1873.38,1685.49,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-28,217.0888412,27.2,110.5,13.6,15.4,12.4,88,44,3,12.9,595.43,2736447,0,426064,208887,32027,2199.77,1873.29,1685.52,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-29,226.1885958,23.2,180.4,14.2,17,12.1,85,1,2.4,12.7,419.88,2736447,0,426064,208887,32027,2199.62,1873.17,1685.42,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-04-30,197.3415737,1.1,13,14.5,19.3,11.1,77,26,1.7,12,641.36,2736447,0,426064,208887,32027,2199.46,1873.05,1685.24,1.5,-3.5,2,2.5,0.7,1.8,2.3,1
2014-05-01,182.1445295,0,1,16.3,23,10,66,23,2,8.8,492.45,2736447,0,426064,208887,32027,2198.73,1872.63,1684.67,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-02,205.8822302,0.2,1.8,17.4,25.8,10.1,61,15,2.8,13.8,532.16,2736447,0,426064,208887,32027,2198.55,1872.51,1684.58,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-03,274.4125226,0,0,14.4,20.9,9,48,9,3.3,15.3,338.4,2736447,0,426064,208887,32027,2199.03,1872.47,1684.44,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-04,284.8737567,1.2,10.5,13.3,20.5,7.6,58,12,2.4,14.6,434.88,2736447,0,426064,208887,32027,2199.13,1872.5,1684.39,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-05,295.3349907,0.1,2,11.6,17.2,6.3,47,10,3.3,14.5,531.36,2736447,0,426064,208887,32027,2198.86,1872.61,1684.48,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-06,299.9627941,0,0.2,12.7,19.8,5.6,47,12,2.2,10.8,464.44,2736447,0,426064,208887,32027,2198.69,1872.78,1684.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-07,246.1652207,0.3,7,15.3,22.7,6.2,49,10,2.6,13.9,738.29,2736447,0,426064,208887,32027,2197.45,1872.44,1684.28,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-08,243.5345895,2.7,15,15.4,20.6,10.6,69,12,2.9,13,594.52,2736447,0,426064,208887,32027,2197.02,1872.1,1683.99,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-09,226.247312,0,0,15.5,23.4,8.3,60,14,1.8,8.8,624.06,2736447,0,426064,208887,32027,2195.87,1871.77,1683.64,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-10,268.6263262,0,0,17.2,24.7,9.2,49,12,2.2,16.2,336.11,2736447,0,426064,208887,32027,2195.4,1871.48,1683.27,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
