날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추가격,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-11-17,0.5,9.5,14.3,17.1,12.3,89,39,1.6,11.1,363.1359709,1673.64,2354175,0,448565,226600,27174,1823.88,1473.35,1234.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-18,7.9,86.7,11.6,14.2,9.4,85,55,2.9,13.5,319.2221759,1560.25,2354175,0,448565,226600,27174,1824.41,1472.28,1233.95,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-19,0.9,30.5,10.2,12.1,8.6,86,49,1.5,9.3,397.1158132,1352.06,2354175,0,448565,226600,27174,1826.73,1470.98,1233.25,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-20,0.1,4.5,11,15.9,7.6,82,32,1.2,8.2,448.306072,1725.65,2354175,0,448565,226600,27174,1825.04,1469.3,1232.55,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-21,0.1,1.5,9.6,13.5,5.9,82,32,1.1,7.4,488.1236502,2267.9,2354175,0,448565,226600,27174,1827.47,1467.88,1231.58,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-23,6.6,46.5,10.9,12.7,9.2,88,57,1.8,13.5,467.0402734,2353.24,2354175,0,448565,226600,27174,1827.43,1466.33,1230.99,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-24,2.8,39,8.5,11.2,6,74,32,2.4,13.7,371.2939382,1925.5,2354175,0,448565,226600,27174,1824.46,1464.51,1230.13,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-25,9,34.7,5.6,7.6,3.8,86,45,2,19.1,411.4414414,1838.01,2354175,0,448565,226600,27174,1823.4,1462.86,1229.21,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-26,3.3,26.5,0.9,4.5,-1.1,69,25,3.5,22.5,515.2059161,1540.18,2354175,0,448565,226600,27174,1823.15,1461.49,1228.69,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-27,0.6,8.7,1.1,4,-1.9,67,12,2.7,21.9,551.2812362,1722.85,2354175,0,448565,226600,27174,1823.3,1460.49,1228.3,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-28,0,1,3.2,7.2,0.1,73,27,1.4,9,502.222525,1739.27,2354175,0,448565,226600,27174,1822.18,1459.49,1227.68,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-30,0.2,2.5,6.4,11.6,1.5,74,22,1.6,10.9,411.465157,2194.13,2354175,0,448565,226600,27174,1817.33,1458.46,1227.51,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-12-01,0,0,4.7,12.1,-0.9,75,15,1.1,7.5,319.0508529,1522.75,2354175,0,448565,226600,27174,1817.9,1456.21,1226.25,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-02,5.7,20.5,7.3,11.3,2.9,80,30,2,19.3,348.9559284,1263.56,2354175,0,448565,226600,27174,1817.99,1455.41,1225.8,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-03,3,16.7,3,6.5,-0.3,63,26,4.2,25.2,366.3970796,1659.07,2354175,0,448565,226600,27174,1817.3,1454.21,1225.36,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-04,0.5,6,2.8,5.7,-0.6,65,20,3.3,19.4,421.4400478,1294.26,2354175,0,448565,226600,27174,1817.43,1453.02,1224.75,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-05,0,0.1,5.5,8.7,2.1,60,12,2.4,14,352.1656369,1227.67,2354175,0,448565,226600,27174,1816.44,1451.82,1224.13,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-07,0,2.5,3.5,9.9,-2.5,70,22,1.2,10.1,333.1977758,1349.45,2354175,0,448565,226600,27174,1816.5,1450.18,1223.61,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-08,0,12,4.6,11.1,0,70,19,1.2,10.9,296.7280638,991.39,2354175,0,448565,226600,27174,1814.97,1448.33,1222.53,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-09,0,0.5,6.2,13.2,-0.4,74,18,1.1,7.4,296.9856511,882.02,2354175,0,448565,226600,27174,1813.45,1446.49,1221.6,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-10,14.1,63,8.7,10.6,6.6,89,39,1.4,13.8,378.8198131,656.34,2354175,0,448565,226600,27174,1811.5,1444.38,1220.27,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-11,3.7,21,7.6,10.9,3.8,75,22,2.6,20.4,349.4269602,845.77,2354175,0,448565,226600,27174,1811.75,1442.33,1219.24,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-12,0,0.7,5.5,10.8,1.1,69,27,1.5,9.6,323.4270395,746.2,2354175,0,448565,226600,27174,1812.08,1439.86,1217.62,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-14,3.9,19.1,6.9,8.7,4.2,88,52,1.1,12,315.5911696,944.7,2354175,0,448565,226600,27174,1807.85,1437.21,1216.02,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-15,0.5,5,7.2,9.9,4.7,71,34,2.5,15.3,347.8916869,575.68,2354175,0,448565,226600,27174,1803.59,1434.88,1214.3,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-16,2.4,19.5,1.7,5.5,-1.6,63,14,3.1,24.8,306.7240455,733.05,2354175,0,448565,226600,27174,1803.35,1432.55,1212.75,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-17,0.3,16,-2,1.4,-4.8,55,16,2.8,24.2,333.6240605,642.93,2354175,0,448565,226600,27174,1801.84,1430.53,1211.19,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-18,0,0.2,-0.5,4.7,-6,66,1,1.7,13.3,332.7896871,459.44,2354175,0,448565,226600,27174,1801.98,1428.59,1209.91,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-19,0,0,1.4,8.4,-3,72,17,1.1,7.8,405.9475102,331.04,2354175,0,448565,226600,27174,1799.93,1426.59,1207.79,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-21,1.5,8.6,4.3,9.3,0.5,82,29,1.4,12.6,378.6342939,696.84,2354175,0,448565,226600,27174,1796.47,1423.95,1205.64,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-22,0.1,1,4.1,9.6,-1.1,79,24,1.3,8.6,350.7427453,712.44,2354175,0,448565,226600,27174,1794.06,1421.65,1203.27,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-23,1.9,12,6.3,9,3.8,88,23,1.1,9.3,333.9499163,579.63,2354175,0,448565,226600,27174,1792.64,1419.48,1200.81,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-24,0,0,4.2,8.7,0.8,72,16,1.9,15.5,355.1832352,412.34,2354175,0,448565,226600,27174,1793.41,1417.55,1199.15,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-25,0,3,1.4,5.8,-2.6,48,10,2.3,16.2,413.7447887,320.46,2354175,0,448565,226600,27174,1793.49,1415.77,1197.31,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-26,0.2,4.6,3.8,9.8,-2.1,63,23,2,15.6,424.177138,285.38,2354175,0,448565,226600,27174,1793.18,1414.95,1196.69,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-28,0,0.5,-2.4,2.2,-6.4,48,1,2.4,15,503.3001688,449.72,2354175,0,448565,226600,27174,1790.75,1413.21,1195.34,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-29,0,0,-1.4,4.8,-6.7,54,4,1.6,12,443.8043477,662.75,2354175,0,448565,226600,27174,1787.61,1411.53,1193.74,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-30,1.1,7,0.9,7.4,-5.2,66,18,1.3,9.6,459.2316732,528.24,2354175,0,448565,226600,27174,1785.5,1410.19,1192.36,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-31,0.3,7,2,6.3,-1.7,75,25,1.7,15.8,551.6695242,404.67,2354175,0,448565,226600,27174,1784.56,1409.35,1191.45,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2016-01-02,0,0,5.1,11.5,0.3,75,24,1.6,11.5,341.0909091,1.65,1955371,0,507246,243126,24902,1781.69,1405.98,1187.91,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-04,0,0,5.3,10.1,0.1,58,12,2.3,10.9,493.5172601,764.51,1955371,0,507246,243126,24902,1780.73,1403.84,1185.85,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-05,0.5,6.2,0.6,4.4,-2.4,44,1,2,10.2,438.2726026,601.65,1955371,0,507246,243126,24902,1779.6,1402.25,1184.01,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-06,0,0,0.7,5.4,-4.2,54,13,2.1,14.7,427.2612238,517.61,1955371,0,507246,243126,24902,1779.69,1400.78,1182.44,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-07,0,0.1,0.4,4.3,-2.6,53,14,2.5,16.4,435.0326027,512.38,1955371,0,507246,243126,24902,1776.63,1399.15,1180.44,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-08,0,3,-0.5,3.9,-3.8,55,14,2.3,15,411.8882177,479.11,1955371,0,507246,243126,24902,1776.26,1397.36,1178.04,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-09,0,0.1,0.7,5.5,-3.8,57,16,1.9,12.4,355.0629043,399.18,1955371,0,507246,243126,24902,1775.52,1395.62,1175.5,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-11,0,4.7,-0.7,4.3,-4.4,46,3,2.1,12.9,386.011057,576.74,1955371,0,507246,243126,24902,1773.83,1393.53,1172.86,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-12,0,6.4,-2.1,3.7,-7.1,48,6,2.2,16.4,418.5371249,376.55,1955371,0,507246,243126,24902,1771.25,1391.91,1170.17,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-13,0.8,8.5,-1.2,2.3,-4.9,63,18,2.5,15.7,407.9883674,350.05,1955371,0,507246,243126,24902,1769.93,1390.32,1167.57,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-14,0.1,6.2,-1.1,3.3,-5.5,57,13,2,14.7,439.4279349,411.36,1955371,0,507246,243126,24902,1768.29,1388.78,1164.76,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-15,0.1,3.1,-0.2,6.2,-5.3,67,19,1.1,7.5,453.6507516,429.36,1955371,0,507246,243126,24902,1767.07,1387.16,1161.8,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-16,0,4.3,0.8,7.3,-4,67,20,1.2,6.9,437.1331358,309.19,1955371,0,507246,243126,24902,1766.01,1384.83,1158.36,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-18,0.9,10.7,-2,3.1,-7.3,66,13,4.2,23.9,486.10487,529.47,1955371,0,507246,243126,24902,1762.48,1382.41,1154.25,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-19,0.8,12,-7.5,-4.6,-9.7,53,12,4.8,22.8,523.2840101,282.91,1955371,0,507246,243126,24902,1757.5,1379.99,1150.54,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-20,0,4.2,-6.9,-2.3,-10.9,56,17,2.2,19.4,483.748885,338.35,1955371,0,507246,243126,24902,1755.68,1378.33,1147.64,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-21,0,15.2,-4.7,0,-8.4,52,6,2,12.4,556.323208,245.06,1955371,0,507246,243126,24902,1754.06,1376.56,1144.35,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-22,0,20.4,-4.2,0.7,-9.3,44,7,2.4,13,625.6367876,330.25,1955371,0,507246,243126,24902,1752.71,1374.76,1140.8,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-23,1.2,31,-7,-3.5,-11.3,45,4,3.4,23,632.4897754,361.38,1955371,0,507246,243126,24902,1752.23,1373.35,1137.97,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-25,0.3,10.3,-6.6,-1.3,-12.4,59,18,2.2,19.6,636.3221432,380.6,1955371,0,507246,243126,24902,1750.08,1371.97,1135.33,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-26,0.1,0.9,-1.7,3.5,-7,65,23,2.2,15.2,615.1198661,424.14,1955371,0,507246,243126,24902,1747.4,1370.04,1131.93,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-27,0,0.1,0.2,6.1,-4.8,61,14,1.7,14.6,648.7920853,434.89,1955371,0,507246,243126,24902,1745.75,1368.42,1128.92,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-28,6.7,66.7,0.3,3.6,-4.6,70,13,1.2,11.2,679.875977,520.07,1955371,0,507246,243126,24902,1744.07,1366.94,1126.12,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-29,8.2,38.7,2.3,4.4,0.3,81,25,1.9,13,609.454882,601.49,1955371,0,507246,243126,24902,1741.31,1365.79,1124.11,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-30,0.6,11.5,2.2,6.4,-1.2,82,26,1.5,12.7,710.0050377,432.74,1955371,0,507246,243126,24902,1741.36,1364.86,1122.4,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-31,0,24.7,-0.5,2.9,-3.2,57,11,2.4,13.3,1400,0.09,1955371,0,507246,243126,24902,1740.05,1364.37,1120.97,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-02-01,0,40,-2.9,1.7,-6.2,48,14,2.6,17.2,646.1349101,950.49,1955371,0,507246,243126,24902,1735.31,1363.04,1118.75,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-02,0,7.5,-3.4,2.7,-8.6,50,13,2,17.6,619.044361,631.41,1955371,0,507246,243126,24902,1733.68,1362.19,1117.02,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-03,0,3.3,-1.8,4.9,-8.3,54,9,1.8,12.6,732.2796445,533.91,1955371,0,507246,243126,24902,1734.87,1361.18,1115.02,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-04,0,0,0.4,5.9,-4.8,53,14,2.2,10.4,627.8088243,579.06,1955371,0,507246,243126,24902,1734.59,1360.25,1113.01,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-05,0,0,-0.2,5.4,-5,46,7,2.2,11.7,590.8754306,577.15,1955371,0,507246,243126,24902,1733.9,1359.75,1111.98,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-06,0.5,12,-1.4,3.3,-5.6,52,16,2.4,17.9,656.3338547,230.16,1955371,0,507246,243126,24902,1734.08,1359.05,1110.29,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-11,0.2,27.6,6.8,13.7,-1.2,55,13,1.9,17.1,675.4922666,349.65,1955371,0,507246,243126,24902,1727.48,1356.99,1107.26,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-12,20.7,99.5,9.7,12,6.9,92,18,1.8,19,636.9309272,400.2,1955371,0,507246,243126,24902,1725.91,1355.48,1104.71,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-13,11.4,40,11.7,16.2,7.1,94,59,1.7,19.8,766.439039,247.77,1955371,0,507246,243126,24902,1725.33,1354.01,1102.64,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-15,0.2,9.7,-3.1,0.1,-6,52,16,3.7,21.4,719.6676127,681.1,1955371,0,507246,243126,24902,1725.34,1352.28,1100.93,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-16,0.5,2.9,-0.1,4,-4.4,64,28,3.1,18.9,714.5172217,461.57,1955371,0,507246,243126,24902,1720.43,1350.34,1098.49,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-17,0,2.5,1.2,6.5,-4.1,54,14,2.2,15.9,658.6870549,630.27,1955371,0,507246,243126,24902,1718.39,1348.76,1096.73,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-18,0.1,2,3.6,9.7,-2.9,62,16,2.2,12.2,637.214776,443.36,1955371,0,507246,243126,24902,1717.46,1347.55,1095.22,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-19,0,5.5,4.5,8.9,-0.2,59,8,1.5,11.6,608.0228787,616.29,1955371,0,507246,243126,24902,1715.9,1346.59,1094.2,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-20,0,1.4,3.5,8.7,-0.6,51,11,2.5,19.4,725.5105943,324.23,1955371,0,507246,243126,24902,1715.64,1345.74,1093.17,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-22,0,7.4,2.7,6.5,-1.5,46,8,1.2,8.1,710.9158182,599.6,1955371,0,507246,243126,24902,1712.49,1344.98,1092.17,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-23,0.2,2,3.3,8.5,-1.3,49,11,2.7,13.4,636.1975181,580.36,1955371,0,507246,243126,24902,1712.79,1344.25,1091.84,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-24,0.6,19.7,-1,3.4,-4.7,52,10,2.5,17.4,649.7144545,568.6,1955371,0,507246,243126,24902,1711.37,1343.66,1091.53,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-25,0,7.3,0.3,6,-5.9,50,12,2.3,14.9,645.7927778,568.3,1955371,0,507246,243126,24902,1711.97,1343.08,1090.86,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-26,0.8,5,2.8,7.3,-2.3,67,13,1.7,11.9,658.0969335,608.42,1955371,0,507246,243126,24902,1712.72,1342.29,1090.25,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-27,1.4,8.9,5.2,10.6,1.2,67,15,1.8,16.2,767.6184116,353.39,1955371,0,507246,243126,24902,1711.58,1341.76,1089.49,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-29,0.3,10.7,-1.8,1.3,-4.8,56,23,3.6,22.1,768.9739784,511.34,1955371,0,507246,243126,24902,1710.52,1341.37,1089.29,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-03-01,0,0.1,-1.4,4.3,-7.3,52,11,2.4,11.4,826.5412087,475.37,1955371,0,507246,243126,24902,1710.14,1340.74,1088.41,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-02,0,0,3.2,10.4,-3.8,61,11,2.1,12.7,848.8250851,499.58,1955371,0,507246,243126,24902,1709.96,1340.27,1088.33,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-03,0,3.9,7.2,15.2,-0.1,67,18,1.6,12.7,861.505658,468.99,1955371,0,507246,243126,24902,1709.56,1340.13,1088.29,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-04,9.7,38.5,9.4,13.7,4.6,84,25,1.4,9.7,910.2082598,557.59,1955371,0,507246,243126,24902,1709.38,1339.83,1088.06,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-05,27.9,104.4,11.8,15.5,8.2,91,57,2.5,14.4,979.9030452,300.14,1955371,0,507246,243126,24902,1709.42,1339.72,1087.84,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-07,0,0.1,8.9,14.9,3.4,68,15,1.5,7.9,902.1421164,656.7,1955371,0,507246,243126,24902,1710.84,1339.72,1088.15,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-08,2.8,33.8,5.9,9.3,2.4,52,12,2.3,14.8,851.1614667,656.45,1955371,0,507246,243126,24902,1714.22,1340.13,1089.14,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-09,2,27.1,3.1,8.2,0.3,52,11,3,16.3,769.303044,614.17,1955371,0,507246,243126,24902,1713.47,1341.06,1090.68,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-10,0.1,2.4,1.3,5.7,-1.9,42,9,3.1,14.5,901.3226389,327.09,1955371,0,507246,243126,24902,1713.65,1341.53,1091.69,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-11,0,0.2,0.7,5.8,-3.9,45,11,2.4,13.6,880.7451448,468.93,1955371,0,507246,243126,24902,1711.74,1342.6,1093.17,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-12,0,0,2.5,8.7,-4.2,48,10,1.7,9.1,855.2532097,364.52,1955371,0,507246,243126,24902,1712.91,1343.85,1094.88,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-14,0,2,4.2,10,-0.5,64,21,2.1,10.7,815.3003025,677.75,1955371,0,507246,243126,24902,1712.36,1345.83,1097.75,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-15,0,0,5.6,13.3,-2.5,53,7,1.6,8.4,855.4519735,617.67,1955371,0,507246,243126,24902,1720.01,1348.46,1100.78,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-16,0,0,8.8,16.4,3,45,4,1.7,9.1,862.8989646,537.11,1955371,0,507246,243126,24902,1722.41,1350.27,1103.27,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-17,0.1,8.5,10.2,18.3,0.9,48,4,1.5,8.7,884.0521942,532.34,1955371,0,507246,243126,24902,1722.7,1351.52,1105.22,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-18,9.3,48.5,11.2,15.4,7.9,80,20,1.3,12.7,880.4070961,526.26,1955371,0,507246,243126,24902,1722.64,1352.76,1106.8,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-19,0,0,10.4,16.8,5.2,70,13,2,14.7,924.5244348,304.38,1955371,0,507246,243126,24902,1722.79,1354.35,1108.79,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-21,0,0,8.6,15.6,2.3,65,17,1.7,7.6,924.0873088,537.3,1955371,0,507246,243126,24902,1724.71,1356.32,1111.73,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-22,0,0,9.3,16.9,2,57,1,2.1,9.7,885.5521094,551.02,1955371,0,507246,243126,24902,1729.33,1357.61,1113.6,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-23,0.5,11.3,8.1,13.6,4.1,57,11,2.5,16.8,877.8372609,615.69,1955371,0,507246,243126,24902,1728.36,1358.65,1115.2,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-24,0.2,3.1,6.4,12,1.2,54,8,2.3,14.3,884.4558577,529.4,1955371,0,507246,243126,24902,1729.42,1359.53,1116.67,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-25,0.2,5,5.8,11.1,1.4,64,20,1.6,10,924.3454072,444.68,1955371,0,507246,243126,24902,1728.09,1360.12,1117.54,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-26,0.5,13.5,5.7,12.1,0.2,63,14,1.8,11.9,987.5840985,293.41,1955371,0,507246,243126,24902,1728.65,1360.72,1118.37,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-28,0,0,9.3,17.5,0.7,45,1,1.9,9.7,1055.197538,435.79,1955371,0,507246,243126,24902,1724.29,1361.44,1119.62,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-29,0.1,2.4,11.9,18,4.8,55,15,2.8,13.1,1008.203185,550.91,1955371,0,507246,243126,24902,1722.4,1361.96,1120.38,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-30,0,0,12.7,20.3,6.4,56,4,1.8,11.2,1108.094229,529.85,1955371,0,507246,243126,24902,1721.5,1362.26,1121.01,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-31,0,0.3,12.4,20.7,4.8,48,9,1.3,7.7,1044.561612,534.19,1955371,0,507246,243126,24902,1723.93,1362.41,1121.35,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-04-01,0,0,13.2,22.8,4.3,50,6,1.6,9.9,980.3074845,521.17,1955371,0,507246,243126,24902,1722.59,1362.75,1121.92,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-02,0,0,13.9,21.5,5.7,59,9,1.8,10.3,1114.449689,343,1955371,0,507246,243126,24902,1723.15,1362.9,1121.94,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-04,1.8,9.3,11.2,15.6,7.6,76,7,1.7,10.3,1164.045686,558.29,1955371,0,507246,243126,24902,1720.92,1362.84,1122.02,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-05,0,0,12,19.6,5.1,52,9,1.9,9.5,1107.456386,620.15,1955371,0,507246,243126,24902,1721.91,1362.58,1121.99,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-06,12.2,65.9,12.8,21,5.7,56,6,1.8,16.9,1179.714753,555.84,1955371,0,507246,243126,24902,1721.87,1362.4,1121.95,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-07,21.9,56,12.7,18,9.2,83,23,2,15.8,1157.364716,491.83,1955371,0,507246,243126,24902,1720.69,1362.24,1121.66,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-08,0,0,13.9,21.7,8,64,10,2.1,13.9,1110.022199,402.72,1955371,0,507246,243126,24902,1721.37,1362.09,1121.62,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-09,0,0.4,14.9,22.2,8.2,61,9,1.8,11.3,1222.301731,213.64,1955371,0,507246,243126,24902,1718.74,1361.78,1121.14,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-11,0.2,4.7,10.9,16.1,6.8,64,10,2.4,10.2,1125.093089,644.12,1955371,0,507246,243126,24902,1721.66,1361.61,1121.04,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-12,0.6,10.8,12.5,19,6.2,59,11,2.1,13.9,1171.993239,503.92,1955371,0,507246,243126,24902,1720.35,1361.38,1120.72,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-13,13.1,46.6,14.2,18.2,10.9,88,27,1.4,9.6,1209.903755,506.57,1955371,0,507246,243126,24902,1720.66,1361.19,1120.38,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-14,0,0,14.7,21.3,9.6,70,9,2.1,12,1385.479568,413.39,1955371,0,507246,243126,24902,1719.04,1361.15,1120.72,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-15,0,0,13.7,21.2,6.5,61,12,2.1,12,1358.283362,519.83,1955371,0,507246,243126,24902,1718.52,1361.3,1120.93,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
2016-04-16,29.2,102,14.6,20.7,7.9,74,5,2.7,25.7,1409.474778,320.52,1955371,0,507246,243126,24902,1718.89,1361.59,1120.85,1,4.3,-0.7,1.9,1.9,2.5,1.9,0.6
