날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추가격,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2017-08-26,0,0.1,23.2,29.6,17.9,61,12,1.7,8,1144.623222,523.56,2357438,0,551549,257474,32416,1811.88,1459.66,1252.84,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-28,8.4,41.8,23.7,28.8,18.3,79,26,1.5,8.7,1246.475299,790.83,2357438,0,551549,257474,32416,1811.23,1460.66,1253.84,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-29,1.1,29.5,22.3,26.9,18.2,66,19,2.4,12.2,1110.876525,754.95,2357438,0,551549,257474,32416,1811.86,1461.6,1254.68,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-30,0,0.5,19.7,24,16.6,65,25,1.7,10.8,1330.588502,484.54,2357438,0,551549,257474,32416,1812.96,1462.3,1255.28,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-08-31,0,0,21.1,27.3,15.5,69,27,1.8,10.8,1342.837054,630.78,2357438,0,551549,257474,32416,1813.23,1462.61,1255.71,2.5,10.7,1,1.6,1,2.4,1.8,3.5
2017-09-01,0,0.7,21.3,27.6,16,67,22,1.8,9.9,1363.758601,677.22,2357438,0,551549,257474,32416,1814.6,1463.76,1256.63,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-02,0,0,20.7,26.5,15.3,72,26,1.5,8.2,1602.260343,450.73,2357438,0,551549,257474,32416,1814.13,1464.34,1256.87,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-04,0,14.2,21.9,27.7,17,71,19,1.5,9.2,1301.134013,935.13,2357438,0,551549,257474,32416,1813.56,1465.35,1257.79,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-05,1.6,15.8,20.7,23.4,18.1,84,49,1.2,7.5,1295.795798,837.73,2357438,0,551549,257474,32416,1814.42,1466.28,1258.34,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-06,15.4,91.5,20.9,23.9,18.5,88,43,1,11,1310.496244,849.78,2357438,0,551549,257474,32416,1814.35,1466.99,1258.77,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-07,1.2,36.3,21.4,26.9,17.8,81,42,1.4,9.1,1326.932661,680.64,2357438,0,551549,257474,32416,1815.43,1467.98,1259.7,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-08,0,0,22.4,28.8,17.7,77,30,1.3,7.7,1170.077706,868.41,2357438,0,551549,257474,32416,1815.99,1469.35,1261.03,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-09,0,0,22.2,28.8,17.4,79,23,1.1,5.3,1176.184473,548.96,2357438,0,551549,257474,32416,1816.14,1470.74,1262.06,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-11,46.6,308,20.6,23.6,18.2,90,51,1.9,16.7,1262.380051,850.26,2357438,0,551549,257474,32416,1816.06,1472.94,1264.02,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-12,0,9.2,21.8,27.8,17.1,75,24,1.7,9.9,1401.240337,504.22,2357438,0,551549,257474,32416,1820.25,1475.32,1266.83,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-13,0,1,20.1,27.2,14.4,66,10,1.7,9.3,1198.216081,929.86,2357438,0,551549,257474,32416,1821.24,1477.01,1268.36,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-14,0,2.2,20.3,27.2,13.6,70,20,1.6,8.8,1060.292898,1039.88,2357438,0,551549,257474,32416,1822.7,1478.52,1269.71,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-15,0,0.1,20.6,25.3,16.5,62,25,2.9,11.6,1083.853925,886.36,2357438,0,551549,257474,32416,1823.78,1480.04,1271.4,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-16,0.1,3.3,20.5,24.8,16.1,68,35,2.7,15.3,958.5999677,742.34,2357438,0,551549,257474,32416,1824.4,1481.65,1272.82,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-18,0,0,20.7,27.2,15.2,74,27,1.5,9.1,1323.278028,620.19,2357438,0,551549,257474,32416,1825.35,1483.77,1274.84,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-19,3.5,31.1,21.9,27.3,16.5,78,29,2.1,9.4,1080.373468,1032.38,2357438,0,551549,257474,32416,1826.16,1485.17,1276.16,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-20,0.4,6.2,19.7,24.5,14,63,17,2.1,10.2,1114.721541,964.54,2357438,0,551549,257474,32416,1826.06,1486.11,1277.17,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-21,0,0,18.2,25.7,11.8,73,14,1.3,7.5,1003.212245,976.89,2357438,0,551549,257474,32416,1826.46,1487.25,1278.3,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-22,0,3.3,19.3,26.5,14,76,17,1.3,10.2,1077.841156,916.28,2357438,0,551549,257474,32416,1827.73,1488.24,1279.34,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-23,0,0.5,19.9,26.3,14.9,79,1,1.2,8.4,1033.757137,904.84,2357438,0,551549,257474,32416,1827.18,1489.15,1280.14,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-25,0,0,21.8,28.5,16.9,76,24,1.4,7.9,1005.430974,1223.65,2357438,0,551549,257474,32416,1829.13,1490.52,1281.54,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-26,0,32.6,22.3,28.3,16.9,74,24,1.6,10.2,943.5738592,1171.93,2357438,0,551549,257474,32416,1827.4,1491.59,1282.56,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-27,21,54.1,19.4,22.6,17.3,88,35,1.8,14.1,996.6268783,985.88,2357438,0,551549,257474,32416,1828.77,1492.61,1283.51,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-28,0.2,7.5,19.7,25.1,15,65,6,2.2,11,1040.488169,787.31,2357438,0,551549,257474,32416,1828.46,1493.88,1284.76,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-29,0,0,15.8,21.8,10.3,56,6,1.7,13.5,998.475201,968.06,2357438,0,551549,257474,32416,1829.84,1495.49,1286.33,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-09-30,0,0,17.3,25.9,9.9,67,10,1.4,9.4,891.3306307,1144.57,2357438,0,551549,257474,32416,1830.76,1497.04,1287.99,2,4.1,1.2,1.5,1,2.3,1.6,2.8
2017-10-01,21.2,111.9,16.6,20.3,12.9,83,17,1.6,17.8,1003.846869,32.26,2357438,0,551549,257474,32416,1831.53,1498.61,1289.44,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-02,15,220.6,19.9,24.6,16.5,86,32,1.8,16.4,1277.727642,831.66,2357438,0,551549,257474,32416,1832.86,1499.74,1290.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-03,0.6,19,18.1,23.1,14.9,74,31,1.9,11.6,2165.048424,162.11,2357438,0,551549,257474,32416,1834.49,1500.86,1291.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-07,0.1,4.5,19.4,24.6,15.9,85,42,1.2,8.9,1295.775304,158.76,2357438,0,551549,257474,32416,1833.92,1502.37,1293.05,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-09,0,0,20.9,27.1,16.4,82,34,1.1,6.3,811.0298647,1405.94,2357438,0,551549,257474,32416,1834.32,1502.79,1293.63,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-10,1.5,38.8,20.9,26.6,16.8,84,35,1.2,8.7,598.0863897,1048.02,2357438,0,551549,257474,32416,1833.25,1503,1293.86,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-11,6.3,36.5,17.7,21.8,14.6,85,53,1.9,11.8,546.9872187,861.18,2357438,0,551549,257474,32416,1835.23,1503.39,1294.35,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-12,9.3,44.2,13.1,15.5,10.6,86,39,1.5,14,433.8773504,616.34,2357438,0,551549,257474,32416,1835.65,1503.75,1294.79,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-13,0,13.5,13,19.2,7.7,68,19,1.9,11.2,339.4819406,956.84,2357438,0,551549,257474,32416,1835.07,1504.14,1295.24,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-14,0,1.9,14.1,20.3,8.9,60,16,1.8,13.9,353.9594922,612.87,2357438,0,551549,257474,32416,1835.41,1504.48,1295.57,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-16,0,17.9,15.5,20.2,12.1,71,23,1.6,13.1,309.6375139,1104.87,2357438,0,551549,257474,32416,1835.43,1505.13,1296.3,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-17,0,0,15.1,21.6,9.7,73,23,1.5,10.3,346.3983117,835.62,2357438,0,551549,257474,32416,1836.07,1505.46,1296.58,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-18,0.3,7.5,15.6,18.7,13,70,37,2.1,12.1,285.5582119,925.68,2357438,0,551549,257474,32416,1836.06,1505.53,1296.72,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-19,0.5,11.7,15.3,20.5,11.3,74,32,1.5,10.6,311.9015457,793.3,2357438,0,551549,257474,32416,1835.8,1505.79,1297.04,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-20,0,0,15.2,22.4,10.1,76,22,1.4,9.3,346.8040233,706.09,2357438,0,551549,257474,32416,1835.65,1506,1297.28,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-21,0,0,15.1,22.6,9.4,72,17,1.8,14,338.7410921,609.43,2357438,0,551549,257474,32416,1835.34,1506.18,1297.32,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-23,0,0,12.9,18.6,8,61,28,1.9,13.8,314.8818507,944.19,2357438,0,551549,257474,32416,1836.29,1506.44,1297.76,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-24,0.1,1.2,11.7,18.5,7.3,74,12,1.2,8,295.5325567,903.43,2357438,0,551549,257474,32416,1837.36,1506.61,1298.06,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-25,0,0,11.7,19.8,6,75,24,1.2,7.6,292.5479773,769.58,2357438,0,551549,257474,32416,1837.29,1506.74,1298.36,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-26,0,0,12.7,19.5,6.9,75,14,1,6,315.4594277,720.98,2357438,0,551549,257474,32416,1837,1506.88,1298.45,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-27,0,0,14.4,21.5,9.6,73,16,1.1,7,305.1358523,758.95,2357438,0,551549,257474,32416,1836.1,1507,1298.62,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-28,0,0,15.3,22.1,9.2,76,27,1.5,10.9,299.0424338,590.87,2357438,0,551549,257474,32416,1836.49,1507.12,1298.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-30,0,3.2,7.9,14.1,2.9,47,12,2.3,19.7,322.7277593,878.21,2357438,0,551549,257474,32416,1836.74,1507.5,1299.12,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-10-31,0,0,8.8,17.5,1,60,10,1.3,7.9,327.8406744,660.87,2357438,0,551549,257474,32416,1836.41,1507.71,1299.33,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2
2017-11-01,0,0,12.2,18.5,6,70,15,1.5,10,327.9820031,774.8,2357438,0,551549,257474,32416,1836.79,1508.62,1300.42,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-02,0.1,3.7,13.4,19.3,9,78,28,1.1,7,372.3012841,779.29,2357438,0,551549,257474,32416,1837.22,1508.95,1300.9,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-03,1.3,20.9,12.1,18.4,7.1,72,28,2.2,16.8,422.4499865,824.48,2357438,0,551549,257474,32416,1837.44,1509.35,1301.18,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-04,1.3,33,8.1,13.8,3.6,60,20,2.2,18.9,409.5176508,777.84,2357438,0,551549,257474,32416,1838.14,1509.82,1301.58,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-06,0,0,9.6,18,2.6,69,6,1.3,9.1,318.9212691,1246.13,2357438,0,551549,257474,32416,1838.04,1510.48,1302.67,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-07,0.1,5.2,13.5,19.8,6.4,73,23,1.2,10,297.4132467,1185.52,2357438,0,551549,257474,32416,1840.38,1512.06,1304.13,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-08,0,1.9,14.1,19.6,7.5,61,12,2.4,12.6,330.8679739,1100.56,2357438,0,551549,257474,32416,1842.4,1513.34,1305.54,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-09,0,0,9.2,17.6,2.8,61,9,1.2,10.5,344.1166376,1188.71,2357438,0,551549,257474,32416,1843.49,1514.43,1306.59,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-10,2,9.6,11.5,19.4,4.3,66,18,2.7,15.9,445.2802199,1047.23,2357438,0,551549,257474,32416,1844.16,1515.57,1307.84,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-11,0,0,6.7,12.1,1.7,51,12,2.5,16,453.4302252,1469.89,2357438,0,551549,257474,32416,1844.7,1516.76,1308.84,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-13,0.4,7.8,8.2,14.4,1.2,66,12,1.4,11.8,396.395479,1974.51,2357438,0,551549,257474,32416,1844.8,1518.65,1310.79,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-14,0,1.1,9.2,14.4,4.1,51,14,2.2,15.1,365.4313803,1572.46,2357438,0,551549,257474,32416,1847.47,1520.74,1312.47,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-15,0,0.8,5.5,10.3,1.2,49,13,2.6,16.4,369.6417351,1895.08,2357438,0,551549,257474,32416,1850.48,1521.86,1313.66,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-16,0,0.1,3.1,9.3,-1.6,51,11,1.6,8.2,401.8525858,1891.96,2357438,0,551549,257474,32416,1851.4,1522.81,1314.62,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-17,0.2,1.5,5.1,10.4,-2,56,8,1.2,13.9,454.7791896,1932.61,2357438,0,551549,257474,32416,1850.5,1523.72,1315.54,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-18,0,30.9,2,7.6,-2.1,44,8,3.6,19.1,453.319125,1995.07,2357438,0,551549,257474,32416,1850.93,1524.64,1316.3,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-20,0,2.3,3.1,8.3,-1.5,55,14,2,9.9,422.1650354,2277.14,2357438,0,551549,257474,32416,1852.48,1525.97,1317.77,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-21,0,0.5,2.9,10.2,-2.7,63,10,1.2,11,377.4903511,1508.2,2357438,0,551549,257474,32416,1853.12,1526.88,1318.76,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-22,0.5,3.6,5.3,10.7,0.1,63,15,1.8,15.4,437.4840422,1514.15,2357438,0,551549,257474,32416,1853.54,1527.6,1319.5,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-23,0.6,6.8,2.3,6.7,-2,57,15,2.4,18.2,476.1330737,1893.75,2357438,0,551549,257474,32416,1853.82,1528.28,1320.24,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-24,1.3,8,1.9,6.5,-2.1,68,17,2.2,16.1,557.2523564,1984.88,2357438,0,551549,257474,32416,1852.33,1529.12,1321.02,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-25,3.3,33.5,4,10.4,-3.4,70,26,1.9,13.4,497.7861638,1968.63,2357438,0,551549,257474,32416,1852.52,1529.99,1321.87,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-27,0,0,3.9,11.6,-1.8,73,28,1.1,8.4,420.2876903,2124.44,2357438,0,551549,257474,32416,1852.09,1531.27,1323.38,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-28,0,2.6,7.3,14.4,0.7,76,20,1.2,9.8,362.4767303,1436.53,2357438,0,551549,257474,32416,1852.94,1532.2,1324.24,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-29,0,10.9,7.5,12.2,3.1,52,12,2.3,14.1,368.0225441,1480.12,2357438,0,551549,257474,32416,1853.11,1533.11,1325.08,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-11-30,0,4.8,2.1,6.6,-1.9,32,8,3.1,14.5,451.8821687,1334.28,2357438,0,551549,257474,32416,1853.63,1533.76,1325.78,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3
2017-12-01,0,0.6,-0.6,4.8,-5.2,41,11,2.1,13.5,425.6202354,1371.58,2357438,0,551549,257474,32416,1853.66,1534.92,1327.06,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-02,0,0.5,1.3,8.1,-4.9,58,14,1.2,10.9,460.331727,982.98,2357438,0,551549,257474,32416,1853.97,1535.66,1327.66,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-04,0.2,13,2.2,6.9,-2.6,57,13,2.9,17.6,455.5243549,970.17,2357438,0,551549,257474,32416,1854.84,1536.55,1328.63,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-05,0.2,10.1,-2.3,1.9,-6,47,12,2.6,19.3,429.4105117,809.38,2357438,0,551549,257474,32416,1854.96,1536.83,1328.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-06,0.9,7.7,0.6,6.7,-5.2,69,22,1.3,12.6,468.7276728,521.78,2357438,0,551549,257474,32416,1855.37,1537.35,1329.52,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-07,0.9,6.5,2.6,7.6,-1.9,66,18,1.7,15.8,477.4483922,591.14,2357438,0,551549,257474,32416,1855.28,1537.85,1329.85,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-08,0.2,11.7,-1.3,2.4,-4.3,49,14,2.8,20.7,454.066965,949.75,2357438,0,551549,257474,32416,1855.95,1538.13,1330.2,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-09,0,1.7,0.7,6.2,-4.5,62,19,1.3,12.9,533.1547309,551.13,2357438,0,551549,257474,32416,1856.24,1538.36,1330.31,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-11,0.2,4.7,-3,1.7,-6.7,49,14,4.1,19.1,450.0846627,1095.41,2357438,0,551549,257474,32416,1855.06,1538.86,1330.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-12,0,4.7,-6,-1.7,-9.7,47,9,2.7,18.2,457.0630472,577.69,2357438,0,551549,257474,32416,1855.24,1539.28,1331.29,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-13,0,4,-5.2,0.4,-9.6,45,5,2.3,12.6,529.0274062,275.12,2357438,0,551549,257474,32416,1854.39,1539.47,1331.57,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-14,0,2,-4,2.8,-10.5,50,6,1.1,9.3,481.5727062,358.82,2357438,0,551549,257474,32416,1854.78,1539.97,1332.08,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-15,0,1.3,-0.8,4.7,-7.2,48,2,1.4,10.4,600.1212903,307.03,2357438,0,551549,257474,32416,1855.45,1540.38,1332.49,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-16,0.2,6.5,-1.7,2.1,-5.6,49,14,3.1,24.2,617.9013586,378.34,2357438,0,551549,257474,32416,1855.17,1540.66,1332.66,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-18,0.3,3.4,-0.2,5.7,-7.3,66,27,1.7,11.9,552.5134211,675.8,2357438,0,551549,257474,32416,1855.17,1541.12,1333.36,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-19,0.1,4.4,-1.3,3.4,-5.9,52,17,2.6,16.2,541.0657064,494.32,2357438,0,551549,257474,32416,1855.53,1541.55,1333.75,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-20,0.7,6.2,-1.5,4.7,-7.8,61,17,1.5,17.1,510.1791698,592.68,2357438,0,551549,257474,32416,1856.4,1541.76,1333.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-21,0,0.5,-0.1,5.8,-4.8,65,12,1.6,11.4,506.5321113,443.29,2357438,0,551549,257474,32416,1856.41,1541.99,1334.31,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-22,0,0,1.7,8.5,-4.3,68,27,1.4,10,560.8780139,403.25,2357438,0,551549,257474,32416,1856.79,1542.3,1334.57,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-23,0,0,3.9,11,-1.1,75,20,1.1,9.4,519.1915299,462.43,2357438,0,551549,257474,32416,1856.14,1542.58,1334.72,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-25,0,3.5,0.2,3.5,-2.7,49,13,3.1,22.5,518.6657527,456.62,2357438,0,551549,257474,32416,1856.93,1542.87,1334.85,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-26,0.1,1.9,-0.6,4.1,-4.9,51,12,3.1,15.1,525.0416663,437.76,2357438,0,551549,257474,32416,1856.32,1542.99,1335.22,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-27,0,1,-3.9,0.7,-8,38,7,2.7,15.9,514.6900656,520.34,2357438,0,551549,257474,32416,1855.9,1543.24,1335.45,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-28,0,0,-1.5,3.7,-6.9,52,13,1.5,9.2,524.0268533,522.39,2357438,0,551549,257474,32416,1855.74,1543.52,1335.82,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-29,0,0.3,2.9,8,-2.1,70,31,1.7,11.9,500.1968486,348.54,2357438,0,551549,257474,32416,1855.82,1543.74,1335.98,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2017-12-30,0.6,5.9,2.9,7.1,-1.6,77,35,1,13.6,587.4433327,272.64,2357438,0,551549,257474,32416,1856.28,1543.99,1336.12,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
2018-01-02,0,0,0.2,5.8,-5.3,57,14,1.8,11,499.35363,21.35,2460416,0,581566,276496,31141,1855.84,1544.93,1337.13,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-03,0,3.8,-1.6,2.8,-5.3,46,13,2.4,12.1,581.7430567,597.12,2460416,0,581566,276496,31141,1857.61,1545.28,1337.44,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-04,0,5,-1.7,2.3,-5.6,51,12,1.6,10.9,526.6744146,640.17,2460416,0,581566,276496,31141,1857.49,1545.57,1337.83,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-05,0,4.5,-0.1,4.7,-3.4,54,10,2,16.2,515.1272029,513.2,2460416,0,581566,276496,31141,1857.6,1546.36,1338.72,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-06,0,1.9,-0.7,5.5,-5.4,54,15,2,15.9,513.1186342,352.37,2460416,0,581566,276496,31141,1857.36,1546.89,1339.14,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-08,2.4,10.5,2.3,4.8,0.1,76,17,2,21.2,482.5350672,621.66,2460416,0,581566,276496,31141,1856.8,1547.49,1339.89,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-09,1.4,11.5,-1.3,1.5,-3.4,65,24,3.7,22.2,557.8739589,359.95,2460416,0,581566,276496,31141,1856.27,1547.8,1340.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-10,2.2,16,-4.5,-0.7,-8.1,63,15,3,24.9,538.2793572,431.64,2460416,0,581566,276496,31141,1856.82,1548.16,1340.81,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-11,0.8,21.3,-8.2,-4.3,-11.3,59,18,2.7,24.5,560.267394,298.44,2460416,0,581566,276496,31141,1856.75,1548.67,1341.37,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-12,0,6.7,-8.5,-3.7,-13.4,54,12,2.2,18.3,495.9574002,228.17,2460416,0,581566,276496,31141,1857.72,1549.23,1341.98,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-13,0.1,6.5,-3.1,3.1,-8.8,69,24,1.3,11.8,685.5946648,123.56,2460416,0,581566,276496,31141,1858.03,1549.76,1342.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-15,0,1.4,4.4,10.8,-0.9,70,13,1.5,12.2,514.7948511,720.96,2460416,0,581566,276496,31141,1858.61,1550.69,1343.6,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-16,7,40.9,3.8,8.2,-0.8,80,18,1.1,10.8,511.6899722,687.66,2460416,0,581566,276496,31141,1859.43,1551.58,1344.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-17,5,12.3,4.3,7.8,1.7,87,43,1.4,14.1,517.3768337,649.24,2460416,0,581566,276496,31141,1860.38,1552.16,1345.19,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-18,0,0.3,3.7,7.8,0.1,70,16,1.8,12.3,502.0175881,736.86,2460416,0,581566,276496,31141,1861.71,1552.73,1345.96,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-19,0,0,1.3,7.3,-3,55,6,1.5,9.2,500.0594979,790.77,2460416,0,581566,276496,31141,1861.68,1553.32,1346.66,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-20,0,0,1.2,7.7,-4.1,64,21,1.4,9.3,545.6207771,538.02,2460416,0,581566,276496,31141,1862.64,1553.92,1347.17,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-22,1.2,5.8,2.9,7.6,-0.6,63,25,1.9,18.9,522.1603846,625.22,2460416,0,581566,276496,31141,1862.46,1554.73,1348.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-23,0,1.8,-6.4,0.7,-10,46,11,4,16.5,526.8374235,572.55,2460416,0,581566,276496,31141,1862.29,1555.27,1348.97,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-24,0,8.4,-10.4,-6.5,-13.4,38,12,3.5,15.9,513.067418,403.91,2460416,0,581566,276496,31141,1863.61,1555.85,1349.88,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
2018-01-25,0,7.4,-9.9,-5.1,-13.9,41,11,3.2,16.1,559.5562207,161.03,2460416,0,581566,276496,31141,1863.86,1556.44,1350.65,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
