,날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,마늘가격,마늘거래량,마늘생산량,마늘저장이월량,마늘수입량,마늘수입금액,마늘재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
367,2015-01-08,0.0,0.2,-2.5,3.3,-7.8,55,11,2.2,17.4,2914.05577,16.57,266273,7256,70576,70057,20638,1939.51,1558.9,1375.62,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
368,2015-01-09,0.0,0.3,-0.2,4.9,-5.1,61,13,2.2,14.7,3118.419369,25.51,266273,7256,70576,70057,20638,1934.03,1553.5,1371.0,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
369,2015-01-10,0.0,0.0,1.0,6.7,-4.2,58,15,2.2,14.7,3159.784607,18.97,266273,7256,70576,70057,20638,1932.51,1547.42,1365.63,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
370,2015-01-11,0.1,9.5,1.0,6.0,-3.3,59,10,2.8,15.9,2716.038232,67.58,266273,7256,70576,70057,20638,1927.99,1544.35,1362.95,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
371,2015-01-12,0.0,4.2,-1.7,4.8,-6.5,53,13,1.6,13.8,2272.291857,116.19,266273,7256,70576,70057,20638,1926.31,1540.37,1359.51,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
372,2015-01-13,0.0,0.0,0.4,7.9,-6.5,59,11,1.0,7.1,3149.195389,18.61,266273,7256,70576,70057,20638,1914.07,1532.39,1352.35,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
373,2015-01-14,0.4,45.1,2.7,5.9,-0.2,64,8,1.0,12.4,2973.0488,19.71,266273,7256,70576,70057,20638,1905.75,1524.05,1345.01,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
374,2015-01-15,0.2,14.5,3.1,9.1,-1.3,69,22,1.6,14.4,3209.362471,15.6,266273,7256,70576,70057,20638,1896.81,1514.91,1337.26,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
375,2015-01-16,0.3,1.8,1.5,5.3,-2.6,74,27,2.4,19.9,3395.133348,18.15,266273,7256,70576,70057,20638,1890.56,1504.89,1328.8,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
376,2015-01-17,0.0,10.4,-0.9,3.1,-4.6,47,9,3.5,19.7,3151.963489,12.96,266273,7256,70576,70057,20638,1884.8,1496.7,1321.81,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
377,2015-01-18,1.3,8.0,0.0,5.8,-6.8,59,6,2.1,19.5,3186.342154,16.060000000000002,266273,7256,70576,70057,20638,1886.05,1493.03,1318.59,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
378,2015-01-19,0.4,3.3,2.7,6.4,-1.3,60,20,3.2,20.0,3220.720819,19.16,266273,7256,70576,70057,20638,1881.37,1487.27,1314.39,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
379,2015-01-20,0.0,1.0,0.4,6.8,-5.3,65,19,1.3,9.3,3192.2151949999998,20.03,266273,7256,70576,70057,20638,1870.59,1477.8,1306.49,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
380,2015-01-21,3.1,12.7,2.9,6.5,-0.6,77,36,1.1,7.9,2188.865427,54.22,266273,7256,70576,70057,20638,1865.64,1468.93,1299.88,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
381,2015-01-22,1.9,14.9,3.1,6.3,0.5,82,41,2.0,17.6,3170.885536,17.63,266273,7256,70576,70057,20638,1857.4,1461.23,1293.85,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
382,2015-01-23,0.0,0.0,1.4,6.8,-2.7,75,30,1.4,12.4,2994.577665,15.81,266273,7256,70576,70057,20638,1853.73,1453.69,1288.2,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
383,2015-01-24,0.0,0.0,2.6,8.8,-1.9,69,25,1.5,8.1,3009.553893,20.58,266273,7256,70576,70057,20638,1849.48,1447.97,1283.59,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
384,2015-01-25,3.8,24.5,3.7,7.8,-1.3,80,33,1.4,13.3,3037.3243155,22.47,266273,7256,70576,70057,20638,1848.04,1444.92,1281.01,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
385,2015-01-26,1.7,21.5,5.6,9.1,2.7,90,45,1.8,14.3,3065.094738,24.36,266273,7256,70576,70057,20638,1845.45,1440.86,1278.11,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
386,2015-01-27,0.3,8.6,0.5,4.6,-3.7,62,18,3.1,15.2,3282.999216,17.86,266273,7256,70576,70057,20638,1841.86,1434.8,1273.63,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
387,2015-01-28,0.3,5.8,-2.1,3.5,-6.0,61,15,2.0,13.1,2998.409334,15.73,266273,7256,70576,70057,20638,1839.27,1430.24,1269.86,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
388,2015-01-29,1.4,19.1,0.3,3.7,-3.6,78,39,1.2,14.7,3106.2930739999997,17.35,266273,7256,70576,70057,20638,1836.61,1425.61,1266.38,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
389,2015-01-30,0.2,3.4,0.0,3.6,-3.6,57,14,3.1,18.8,3041.370605,22.41,266273,7256,70576,70057,20638,1834.98,1422.01,1263.61,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
390,2015-01-31,0.0,0.2,-2.7,2.6,-6.9,53,12,2.4,17.8,3035.154685,19.53,266273,7256,70576,70057,20638,1833.83,1419.11,1261.36,1.0,1.7,0.2,2.7,0.5,1.9,2.6,-0.3
391,2015-02-01,0.0,0.1,-1.9,5.5,-8.0,55,11,1.4,9.9,2936.618824,53.65,266273,7256,70576,70057,20638,1832.01,1416.41,1259.09,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
392,2015-02-02,0.0,0.5,-0.2,7.3,-5.5,61,15,1.2,9.8,2838.082963,87.77,266273,7256,70576,70057,20638,1830.12,1413.88,1257.22,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
393,2015-02-03,0.0,0.4,0.7,7.9,-5.1,65,20,1.3,12.3,3212.0068699999997,24.45,266273,7256,70576,70057,20638,1826.18,1411.25,1255.15,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
394,2015-02-04,0.0,9.5,0.9,6.1,-3.4,68,16,1.8,15.3,3254.647832,23.75,266273,7256,70576,70057,20638,1828.49,1410.11,1254.47,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
395,2015-02-05,0.3,13.8,0.9,5.4,-2.9,63,23,2.5,20.4,3048.756837,21.83,266273,7256,70576,70057,20638,1829.95,1409.74,1254.21,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
396,2015-02-06,0.0,0.0,1.3,7.4,-3.6,59,13,1.9,12.7,2928.271284,20.47,266273,7256,70576,70057,20638,1824.56,1409.82,1254.27,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
397,2015-02-07,0.0,0.4,2.2,7.1,-2.6,63,22,2.1,13.2,2721.01051,18.36,266273,7256,70576,70057,20638,1824.04,1410.59,1254.68,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
398,2015-02-08,0.0,14.0,-4.8,2.5,-8.3,40,8,4.6,21.5,2641.8342695,75.02000000000001,266273,7256,70576,70057,20638,1822.67,1410.96,1254.67,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
399,2015-02-09,0.1,4.5,-3.9,1.2,-10.7,47,7,3.3,17.8,2562.6580289999997,131.68,266273,7256,70576,70057,20638,1822.52,1411.86,1255.7,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
400,2015-02-10,0.0,0.0,3.0,8.1,-2.2,57,20,3.0,13.1,2595.768596,69.93,266273,7256,70576,70057,20638,1828.91,1415.54,1258.47,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
401,2015-02-11,0.0,0.0,4.0,9.7,-1.2,60,18,2.1,11.2,3306.890217,25.18,266273,7256,70576,70057,20638,1838.84,1420.67,1263.0,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
402,2015-02-12,0.0,0.5,0.6,4.8,-3.2,41,11,3.4,17.3,3295.657344,24.78,266273,7256,70576,70057,20638,1843.24,1424.82,1266.29,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
403,2015-02-13,0.0,1.9,-0.7,5.2,-6.4,42,10,2.7,13.7,3070.074463,25.33,266273,7256,70576,70057,20638,1844.67,1428.39,1269.31,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
404,2015-02-14,0.0,0.3,2.2,9.2,-4.8,64,16,1.9,10.9,3325.7464449999998,28.2,266273,7256,70576,70057,20638,1846.1,1433.49,1273.23,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
405,2015-02-15,3.8,63.5,6.1,11.0,-0.2,70,27,1.8,13.0,1757.5342469999998,0.15,266273,7256,70576,70057,20638,1848.33,1436.24,1275.21,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
406,2015-02-16,10.0,28.7,5.1,6.8,3.8,92,49,2.0,16.8,3018.669157,32.79,266273,7256,70576,70057,20638,1847.93,1440.21,1278.58,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
407,2015-02-17,0.3,23.0,3.6,6.4,1.7,74,28,2.9,17.3,3448.604557,24.1,266273,7256,70576,70057,20638,1856.44,1448.15,1285.13,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
408,2015-02-18,0.1,8.5,2.3,4.8,0.6,70,34,2.5,17.6,3686.265204,1.6,266273,7256,70576,70057,20638,1859.32,1455.67,1290.35,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
409,2015-02-19,0.2,6.1,2.3,8.3,-2.1,68,20,1.7,17.9,1843.132602,0.8,266273,7256,70576,70057,20638,1861.13,1458.18,1292.03,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
410,2015-02-22,1.0,4.5,6.3,11.3,1.7,73,19,2.9,14.7,1451.7804664999999,27.76,266273,7256,70576,70057,20638,1857.4,1463.26,1295.6,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
411,2015-02-23,0.0,0.0,3.2,8.6,-0.2,56,12,2.7,11.0,2903.5609329999997,55.52,266273,7256,70576,70057,20638,1860.15,1465.55,1297.69,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
412,2015-02-24,0.0,0.0,3.4,9.6,-0.9,57,10,1.9,11.0,3742.867897,34.72,266273,7256,70576,70057,20638,1868.24,1470.24,1301.4,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
413,2015-02-25,0.1,1.9,5.2,11.2,-0.4,58,9,1.4,11.0,3270.70723,27.86,266273,7256,70576,70057,20638,1871.63,1473.61,1304.12,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
414,2015-02-26,0.2,1.7,3.6,8.2,-1.1,53,10,3.5,14.4,3224.377617,26.18,266273,7256,70576,70057,20638,1872.42,1476.36,1306.49,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
415,2015-02-27,0.0,2.2,-0.3,4.1,-3.7,42,11,2.9,14.5,3365.756495,27.02,266273,7256,70576,70057,20638,1873.45,1479.16,1308.39,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
416,2015-02-28,1.6,13.0,2.0,6.8,-3.7,59,17,1.6,8.8,3327.015135,27.35,266273,7256,70576,70057,20638,1873.78,1481.31,1309.89,0.6,1.8,-0.8,2.6,0.4,1.9,2.4,-0.6
417,2015-03-01,0.9,5.5,3.2,7.1,0.5,65,21,2.8,17.7,3001.8051560000004,47.385000000000005,266273,7256,70576,70057,20638,1872.04,1484.13,1311.53,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
418,2015-03-02,0.0,0.0,3.5,10.5,-3.0,50,10,1.8,10.0,2676.595177,67.42,266273,7256,70576,70057,20638,1872.63,1486.66,1313.88,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
419,2015-03-03,2.8,15.0,3.6,7.6,0.5,69,24,2.0,18.5,2627.928571,73.14,266273,7256,70576,70057,20638,1876.33,1489.48,1315.72,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
420,2015-03-04,0.0,0.5,0.2,4.3,-2.8,40,11,4.6,20.7,2851.482189,36.94,266273,7256,70576,70057,20638,1881.31,1492.65,1318.11,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
421,2015-03-05,0.0,1.5,0.5,6.8,-5.6,48,6,1.8,12.5,3753.6242899999997,28.54,266273,7256,70576,70057,20638,1880.84,1495.4,1320.05,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
422,2015-03-06,0.0,9.7,3.0,10.5,-3.5,57,14,1.5,7.7,3351.3713850000004,13.14,266273,7256,70576,70057,20638,1879.65,1497.2,1321.14,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
423,2015-03-07,0.0,0.0,4.3,12.2,-2.4,56,8,1.5,9.4,3588.8488859999998,17.6,266273,7256,70576,70057,20638,1878.31,1499.25,1322.6,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
424,2015-03-08,0.0,0.4,6.4,14.6,-2.3,54,12,1.5,8.5,3539.4774690000004,18.87,266273,7256,70576,70057,20638,1876.87,1500.31,1322.97,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
425,2015-03-09,0.1,9.5,4.5,11.3,-3.3,46,8,3.9,22.1,3490.1060520000005,20.14,266273,7256,70576,70057,20638,1874.26,1503.27,1325.33,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
426,2015-03-10,0.0,2.2,-1.6,2.7,-5.4,34,5,5.1,25.4,2998.979875,54.36,266273,7256,70576,70057,20638,1877.65,1506.29,1327.36,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
427,2015-03-11,0.0,0.5,2.5,8.1,-3.3,43,13,3.9,16.2,2875.712844,52.72,266273,7256,70576,70057,20638,1880.06,1509.65,1329.39,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
428,2015-03-12,0.0,0.0,3.5,9.5,-2.9,38,8,2.9,12.5,2778.107338,51.65,266273,7256,70576,70057,20638,1884.36,1511.76,1330.81,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
429,2015-03-13,1.2,11.0,5.6,10.9,0.1,61,11,2.1,11.4,2745.908997,57.0,266273,7256,70576,70057,20638,1886.02,1513.36,1331.88,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
430,2015-03-14,0.0,0.1,4.8,11.7,-2.0,48,11,1.6,8.5,3306.512392,16.14,266273,7256,70576,70057,20638,1887.16,1514.6,1332.41,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
431,2015-03-15,0.0,0.0,6.4,15.2,-1.5,48,7,1.4,8.5,3517.9849995,20.84,266273,7256,70576,70057,20638,1887.83,1515.06,1332.54,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
432,2015-03-16,0.0,0.0,9.3,19.1,0.7,47,6,1.3,8.2,3729.457607,25.54,266273,7256,70576,70057,20638,1886.53,1515.93,1333.4,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
433,2015-03-17,0.0,0.1,11.7,20.2,3.0,51,11,1.4,8.9,3505.6372659999997,25.08,266273,7256,70576,70057,20638,1884.84,1516.46,1333.56,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
434,2015-03-18,31.8,145.1,9.6,12.3,7.8,84,30,2.6,14.4,3508.699272,24.86,266273,7256,70576,70057,20638,1884.73,1516.49,1333.26,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
435,2015-03-19,0.5,4.5,11.4,18.3,6.8,75,15,1.8,9.1,3646.942034,12.21,266273,7256,70576,70057,20638,1881.41,1516.22,1332.8,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
436,2015-03-20,0.0,0.5,12.1,19.6,7.1,60,2,1.5,12.6,3730.8882369999997,20.12,266273,7256,70576,70057,20638,1884.09,1515.78,1332.35,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
437,2015-03-21,0.0,0.0,11.9,19.4,5.1,49,7,1.8,10.0,3272.391294,21.02,266273,7256,70576,70057,20638,1883.09,1515.35,1331.55,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
438,2015-03-22,0.0,0.0,9.7,16.8,3.8,41,3,3.1,14.8,3441.3186754999997,28.740000000000002,266273,7256,70576,70057,20638,1882.53,1515.11,1330.85,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
439,2015-03-23,0.0,0.0,5.5,11.5,-0.3,34,5,3.3,12.4,3610.246057,36.46,266273,7256,70576,70057,20638,1880.62,1514.7,1330.94,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
440,2015-03-24,0.0,0.0,4.9,12.1,-1.6,44,5,2.0,11.4,3422.358442,24.8,266273,7256,70576,70057,20638,1878.47,1513.74,1329.71,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
441,2015-03-25,0.0,0.0,5.9,14.2,-2.4,49,5,1.6,8.5,3254.1997300000003,30.42,266273,7256,70576,70057,20638,1876.41,1512.95,1328.76,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
442,2015-03-26,0.0,0.0,8.1,17.0,-0.8,44,6,1.9,8.8,2977.749341,16.68,266273,7256,70576,70057,20638,1874.66,1512.06,1327.78,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
443,2015-03-27,0.0,1.0,9.6,18.3,1.3,44,8,2.0,10.2,3296.1485,21.29,266273,7256,70576,70057,20638,1876.52,1511.57,1327.12,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
444,2015-03-28,0.0,0.3,11.1,19.3,1.5,40,5,2.1,9.9,3323.188512,18.65,266273,7256,70576,70057,20638,1876.17,1511.21,1326.49,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
445,2015-03-29,0.0,0.2,12.0,19.1,6.2,55,13,1.8,8.3,3295.574705,25.244999999999997,266273,7256,70576,70057,20638,1877.39,1511.02,1325.99,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
446,2015-03-30,0.0,0.0,13.1,21.3,4.7,64,13,1.8,9.9,3267.9608980000003,31.84,266273,7256,70576,70057,20638,1880.65,1510.7,1325.85,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
447,2015-03-31,3.1,61.5,12.8,15.5,8.3,85,23,1.4,10.7,3499.2049700000002,18.67,266273,7256,70576,70057,20638,1881.42,1510.53,1325.48,0.5,-0.1,-0.4,2.5,0.6,1.9,2.2,-0.6
448,2015-04-01,1.9,14.0,11.7,15.9,9.2,85,37,2.5,15.7,3778.4930759999997,35.67,266273,7256,70576,70057,20638,1880.26,1510.64,1325.32,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
449,2015-04-02,7.7,43.0,13.4,19.5,8.4,78,35,3.5,21.9,1102.849414,94.46,266273,7256,70576,70057,20638,1882.29,1510.14,1324.72,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
450,2015-04-03,9.0,37.8,12.9,18.8,9.0,80,37,3.0,14.9,3165.31497,24.54,266273,7256,70576,70057,20638,1880.77,1509.8,1324.22,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
451,2015-04-04,17.8,69.4,11.1,16.2,7.7,71,28,3.0,19.9,3425.6685780000003,20.93,266273,7256,70576,70057,20638,1880.23,1509.23,1323.55,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
452,2015-04-05,3.0,9.5,10.0,11.7,8.4,89,46,1.6,9.4,3467.7334280000005,23.3,266273,7256,70576,70057,20638,1879.97,1508.95,1322.84,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
453,2015-04-06,4.2,36.6,10.4,13.3,7.4,82,21,1.9,12.8,3509.798278,25.67,266273,7256,70576,70057,20638,1875.9,1508.84,1322.78,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
454,2015-04-07,0.9,21.0,7.5,10.8,5.1,73,29,2.2,12.2,3429.784513,25.57,266273,7256,70576,70057,20638,1875.15,1508.26,1322.0,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
455,2015-04-08,0.3,3.0,7.9,12.4,4.3,69,3,1.8,10.6,3360.167458,25.08,266273,7256,70576,70057,20638,1871.76,1507.73,1321.39,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
456,2015-04-09,0.0,0.0,9.0,15.1,3.4,65,8,1.6,8.5,3151.4915260000002,50.33,266273,7256,70576,70057,20638,1873.23,1507.46,1320.94,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
457,2015-04-10,0.0,0.0,10.5,18.2,3.4,59,11,1.8,8.9,3557.033781,26.91,266273,7256,70576,70057,20638,1873.76,1507.05,1320.5,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
458,2015-04-11,0.0,0.0,11.4,19.5,3.5,56,7,1.7,8.5,3305.031715,22.67,266273,7256,70576,70057,20638,1872.4,1506.57,1319.76,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
459,2015-04-12,0.6,21.4,11.9,17.9,5.2,54,10,2.5,12.2,3337.1608724999996,26.15,266273,7256,70576,70057,20638,1872.22,1506.45,1319.41,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
460,2015-04-13,7.5,29.0,10.4,13.2,8.1,74,23,3.3,16.3,3369.2900299999997,29.63,266273,7256,70576,70057,20638,1871.82,1506.32,1319.39,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
461,2015-04-14,10.2,35.3,8.6,12.5,6.1,80,27,2.0,14.2,3797.493619,21.24,266273,7256,70576,70057,20638,1870.66,1505.82,1318.75,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
462,2015-04-15,1.0,5.9,12.0,18.8,5.9,66,20,2.7,12.2,3899.29205,26.74,266273,7256,70576,70057,20638,1865.3,1505.4,1318.36,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
463,2015-04-16,2.7,10.0,11.6,20.4,6.0,67,20,3.0,16.0,3391.7032409999997,31.35,266273,7256,70576,70057,20638,1868.73,1505.08,1317.87,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
464,2015-04-17,0.0,0.0,11.4,19.0,3.6,46,11,2.4,12.2,3050.8452850000003,282.09,266273,7256,70576,70057,20638,1869.18,1504.86,1317.63,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
465,2015-04-18,2.4,48.0,13.7,21.7,4.7,47,6,1.7,13.7,3257.071505,26.21,266273,7256,70576,70057,20638,1870.05,1504.72,1317.57,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
466,2015-04-19,14.2,104.5,14.2,17.2,11.3,89,18,1.8,12.7,3544.7716665,27.17,266273,7256,70576,70057,20638,1869.0,1504.61,1317.0,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
467,2015-04-20,11.0,22.0,11.5,14.6,8.1,89,22,2.1,15.4,3832.471828,28.13,266273,7256,70576,70057,20638,1866.53,1504.77,1317.33,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
468,2015-04-21,0.0,0.8,12.8,20.9,5.7,63,11,1.8,13.1,3593.3173090000005,30.1,266273,7256,70576,70057,20638,1875.7,1506.01,1318.27,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
469,2015-04-22,0.0,0.1,13.8,20.9,7.1,52,9,2.1,10.3,3574.5698490000004,23.24,266273,7256,70576,70057,20638,1877.47,1506.59,1318.64,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
470,2015-04-23,0.0,0.0,14.4,22.3,5.9,48,7,2.1,12.3,3436.3917450000004,41.62,266273,7256,70576,70057,20638,1879.03,1506.86,1318.71,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
471,2015-04-24,0.0,0.0,15.6,22.9,8.7,47,9,2.1,11.5,3508.989237,33.91,266273,7256,70576,70057,20638,1878.17,1507.29,1319.0,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
472,2015-04-25,0.0,0.0,15.7,24.2,6.7,40,8,1.9,10.8,3450.90625,20.16,266273,7256,70576,70057,20638,1877.48,1507.56,1319.09,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
473,2015-04-26,0.0,0.0,18.2,26.9,8.5,39,8,2.2,12.1,3467.4633945,30.310000000000002,266273,7256,70576,70057,20638,1876.97,1507.82,1318.86,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
474,2015-04-27,0.0,0.0,18.7,26.6,11.2,44,9,2.1,9.8,3484.020539,40.46,266273,7256,70576,70057,20638,1876.18,1508.22,1319.53,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
475,2015-04-28,8.2,102.5,17.6,23.9,10.9,62,11,1.9,12.8,2924.721565,42.78,266273,7256,70576,70057,20638,1880.35,1509.45,1320.26,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
476,2015-04-29,23.2,125.5,15.8,18.2,14.0,85,28,2.0,10.9,3532.276314,24.86,266273,7256,70576,70057,20638,1883.88,1510.16,1320.68,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
477,2015-04-30,0.2,9.1,17.9,24.0,13.1,75,26,1.6,9.2,3677.349939,31.21,266273,7256,70576,70057,20638,1883.77,1510.71,1321.04,0.4,0.2,-0.5,2.4,0.7,1.9,2.1,-0.7
478,2015-05-01,0.0,0.0,19.2,26.3,12.8,72,21,1.6,6.4,3656.5312200000003,20.69,266273,7256,70576,70057,20638,1883.1,1512.19,1321.68,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
479,2015-05-02,1.9,75.0,19.8,26.2,13.5,71,24,1.8,12.2,3272.530898,23.55,266273,7256,70576,70057,20638,1883.36,1513.22,1322.41,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
480,2015-05-03,12.9,67.5,17.6,20.2,15.8,92,52,1.7,14.9,2985.588382,35.82,266273,7256,70576,70057,20638,1882.82,1513.62,1322.22,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
481,2015-05-04,0.0,4.0,16.4,21.9,10.5,54,9,3.2,13.8,2698.645866,48.09,266273,7256,70576,70057,20638,1884.43,1514.4,1323.13,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
482,2015-05-05,0.0,0.0,14.2,21.9,5.9,45,11,2.2,12.2,3154.5843449999998,37.97,266273,7256,70576,70057,20638,1889.5,1516.14,1323.87,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
483,2015-05-06,0.0,1.0,14.9,22.1,7.7,50,6,1.5,9.5,3500.9133090000005,25.22,266273,7256,70576,70057,20638,1890.33,1517.43,1324.85,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
484,2015-05-07,0.0,1.0,16.3,24.1,8.7,49,6,1.8,10.0,2698.817889,35.04,266273,7256,70576,70057,20638,1893.95,1519.81,1326.34,0.6,2.7,-0.3,2.5,0.7,1.8,2.1,-0.5
