,날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,마늘가격,마늘거래량,마늘생산량,마늘저장이월량,마늘수입량,마늘수입금액,마늘재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
1432,2017-12-18,0.3,3.4,-0.2,5.7,-7.3,66,27,1.7,11.9,4326.016388,31.73,303580,3742,43040,58210,24864,1855.17,1541.12,1333.36,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1433,2017-12-19,0.1,4.4,-1.3,3.4,-5.9,52,17,2.6,16.2,4081.646926,18.57,303580,3742,43040,58210,24864,1855.53,1541.55,1333.75,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1434,2017-12-20,0.7,6.2,-1.5,4.7,-7.8,61,17,1.5,17.1,4950.923906,15.77,303580,3742,43040,58210,24864,1856.4,1541.76,1333.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1435,2017-12-21,0.0,0.5,-0.1,5.8,-4.8,65,12,1.6,11.4,4132.614667,19.95,303580,3742,43040,58210,24864,1856.41,1541.99,1334.31,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1436,2017-12-22,0.0,0.0,1.7,8.5,-4.3,68,27,1.4,10.0,4776.82552,18.09,303580,3742,43040,58210,24864,1856.79,1542.3,1334.57,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1437,2017-12-23,0.0,0.0,3.9,11.0,-1.1,75,20,1.1,9.4,4712.825242,18.0,303580,3742,43040,58210,24864,1856.14,1542.58,1334.72,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1438,2017-12-24,14.2,28.5,4.3,8.1,1.3,80,35,2.3,25.3,4724.455749000001,17.380000000000003,303580,3742,43040,58210,24864,1856.68,1542.77,1334.62,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1439,2017-12-25,0.0,3.5,0.2,3.5,-2.7,49,13,3.1,22.5,4736.0862560000005,16.76,303580,3742,43040,58210,24864,1856.93,1542.87,1334.85,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1440,2017-12-26,0.1,1.9,-0.6,4.1,-4.9,51,12,3.1,15.1,4513.427367,24.68,303580,3742,43040,58210,24864,1856.32,1542.99,1335.22,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1441,2017-12-27,0.0,1.0,-3.9,0.7,-8.0,38,7,2.7,15.9,3758.660753,65.16,303580,3742,43040,58210,24864,1855.9,1543.24,1335.45,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1442,2017-12-28,0.0,0.0,-1.5,3.7,-6.9,52,13,1.5,9.2,3984.3023689999995,97.66,303580,3742,43040,58210,24864,1855.74,1543.52,1335.82,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1443,2017-12-29,0.0,0.3,2.9,8.0,-2.1,70,31,1.7,11.9,4250.2057270000005,105.43,303580,3742,43040,58210,24864,1855.82,1543.74,1335.98,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1444,2017-12-30,0.6,5.9,2.9,7.1,-1.6,77,35,1.0,13.6,4523.99688,6.41,303580,3742,43040,58210,24864,1856.28,1543.99,1336.12,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1445,2017-12-31,0.4,13.5,2.1,5.8,-2.0,56,14,2.8,17.5,2261.99844,3.205,303580,3742,43040,58210,24864,1856.51,1544.11,1335.94,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6
1446,2018-01-02,0.0,0.0,0.2,5.8,-5.3,57,14,1.8,11.0,2357.8984795,12.795,331741,9150,50374,43045,28352,1855.84,1544.93,1337.13,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1447,2018-01-03,0.0,3.8,-1.6,2.8,-5.3,46,13,2.4,12.1,4715.796959,25.59,331741,9150,50374,43045,28352,1857.61,1545.28,1337.44,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1448,2018-01-04,0.0,5.0,-1.7,2.3,-5.6,51,12,1.6,10.9,4607.192787,21.57,331741,9150,50374,43045,28352,1857.49,1545.57,1337.83,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1449,2018-01-05,0.0,4.5,-0.1,4.7,-3.4,54,10,2.0,16.2,4540.668251,18.52,331741,9150,50374,43045,28352,1857.6,1546.36,1338.72,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1450,2018-01-06,0.0,1.9,-0.7,5.5,-5.4,54,15,2.0,15.9,4605.924693,18.38,331741,9150,50374,43045,28352,1857.36,1546.89,1339.14,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1451,2018-01-07,0.5,5.6,-0.3,4.4,-6.5,60,14,1.0,8.6,4387.926504,22.155,331741,9150,50374,43045,28352,1857.23,1547.13,1339.2,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1452,2018-01-08,2.4,10.5,2.3,4.8,0.1,76,17,2.0,21.2,4169.928315,25.93,331741,9150,50374,43045,28352,1856.8,1547.49,1339.89,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1453,2018-01-09,1.4,11.5,-1.3,1.5,-3.4,65,24,3.7,22.2,4473.698188,17.83,331741,9150,50374,43045,28352,1856.27,1547.8,1340.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1454,2018-01-10,2.2,16.0,-4.5,-0.7,-8.1,63,15,3.0,24.9,4249.950046,24.14,331741,9150,50374,43045,28352,1856.82,1548.16,1340.81,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1455,2018-01-11,0.8,21.3,-8.2,-4.3,-11.3,59,18,2.7,24.5,4585.9976240000005,17.26,331741,9150,50374,43045,28352,1856.75,1548.67,1341.37,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1456,2018-01-12,0.0,6.7,-8.5,-3.7,-13.4,54,12,2.2,18.3,4538.178615999999,16.75,331741,9150,50374,43045,28352,1857.72,1549.23,1341.98,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1457,2018-01-13,0.1,6.5,-3.1,3.1,-8.8,69,24,1.3,11.8,4864.035224,33.67,331741,9150,50374,43045,28352,1858.03,1549.76,1342.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1458,2018-01-14,0.0,2.2,-0.3,6.7,-7.0,71,18,1.3,12.9,4677.281876,38.365,331741,9150,50374,43045,28352,1858.17,1550.16,1342.67,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1459,2018-01-15,0.0,1.4,4.4,10.8,-0.9,70,13,1.5,12.2,4490.528528,43.06,331741,9150,50374,43045,28352,1858.61,1550.69,1343.6,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1460,2018-01-16,7.0,40.9,3.8,8.2,-0.8,80,18,1.1,10.8,4401.495629999999,127.45,331741,9150,50374,43045,28352,1859.43,1551.58,1344.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1461,2018-01-17,5.0,12.3,4.3,7.8,1.7,87,43,1.4,14.1,4445.294543999999,44.19,331741,9150,50374,43045,28352,1860.38,1552.16,1345.19,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1462,2018-01-18,0.0,0.3,3.7,7.8,0.1,70,16,1.8,12.3,4558.186269,48.3,331741,9150,50374,43045,28352,1861.71,1552.73,1345.96,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1463,2018-01-19,0.0,0.0,1.3,7.3,-3.0,55,6,1.5,9.2,4723.843743,42.92,331741,9150,50374,43045,28352,1861.68,1553.32,1346.66,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1464,2018-01-20,0.0,0.0,1.2,7.7,-4.1,64,21,1.4,9.3,4706.718784000001,38.05,331741,9150,50374,43045,28352,1862.64,1553.92,1347.17,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1465,2018-01-21,0.0,0.0,1.2,7.5,-3.9,60,12,1.1,9.1,4627.5434855,33.17,331741,9150,50374,43045,28352,1861.95,1554.19,1347.27,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1466,2018-01-22,1.2,5.8,2.9,7.6,-0.6,63,25,1.9,18.9,4548.368187,28.29,331741,9150,50374,43045,28352,1862.46,1554.73,1348.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1467,2018-01-23,0.0,1.8,-6.4,0.7,-10.0,46,11,4.0,16.5,4593.567193,24.96,331741,9150,50374,43045,28352,1862.29,1555.27,1348.97,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1468,2018-01-24,0.0,8.4,-10.4,-6.5,-13.4,38,12,3.5,15.9,3990.976848,25.57,331741,9150,50374,43045,28352,1863.61,1555.85,1349.88,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1469,2018-01-25,0.0,7.4,-9.9,-5.1,-13.9,41,11,3.2,16.1,3733.11641,10.99,331741,9150,50374,43045,28352,1863.86,1556.44,1350.65,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1470,2018-01-26,0.0,12.1,-10.4,-5.4,-14.2,44,7,3.2,17.2,5073.347538,20.21,331741,9150,50374,43045,28352,1863.56,1557.14,1351.51,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1471,2018-01-27,0.0,0.4,-7.0,0.4,-14.6,44,3,1.6,12.2,3857.0053829999997,22.67,331741,9150,50374,43045,28352,1863.86,1557.76,1352.14,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1472,2018-01-28,0.0,2.0,-2.7,1.8,-5.8,39,11,2.7,18.6,4153.9196105,30.335,331741,9150,50374,43045,28352,1863.36,1558.12,1352.37,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1473,2018-01-29,0.1,2.9,-5.9,-1.7,-9.3,45,13,2.9,18.7,4450.8338380000005,38.0,331741,9150,50374,43045,28352,1863.57,1558.67,1353.35,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1474,2018-01-30,0.1,2.9,-4.6,1.4,-11.3,55,15,1.9,16.3,4526.0535820000005,42.53,331741,9150,50374,43045,28352,1865.36,1559.63,1354.53,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1475,2018-01-31,0.0,1.5,-1.0,3.9,-6.0,54,14,1.5,10.5,4565.662428000001,59.37,331741,9150,50374,43045,28352,1866.19,1560.34,1355.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7
1476,2018-02-01,0.0,0.0,-2.1,4.4,-7.7,46,9,1.6,10.6,4539.674263,58.54,331741,9150,50374,43045,28352,1867.26,1561.4,1356.76,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1477,2018-02-02,0.0,1.1,-2.4,4.4,-8.3,48,5,1.7,15.0,4614.143328,47.03,331741,9150,50374,43045,28352,1867.26,1562.05,1357.48,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1478,2018-02-03,0.3,5.2,-4.5,-0.8,-8.1,50,12,3.5,20.3,4824.216757,56.76,331741,9150,50374,43045,28352,1867.14,1562.6,1357.98,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1479,2018-02-04,0.2,27.2,-7.1,-3.1,-10.6,46,9,3.4,21.3,4665.7227545000005,50.974999999999994,331741,9150,50374,43045,28352,1867.25,1562.8,1358.08,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1480,2018-02-05,0.1,11.3,-7.4,-2.6,-11.8,46,12,3.0,18.4,4507.228752,45.19,331741,9150,50374,43045,28352,1867.11,1563.14,1358.81,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1481,2018-02-06,0.1,26.3,-8.0,-3.5,-12.3,47,9,2.8,18.9,4552.3837140000005,100.54,331741,9150,50374,43045,28352,1868.33,1563.9,1359.61,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1482,2018-02-07,0.0,35.5,-6.7,0.0,-13.3,47,7,1.9,13.5,4412.357427,45.79,331741,9150,50374,43045,28352,1869.02,1564.38,1360.15,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1483,2018-02-08,0.0,13.1,-3.6,4.6,-11.0,46,10,1.3,13.0,4871.779211,69.53,331741,9150,50374,43045,28352,1868.47,1564.8,1360.64,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1484,2018-02-09,0.0,0.2,1.4,8.6,-6.2,53,18,1.3,8.9,4876.664124,54.54,331741,9150,50374,43045,28352,1868.83,1565.11,1360.99,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1485,2018-02-10,0.0,3.6,1.5,7.0,-4.0,49,8,2.9,17.1,4918.002291,43.21,331741,9150,50374,43045,28352,1869.78,1565.31,1361.07,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1486,2018-02-11,0.7,5.1,-3.6,0.1,-7.2,52,12,3.2,25.1,4739.5797084999995,51.225,331741,9150,50374,43045,28352,1869.07,1565.34,1360.95,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1487,2018-02-12,0.4,4.2,-4.1,-0.1,-8.9,57,16,3.1,19.5,4561.157126,59.24,331741,9150,50374,43045,28352,1869.59,1565.47,1361.39,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1488,2018-02-13,0.1,1.1,-0.7,5.1,-7.2,54,12,2.5,19.3,4685.397442,72.32,331741,9150,50374,43045,28352,1869.27,1565.51,1361.47,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1489,2018-02-14,0.0,0.0,4.7,11.9,-3.3,60,13,2.8,14.4,4903.923697,59.07,331741,9150,50374,43045,28352,1869.05,1565.72,1361.58,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1490,2018-02-15,0.0,0.2,1.9,7.5,-2.7,43,1,2.0,11.1,4733.664039,101.47,331741,9150,50374,43045,28352,1868.01,1565.98,1361.65,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1491,2018-02-16,0.0,0.0,1.0,7.6,-5.1,43,2,2.0,12.0,2366.8320195,50.735,331741,9150,50374,43045,28352,1868.12,1566.02,1361.73,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1492,2018-02-18,0.0,0.9,0.8,6.8,-4.2,34,2,1.4,8.5,2293.296522,19.94,331741,9150,50374,43045,28352,1865.6,1565.95,1361.69,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1493,2018-02-19,0.0,3.1,2.8,9.2,-2.5,46,8,1.3,7.2,4586.593044,39.88,331741,9150,50374,43045,28352,1865.98,1565.76,1361.78,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1494,2018-02-20,0.0,0.1,2.7,9.1,-3.9,46,10,1.8,8.9,4661.756779,33.12,331741,9150,50374,43045,28352,1865.81,1565.46,1361.47,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1495,2018-02-21,0.0,3.3,0.5,5.4,-3.8,33,2,2.2,11.4,4337.401925,40.52,331741,9150,50374,43045,28352,1866.86,1565.06,1361.18,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1496,2018-02-22,0.1,3.0,0.6,7.3,-6.2,47,7,1.8,12.0,4465.632962,41.59,331741,9150,50374,43045,28352,1866.61,1564.67,1360.79,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1497,2018-02-23,1.0,7.3,4.4,10.3,-2.7,65,15,2.1,11.5,4473.1493740000005,33.15,331741,9150,50374,43045,28352,1866.5,1564.48,1360.61,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1498,2018-02-24,0.1,5.4,4.6,10.8,-0.4,60,11,1.8,11.3,4577.076428,38.08,331741,9150,50374,43045,28352,1866.79,1564.3,1360.53,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1499,2018-02-25,0.0,1.0,3.8,10.5,-0.8,57,10,1.6,8.8,4566.2306255,119.405,331741,9150,50374,43045,28352,1866.58,1564.23,1360.26,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1500,2018-02-26,0.0,0.3,3.1,11.7,-4.2,51,7,1.3,8.2,4555.384822999999,200.73,331741,9150,50374,43045,28352,1866.7,1564.17,1360.47,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1501,2018-02-27,0.0,0.0,5.1,12.5,-2.7,57,12,1.2,10.7,4711.477819,54.21,331741,9150,50374,43045,28352,1866.26,1564.07,1360.35,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1502,2018-02-28,29.2,72.2,5.6,9.1,2.4,80,30,2.9,25.2,4083.682589,60.88,331741,9150,50374,43045,28352,1865.75,1563.88,1360.18,1.3,2.8,0.6,1.0,0.4,2.3,1.1,1.3
1503,2018-03-01,0.9,28.2,2.8,6.6,-1.7,58,13,4.6,20.2,4544.794447,59.07,331741,9150,50374,43045,28352,1865.64,1563.68,1359.91,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1504,2018-03-02,0.0,0.0,1.3,8.9,-5.0,47,3,1.8,11.4,4808.8276479999995,51.65,331741,9150,50374,43045,28352,1866.35,1563.46,1359.86,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1505,2018-03-03,0.0,4.0,7.6,16.6,-1.4,54,4,1.5,11.7,4663.047943,43.03,331741,9150,50374,43045,28352,1865.37,1563.15,1359.44,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1506,2018-03-04,16.0,44.5,11.8,17.4,5.9,79,32,2.0,15.7,4372.887486,47.295,331741,9150,50374,43045,28352,1864.33,1562.95,1359.13,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1507,2018-03-05,12.1,36.0,5.7,11.6,2.3,81,37,3.2,17.9,4082.727029,51.56,331741,9150,50374,43045,28352,1863.63,1562.76,1359.14,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1508,2018-03-06,0.0,0.0,4.7,11.1,-0.7,65,15,1.8,10.2,4339.15468,52.06,331741,9150,50374,43045,28352,1863.61,1562.75,1359.18,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1509,2018-03-07,5.1,34.3,5.1,9.1,1.4,71,28,2.3,12.0,4505.201069,44.54,331741,9150,50374,43045,28352,1863.82,1562.37,1358.81,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1510,2018-03-08,16.7,47.0,3.3,6.3,1.0,87,44,2.4,19.8,4494.091945,55.54,331741,9150,50374,43045,28352,1864.29,1562.02,1358.4,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1511,2018-03-09,0.1,3.0,3.5,7.7,0.2,75,25,1.6,15.2,4634.221881,56.64,331741,9150,50374,43045,28352,1864.4,1561.53,1358.13,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1512,2018-03-10,0.0,0.0,4.8,11.4,-1.1,68,14,1.7,9.4,4575.830954999999,46.04,331741,9150,50374,43045,28352,1864.14,1561.12,1357.58,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1513,2018-03-11,0.0,0.0,6.4,13.8,0.7,62,11,1.7,9.2,4352.960005499999,53.995000000000005,331741,9150,50374,43045,28352,1863.95,1560.89,1357.24,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1514,2018-03-12,0.0,0.0,7.9,16.9,-0.4,63,12,1.5,9.9,4130.089056,61.95,331741,9150,50374,43045,28352,1863.81,1560.6,1357.27,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1515,2018-03-13,0.0,0.0,12.3,20.2,3.3,62,8,2.3,14.0,4076.8534270000005,59.52,331741,9150,50374,43045,28352,1863.0,1560.02,1356.71,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1516,2018-03-14,0.0,0.6,15.2,22.5,8.0,66,21,2.0,11.9,4433.082706,51.69,331741,9150,50374,43045,28352,1862.67,1559.27,1356.09,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1517,2018-03-15,23.9,109.0,12.8,16.4,7.9,91,45,1.9,18.5,4500.0480259999995,124.89,331741,9150,50374,43045,28352,1861.95,1558.55,1355.18,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1518,2018-03-16,0.7,4.0,5.2,10.1,1.5,69,27,3.1,16.4,4222.095601,61.88,331741,9150,50374,43045,28352,1860.89,1557.87,1354.71,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1519,2018-03-17,0.0,0.0,5.4,12.6,-1.1,64,9,1.6,8.7,4376.978932999999,66.5,331741,9150,50374,43045,28352,1861.59,1557.16,1354.06,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1520,2018-03-18,6.0,25.1,8.0,13.0,1.9,75,14,1.2,8.6,4162.354503,64.005,331741,9150,50374,43045,28352,1861.76,1556.94,1353.5,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1521,2018-03-19,19.9,51.0,8.5,11.4,5.6,85,35,2.9,14.8,3947.7300729999997,61.51,331741,9150,50374,43045,28352,1860.22,1556.44,1353.2,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1522,2018-03-20,0.6,16.9,5.3,8.7,1.9,54,28,4.6,15.5,4221.725971,70.62,331741,9150,50374,43045,28352,1859.72,1555.54,1352.41,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1523,2018-03-21,8.6,41.9,1.8,3.7,0.3,83,26,3.0,16.3,3886.0904579999997,53.62,331741,9150,50374,43045,28352,1859.08,1554.72,1351.57,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1524,2018-03-22,0.0,0.7,5.0,11.4,0.3,65,10,2.2,16.7,4263.334145000001,55.03,331741,9150,50374,43045,28352,1858.43,1554.2,1351.19,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1525,2018-03-23,0.0,0.0,6.2,13.5,-0.7,63,16,1.7,7.5,3850.5540549999996,77.32,331741,9150,50374,43045,28352,1858.68,1553.67,1350.72,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1526,2018-03-24,0.0,0.0,9.1,15.9,2.1,59,14,2.0,10.9,4102.591576,56.48,331741,9150,50374,43045,28352,1859.06,1553.36,1350.26,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1527,2018-03-25,0.0,0.0,10.8,18.7,3.9,61,12,1.9,9.8,4139.0912045000005,62.09,331741,9150,50374,43045,28352,1858.84,1553.23,1349.89,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1528,2018-03-26,0.0,0.0,12.0,20.3,4.7,59,12,1.8,8.8,4175.590833,67.7,331741,9150,50374,43045,28352,1858.77,1552.94,1350.13,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1529,2018-03-27,0.0,0.0,13.7,21.6,5.5,59,17,1.9,12.8,4279.762291,79.47,331741,9150,50374,43045,28352,1858.73,1553.03,1350.21,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1530,2018-03-28,0.0,0.0,15.0,22.1,7.5,60,7,2.2,13.4,3932.867549,78.83,331741,9150,50374,43045,28352,1858.86,1552.76,1350.0,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1531,2018-03-29,0.0,0.0,14.5,21.6,8.8,67,18,1.7,11.5,3840.963511,68.49,331741,9150,50374,43045,28352,1857.86,1552.41,1349.67,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1532,2018-03-30,0.0,0.0,12.7,19.3,7.5,60,16,2.0,9.1,3363.6338579999997,68.74,331741,9150,50374,43045,28352,1857.68,1552.09,1349.34,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1533,2018-03-31,0.0,0.0,14.0,22.0,6.3,57,13,1.7,10.4,4189.381671,189.04,331741,9150,50374,43045,28352,1858.03,1551.86,1348.97,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1
1534,2018-04-01,0.0,0.0,15.8,21.7,9.7,66,27,1.7,10.6,4026.446425,128.87,331741,9150,50374,43045,28352,1857.66,1551.62,1348.5,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1535,2018-04-02,0.0,0.0,17.8,24.6,11.5,69,20,2.0,9.8,3863.511179,68.7,331741,9150,50374,43045,28352,1858.0,1551.29,1348.65,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1536,2018-04-03,0.1,9.3,18.0,24.5,11.7,71,24,2.0,10.3,4219.679018,59.43,331741,9150,50374,43045,28352,1859.31,1551.29,1348.69,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1537,2018-04-04,14.9,31.0,11.5,16.6,8.4,85,37,2.4,11.4,4313.772678,67.73,331741,9150,50374,43045,28352,1859.86,1551.1,1348.5,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1538,2018-04-05,12.6,29.0,8.5,9.9,7.5,89,49,2.3,13.4,4222.397293,59.99,331741,9150,50374,43045,28352,1859.12,1550.91,1348.3,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1539,2018-04-06,16.9,36.3,7.9,12.9,3.9,69,14,3.5,23.4,4536.099391,48.59,331741,9150,50374,43045,28352,1858.51,1550.69,1348.13,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1540,2018-04-07,0.3,17.0,5.0,9.1,2.1,46,12,4.5,24.5,4518.319176,65.46,331741,9150,50374,43045,28352,1858.66,1550.52,1347.92,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1541,2018-04-08,0.8,8.5,7.2,12.6,0.0,56,13,3.0,17.2,4071.509285,66.475,331741,9150,50374,43045,28352,1859.33,1550.45,1347.58,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1542,2018-04-09,0.0,0.5,10.7,17.6,4.8,58,12,1.8,17.4,3624.6993939999998,67.49,331741,9150,50374,43045,28352,1859.29,1550.34,1347.82,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1543,2018-04-10,1.7,13.5,15.1,22.3,4.8,60,13,3.5,14.7,4473.130539,89.12,331741,9150,50374,43045,28352,1859.31,1550.04,1347.59,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1544,2018-04-11,2.3,14.6,15.5,21.0,9.8,52,10,3.4,15.9,3882.359196,63.22,331741,9150,50374,43045,28352,1858.59,1549.73,1347.31,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1545,2018-04-12,0.0,0.0,13.2,21.2,5.2,40,2,2.2,13.6,4385.909639,92.16,331741,9150,50374,43045,28352,1858.99,1549.69,1347.39,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1546,2018-04-13,0.0,1.6,12.8,18.2,6.1,41,2,2.4,13.6,4237.828797,58.09,331741,9150,50374,43045,28352,1859.31,1549.64,1347.35,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1547,2018-04-14,22.9,59.0,9.5,13.0,7.5,85,11,2.4,19.7,3755.686103,63.06,331741,9150,50374,43045,28352,1859.03,1549.65,1347.02,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1548,2018-04-15,0.0,0.1,10.5,16.0,6.5,63,23,2.9,15.6,4025.756115,63.19,331741,9150,50374,43045,28352,1859.32,1549.68,1346.99,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1549,2018-04-16,0.0,0.2,10.9,17.7,3.9,61,11,1.7,10.2,4295.826127,63.32,331741,9150,50374,43045,28352,1858.53,1549.72,1347.41,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
1550,2018-04-17,0.0,0.1,12.6,19.8,6.4,61,11,1.6,7.0,4188.431476,70.44,331741,9150,50374,43045,28352,1859.59,1550.0,1347.81,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5
