날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,배추가격
2018-01-18,0,0.3,3.7,7.8,0.1,70,16,1.8,12.3,736.86,2460416,0,581566,276496,31141,1861.71,1552.73,1345.96,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,502.0175881
2018-01-19,0,0,1.3,7.3,-3,55,6,1.5,9.2,790.77,2460416,0,581566,276496,31141,1861.68,1553.32,1346.66,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,500.0594979
2018-01-20,0,0,1.2,7.7,-4.1,64,21,1.4,9.3,538.02,2460416,0,581566,276496,31141,1862.64,1553.92,1347.17,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,545.6207771
2018-01-22,1.2,5.8,2.9,7.6,-0.6,63,25,1.9,18.9,625.22,2460416,0,581566,276496,31141,1862.46,1554.73,1348.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,522.1603846
2018-01-23,0,1.8,-6.4,0.7,-10,46,11,4,16.5,572.55,2460416,0,581566,276496,31141,1862.29,1555.27,1348.97,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,526.8374235
2018-01-24,0,8.4,-10.4,-6.5,-13.4,38,12,3.5,15.9,403.91,2460416,0,581566,276496,31141,1863.61,1555.85,1349.88,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,513.067418
2018-01-25,0,7.4,-9.9,-5.1,-13.9,41,11,3.2,16.1,161.03,2460416,0,581566,276496,31141,1863.86,1556.44,1350.65,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,559.5562207
2018-01-26,0,12.1,-10.4,-5.4,-14.2,44,7,3.2,17.2,74.58,2460416,0,581566,276496,31141,1863.56,1557.14,1351.51,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,876.50826
2018-01-27,0,0.4,-7,0.4,-14.6,44,3,1.6,12.2,136.86,2460416,0,581566,276496,31141,1863.86,1557.76,1352.14,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,769.6610306
2018-01-29,0.1,2.9,-5.9,-1.7,-9.3,45,13,2.9,18.7,520.05,2460416,0,581566,276496,31141,1863.57,1558.67,1353.35,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,726.957266
2018-01-30,0.1,2.9,-4.6,1.4,-11.3,55,15,1.9,16.3,570.9,2460416,0,581566,276496,31141,1865.36,1559.63,1354.53,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,741.611207
2018-01-31,0,1.5,-1,3.9,-6,54,14,1.5,10.5,680.04,2460416,0,581566,276496,31141,1866.19,1560.34,1355.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,777.5297275
2018-02-01,0,0,-2.1,4.4,-7.7,46,9,1.6,10.6,563.91,2460416,0,581566,276496,31141,1867.26,1561.4,1356.76,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,861.4010335
2018-02-02,0,1.1,-2.4,4.4,-8.3,48,5,1.7,15,628.54,2460416,0,581566,276496,31141,1867.26,1562.05,1357.48,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,862.9203417
2018-02-03,0.3,5.2,-4.5,-0.8,-8.1,50,12,3.5,20.3,587.08,2460416,0,581566,276496,31141,1867.14,1562.6,1357.98,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,929.9227027
2018-02-04,0.2,27.2,-7.1,-3.1,-10.6,46,9,3.4,21.3,0.03,2460416,0,581566,276496,31141,1867.25,1562.8,1358.08,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,2750
2018-02-05,0.1,11.3,-7.4,-2.6,-11.8,46,12,3,18.4,922.02,2460416,0,581566,276496,31141,1867.11,1563.14,1358.81,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,866.902352
2018-02-06,0.1,26.3,-8,-3.5,-12.3,47,9,2.8,18.9,722.79,2460416,0,581566,276496,31141,1868.33,1563.9,1359.61,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,898.0998749
2018-02-07,0,35.5,-6.7,0,-13.3,47,7,1.9,13.5,762.69,2460416,0,581566,276496,31141,1869.02,1564.38,1360.15,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,866.5266019
2018-02-08,0,13.1,-3.6,4.6,-11,46,10,1.3,13,850.69,2460416,0,581566,276496,31141,1868.47,1564.8,1360.64,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,743.8658625
2018-02-09,0,0.2,1.4,8.6,-6.2,53,18,1.3,8.9,781.78,2460416,0,581566,276496,31141,1868.83,1565.11,1360.99,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,791.2814045
2018-02-10,0,3.6,1.5,7,-4,49,8,2.9,17.1,877.76,2460416,0,581566,276496,31141,1869.78,1565.31,1361.07,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,793.333115
2018-02-11,0.7,5.1,-3.6,0.1,-7.2,52,12,3.2,25.1,10.26,2460416,0,581566,276496,31141,1869.07,1565.34,1360.95,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,1238.608458
2018-02-12,0.4,4.2,-4.1,-0.1,-8.9,57,16,3.1,19.5,1507.76,2460416,0,581566,276496,31141,1869.59,1565.47,1361.39,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,690.4086061
2018-02-13,0.1,1.1,-0.7,5.1,-7.2,54,12,2.5,19.3,1058.38,2460416,0,581566,276496,31141,1869.27,1565.51,1361.47,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,610.9120229
2018-02-14,0,0,4.7,11.9,-3.3,60,13,2.8,14.4,556.09,2460416,0,581566,276496,31141,1869.05,1565.72,1361.58,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,773.7561006
2018-02-15,0,0.2,1.9,7.5,-2.7,43,1,2,11.1,92.29,2460416,0,581566,276496,31141,1868.01,1565.98,1361.65,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,911.43498
2018-02-19,0,3.1,2.8,9.2,-2.5,46,8,1.3,7.2,816.96,2460416,0,581566,276496,31141,1865.98,1565.76,1361.78,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,553.1714437
2018-02-20,0,0.1,2.7,9.1,-3.9,46,10,1.8,8.9,649.52,2460416,0,581566,276496,31141,1865.81,1565.46,1361.47,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,493.7571149
2018-02-21,0,3.3,0.5,5.4,-3.8,33,2,2.2,11.4,654.09,2460416,0,581566,276496,31141,1866.86,1565.06,1361.18,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,536.2644342
2018-02-22,0.1,3,0.6,7.3,-6.2,47,7,1.8,12,611.49,2460416,0,581566,276496,31141,1866.61,1564.67,1360.79,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,576.0634908
2018-02-23,1,7.3,4.4,10.3,-2.7,65,15,2.1,11.5,676.47,2460416,0,581566,276496,31141,1866.5,1564.48,1360.61,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,630.7034936
2018-02-24,0.1,5.4,4.6,10.8,-0.4,60,11,1.8,11.3,480.38,2460416,0,581566,276496,31141,1866.79,1564.3,1360.53,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,641.3052457
2018-02-26,0,0.3,3.1,11.7,-4.2,51,7,1.3,8.2,1148.06,2460416,0,581566,276496,31141,1866.7,1564.17,1360.47,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,610.0935433
2018-02-27,0,0,5.1,12.5,-2.7,57,12,1.2,10.7,780.06,2460416,0,581566,276496,31141,1866.26,1564.07,1360.35,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,592.1583611
2018-02-28,29.2,72.2,5.6,9.1,2.4,80,30,2.9,25.2,840.22,2460416,0,581566,276496,31141,1865.75,1563.88,1360.18,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,642.0160398
2018-03-01,0.9,28.2,2.8,6.6,-1.7,58,13,4.6,20.2,531.35,2460416,0,581566,276496,31141,1865.64,1563.68,1359.91,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,616.50386
2018-03-02,0,0,1.3,8.9,-5,47,3,1.8,11.4,676.54,2460416,0,581566,276496,31141,1866.35,1563.46,1359.86,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,651.4959662
2018-03-03,0,4,7.6,16.6,-1.4,54,4,1.5,11.7,585.76,2460416,0,581566,276496,31141,1865.37,1563.15,1359.44,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,648.750128
2018-03-05,12.1,36,5.7,11.6,2.3,81,37,3.2,17.9,1051.47,2460416,0,581566,276496,31141,1863.63,1562.76,1359.14,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,656.1886049
2018-03-06,0,0,4.7,11.1,-0.7,65,15,1.8,10.2,625.4,2460416,0,581566,276496,31141,1863.61,1562.75,1359.18,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,627.0838386
2018-03-07,5.1,34.3,5.1,9.1,1.4,71,28,2.3,12,872.97,2460416,0,581566,276496,31141,1863.82,1562.37,1358.81,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,625.2421383
2018-03-08,16.7,47,3.3,6.3,1,87,44,2.4,19.8,945.63,2460416,0,581566,276496,31141,1864.29,1562.02,1358.4,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,632.1834501
2018-03-09,0.1,3,3.5,7.7,0.2,75,25,1.6,15.2,551.39,2460416,0,581566,276496,31141,1864.4,1561.53,1358.13,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,631.3036357
2018-03-10,0,0,4.8,11.4,-1.1,68,14,1.7,9.4,525.31,2460416,0,581566,276496,31141,1864.14,1561.12,1357.58,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,646.1089272
2018-03-12,0,0,7.9,16.9,-0.4,63,12,1.5,9.9,1094.43,2460416,0,581566,276496,31141,1863.81,1560.6,1357.27,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,623.0758479
2018-03-13,0,0,12.3,20.2,3.3,62,8,2.3,14,1079.06,2460416,0,581566,276496,31141,1863,1560.02,1356.71,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,543.107128
2018-03-14,0,0.6,15.2,22.5,8,66,21,2,11.9,930.74,2460416,0,581566,276496,31141,1862.67,1559.27,1356.09,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,531.7865068
2018-03-15,23.9,109,12.8,16.4,7.9,91,45,1.9,18.5,716.92,2460416,0,581566,276496,31141,1861.95,1558.55,1355.18,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,531.1786113
2018-03-16,0.7,4,5.2,10.1,1.5,69,27,3.1,16.4,500.1,2460416,0,581566,276496,31141,1860.89,1557.87,1354.71,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,610.954149
2018-03-17,0,0,5.4,12.6,-1.1,64,9,1.6,8.7,347.18,2460416,0,581566,276496,31141,1861.59,1557.16,1354.06,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,713.2385974
2018-03-19,19.9,51,8.5,11.4,5.6,85,35,2.9,14.8,982.43,2460416,0,581566,276496,31141,1860.22,1556.44,1353.2,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,656.6647459
2018-03-20,0.6,16.9,5.3,8.7,1.9,54,28,4.6,15.5,765.27,2460416,0,581566,276496,31141,1859.72,1555.54,1352.41,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,656.8225441
2018-03-21,8.6,41.9,1.8,3.7,0.3,83,26,3,16.3,747.65,2460416,0,581566,276496,31141,1859.08,1554.72,1351.57,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,653.5553231
2018-03-22,0,0.7,5,11.4,0.3,65,10,2.2,16.7,583.19,2460416,0,581566,276496,31141,1858.43,1554.2,1351.19,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,758.3993391
2018-03-23,0,0,6.2,13.5,-0.7,63,16,1.7,7.5,773.32,2460416,0,581566,276496,31141,1858.68,1553.67,1350.72,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,619.1998787
2018-03-24,0,0,9.1,15.9,2.1,59,14,2,10.9,442.42,2460416,0,581566,276496,31141,1859.06,1553.36,1350.26,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,662.6118964
2018-03-26,0,0,12,20.3,4.7,59,12,1.8,8.8,929.11,2460416,0,581566,276496,31141,1858.77,1552.94,1350.13,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,694.8745599
2018-03-27,0,0,13.7,21.6,5.5,59,17,1.9,12.8,819.57,2460416,0,581566,276496,31141,1858.73,1553.03,1350.21,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,666.2452225
2018-03-28,0,0,15,22.1,7.5,60,7,2.2,13.4,828.26,2460416,0,581566,276496,31141,1858.86,1552.76,1350,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,633.1513044
2018-03-29,0,0,14.5,21.6,8.8,67,18,1.7,11.5,710.81,2460416,0,581566,276496,31141,1857.86,1552.41,1349.67,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,596.464855
2018-03-30,0,0,12.7,19.3,7.5,60,16,2,9.1,681.96,2460416,0,581566,276496,31141,1857.68,1552.09,1349.34,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,632.2411376
2018-03-31,0,0,14,22,6.3,57,13,1.7,10.4,421.98,2460416,0,581566,276496,31141,1858.03,1551.86,1348.97,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,754.5920948
2018-04-02,0,0,17.8,24.6,11.5,69,20,2,9.8,1018.85,2460416,0,581566,276496,31141,1858,1551.29,1348.65,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,661.7948157
2018-04-03,0.1,9.3,18,24.5,11.7,71,24,2,10.3,845.48,2460416,0,581566,276496,31141,1859.31,1551.29,1348.69,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,632.236629
2018-04-04,14.9,31,11.5,16.6,8.4,85,37,2.4,11.4,848.71,2460416,0,581566,276496,31141,1859.86,1551.1,1348.5,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,642.5953574
2018-04-05,12.6,29,8.5,9.9,7.5,89,49,2.3,13.4,697.79,2460416,0,581566,276496,31141,1859.12,1550.91,1348.3,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,633.6448997
2018-04-06,16.9,36.3,7.9,12.9,3.9,69,14,3.5,23.4,736.7,2460416,0,581566,276496,31141,1858.51,1550.69,1348.13,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,637.9340262
2018-04-07,0.3,17,5,9.1,2.1,46,12,4.5,24.5,388.66,2460416,0,581566,276496,31141,1858.66,1550.52,1347.92,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,673.9370329
2018-04-09,0,0.5,10.7,17.6,4.8,58,12,1.8,17.4,959.85,2460416,0,581566,276496,31141,1859.29,1550.34,1347.82,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,624.3428057
2018-04-10,1.7,13.5,15.1,22.3,4.8,60,13,3.5,14.7,894.19,2460416,0,581566,276496,31141,1859.31,1550.04,1347.59,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,579.2102473
2018-04-11,2.3,14.6,15.5,21,9.8,52,10,3.4,15.9,868.09,2460416,0,581566,276496,31141,1858.59,1549.73,1347.31,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,546.2367634
2018-04-12,0,0,13.2,21.2,5.2,40,2,2.2,13.6,782.09,2460416,0,581566,276496,31141,1858.99,1549.69,1347.39,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,511.2393954
2018-04-13,0,1.6,12.8,18.2,6.1,41,2,2.4,13.6,719.79,2460416,0,581566,276496,31141,1859.31,1549.64,1347.35,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,556.0727047
2018-04-14,22.9,59,9.5,13,7.5,85,11,2.4,19.7,356.38,2460416,0,581566,276496,31141,1859.03,1549.65,1347.02,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,657.0966726
2018-04-16,0,0.2,10.9,17.7,3.9,61,11,1.7,10.2,996.63,2460416,0,581566,276496,31141,1858.53,1549.72,1347.41,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,567.7356171
2018-04-17,0,0.1,12.6,19.8,6.4,61,11,1.6,7,872.19,2460416,0,581566,276496,31141,1859.59,1550,1347.81,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,555.7679594
2018-04-18,0,0,13.2,21.2,5.5,54,9,1.7,8.5,777.17,2460416,0,581566,276496,31141,1859.72,1550.11,1348,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,573.2354852
2018-04-19,0,0,15.1,23.8,5.7,45,4,1.9,10.7,820.47,2460416,0,581566,276496,31141,1860,1550.39,1348.31,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,560.7760974
2018-04-20,0,0,17.7,27.5,8.7,52,6,1.4,9.1,757.98,2460416,0,581566,276496,31141,1860.07,1550.83,1348.74,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,579.8550231
2018-04-21,0,0,18.8,28,10,51,1,1.8,11,471.04,2460416,0,581566,276496,31141,1860.58,1551.2,1349.12,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,592.4762916
2018-04-23,45.9,144.5,11.2,13.5,10.2,92,44,3.2,17.2,911.34,2460416,0,581566,276496,31141,1860.54,1551.69,1349.54,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,557.55492
2018-04-24,10.5,70.5,11.6,14.1,9,83,25,2.6,14.1,680.79,2460416,0,581566,276496,31141,1861.05,1552.22,1350.32,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,523.8250104
2018-04-25,0.1,1.7,13,21,5.5,57,9,1.6,9.7,765.03,2460416,0,581566,276496,31141,1861.87,1552.76,1350.94,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,516.3888789
2018-04-26,0,0,14.6,22.7,6.2,59,11,1.6,9.9,728.18,2460416,0,581566,276496,31141,1862.61,1553.33,1351.72,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,546.6795815
2018-04-27,0,0,14.9,22.1,8.3,59,19,2,15.5,784.21,2460416,0,581566,276496,31141,1862.79,1554.15,1352.57,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,483.7059789
2018-04-28,0,0,15.9,24.2,7.8,59,9,1.8,10.5,461.89,2460416,0,581566,276496,31141,1862.58,1554.78,1353.13,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,572.0465351
2018-04-30,0,53.7,18.8,25.5,12.4,67,13,1.9,9.8,1030.04,2460416,0,581566,276496,31141,1863.61,1555.65,1354.19,1.5,3.5,1.3,0.8,0.3,2.6,1.4,1.5,517.2743537
2018-05-01,0.5,8,18.6,23.3,14,78,30,1.5,10.7,922.38,2460416,0,581566,276496,31141,1865.07,1557.66,1356.19,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,455.9200884
2018-05-02,12.9,40.5,14.9,19.2,10.5,88,40,2.3,21.3,899.63,2460416,0,581566,276496,31141,1865.36,1558.46,1357.02,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,450.8315974
2018-05-03,0.9,15.3,12,17.1,7.9,60,18,3.7,17.9,832.19,2460416,0,581566,276496,31141,1865.39,1559.37,1358.06,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,430.759663
2018-05-04,0,0,14.5,21,7.1,45,10,3.5,13.9,680.91,2460416,0,581566,276496,31141,1866.04,1560.3,1359.11,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,464.9082846
2018-05-05,0,0.9,18.1,25.1,9.5,48,12,2.7,14,457,2460416,0,581566,276496,31141,1866.21,1561.55,1360.26,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,530.4526457
2018-05-07,12,36,16.4,21,13.2,85,16,1.5,9,906.93,2460416,0,581566,276496,31141,1866.29,1562.73,1361.45,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,484.6840461
2018-05-08,0.5,14.6,15.1,19.2,11.6,71,34,2.9,12.6,870.86,2460416,0,581566,276496,31141,1866.92,1563.59,1362.69,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,502.4529977
2018-05-09,0,1.7,13.6,18.9,9.2,68,28,2.2,11.2,889.17,2460416,0,581566,276496,31141,1868.02,1565.32,1364.54,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,449.2303327
2018-05-10,0,0,15.2,22,9.3,70,18,1.7,8.5,844.44,2460416,0,581566,276496,31141,1869.26,1567.32,1366.73,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,428.3533047
2018-05-11,0,0.6,16.9,23.8,10.1,60,14,1.7,9.1,776.87,2460416,0,581566,276496,31141,1870.04,1569.89,1369.44,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,434.6909542
2018-05-12,16.7,54.1,16,18.7,13.5,84,22,1.9,10.7,451.74,2460416,0,581566,276496,31141,1870.88,1572.13,1371.82,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,491.4414031
2018-05-14,0,0,19.3,26.9,12.3,71,22,1.5,10,916,2460416,0,581566,276496,31141,1872.25,1574.67,1374.72,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,465.0989456
2018-05-15,0,1.8,22.5,29.5,15,66,13,1.5,12.1,1088.18,2460416,0,581566,276496,31141,1875.6,1577.27,1377.49,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,404.1402209
2018-05-16,5.9,54.9,22.9,25.5,20.5,88,35,2.4,15.4,948.78,2460416,0,581566,276496,31141,1877.68,1579.46,1379.89,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,394.4484248
2018-05-17,17.3,158.5,22.8,26.8,19.5,87,45,2.5,15.6,898.01,2460416,0,581566,276496,31141,1879.27,1581.16,1381.62,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,357.4479197
2018-05-18,9.5,81.5,17.5,21.7,13.4,90,56,2.3,12.4,729.07,2460416,0,581566,276496,31141,1881.18,1583.01,1383.47,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,275.439192
2018-05-19,0.1,2,15.7,20.9,10.9,66,19,2.7,10.3,396.16,2460416,0,581566,276496,31141,1882.25,1584.92,1385.46,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,312.4801951
2018-05-21,0,0,16.2,21.8,10.6,68,20,2.1,10.4,1051.27,2460416,0,581566,276496,31141,1882.4,1587.43,1388.29,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,312.7412106
2018-05-22,6.6,21.9,17.5,23.7,12.1,78,30,1.4,9.6,905.9,2460416,0,581566,276496,31141,1883.53,1590.2,1390.78,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,290.6991627
2018-05-23,13.5,37.5,18.1,23.9,12.6,67,14,2.3,14.5,854.69,2460416,0,581566,276496,31141,1885.84,1591.97,1392.93,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,284.825184
2018-05-24,0,0,18.9,26.7,9.8,55,12,2,14.2,656.4,2460416,0,581566,276496,31141,1887.57,1595.13,1396.04,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,294.1208577
2018-05-25,0,2.2,19.8,27,12.4,53,11,1.6,12.2,818.45,2460416,0,581566,276496,31141,1890.75,1598.38,1399.4,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,334.1921354
2018-05-26,0,12.1,20,27.8,12.4,62,14,1.5,8.9,645.97,2460416,0,581566,276496,31141,1892.5,1600.91,1401.79,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,378.7692374
2018-05-28,0.6,15,20.4,26.2,15.1,72,21,1.5,10,1019,2460416,0,581566,276496,31141,1894.05,1603.52,1404.41,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,359.07805
2018-05-29,1.5,40.4,21.4,26.9,16.9,77,33,1.4,8,899.28,2460416,0,581566,276496,31141,1896.11,1605.58,1406.3,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,355.3610845
2018-05-30,2.2,25.5,20.7,25.8,16.7,78,27,1.7,9.7,926.45,2460416,0,581566,276496,31141,1896.9,1606.68,1407.45,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,303.7712702
2018-05-31,0,0.1,19.7,25.9,14.3,66,24,1.8,7.8,835.67,2460416,0,581566,276496,31141,1897.57,1607.24,1407.94,1.5,1.7,1.5,0.6,0.2,2.8,1.3,1.5,330.0124715
2018-06-01,0,0,22.1,29.9,14.4,61,19,1.6,8.2,954.15,2460416,0,581566,276496,31141,1898.17,1608.43,1409.17,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,302.4577636
2018-06-02,0,0,23.1,31.1,15.6,56,16,1.6,7.2,666.78,2460416,0,581566,276496,31141,1897.99,1608.89,1409.56,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,271.4181564
2018-06-04,0,1.1,22.3,28.5,16.1,61,20,1.5,9.8,1281.32,2460416,0,581566,276496,31141,1899.25,1609.5,1410.35,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,256.4585357
2018-06-05,1.4,56.3,21.6,26.4,17.9,71,25,1.4,7.1,949.49,2460416,0,581566,276496,31141,1899.04,1609.7,1410.54,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,288.4802862
2018-06-06,0,0,22.4,29,16.9,72,24,1.5,8,934.8,2460416,0,581566,276496,31141,1899.29,1609.97,1410.63,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,251.6606718
2018-06-07,0,0,23.2,30,17.6,71,18,1.6,7.8,943.73,2460416,0,581566,276496,31141,1899.18,1610.24,1411.08,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,244.519458
2018-06-08,0,0,22.4,27.8,17.9,71,23,1.8,7.6,1034.13,2460416,0,581566,276496,31141,1899.01,1610.24,1411.09,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,227.0784745
2018-06-09,1.1,16.7,21.2,26,17.2,71,33,2.5,13.9,656.92,2460416,0,581566,276496,31141,1898.44,1610.19,1411.05,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,263.548314
2018-06-11,7,51,18.5,21.7,16.5,79,42,1.8,9.3,978.55,2460416,0,581566,276496,31141,1897.6,1610.26,1411.17,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,284.2965535
2018-06-12,0.9,19.4,19.5,24.5,16,74,34,1.6,8.8,1076.1,2460416,0,581566,276496,31141,1897.5,1610.18,1411.17,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,290.5164942
2018-06-13,0,5.6,20.4,25.4,16.3,73,37,1.8,12.4,906.58,2460416,0,581566,276496,31141,1897.5,1610.03,1410.92,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,305.0085508
2018-06-14,1.6,45.1,20.5,24.8,17.6,72,35,2.4,12.8,859.71,2460416,0,581566,276496,31141,1898.97,1609.97,1410.92,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,343.5712474
2018-06-15,0.6,16.5,19.9,24.6,16.3,65,35,2.6,9.7,888.58,2460416,0,581566,276496,31141,1899.21,1609.74,1410.74,1.5,0.9,1.6,0.6,0.3,2.8,1.2,1.5,352.6574354
