날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,대파거래량,대파생산량,대파저장이월량,대파수입량,대파수입금액,대파재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,대파가격
2017-08-21,26,89.1,25.4,29.4,23,90,52,1.8,18,294.42,378827,0,11814,62005,13122,1809.69,1456.62,1249.9,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1752.939694
2017-08-22,8.2,73.4,26.7,31.6,23.4,85,42,1.4,9.1,266.4,378827,0,11814,62005,13122,1810.82,1457.27,1250.72,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1879.972485
2017-08-23,10.6,83.5,27.8,32,24.4,84,44,1.9,10.6,303.56,378827,0,11814,62005,13122,1811.12,1457.81,1251.24,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1677.516595
2017-08-24,14.4,89,28,31.6,24.7,81,45,3,13.6,319.41,378827,0,11814,62005,13122,1811.26,1458.37,1251.78,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1678.711288
2017-08-25,3,155.3,25.9,31.3,21.2,73,19,1.5,10.6,256.18,378827,0,11814,62005,13122,1810.85,1458.81,1252.13,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1781.88703
2017-08-26,0,0.1,23.2,29.6,17.9,61,12,1.7,8,289.29,378827,0,11814,62005,13122,1811.88,1459.66,1252.84,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1812.032714
2017-08-28,8.4,41.8,23.7,28.8,18.3,79,26,1.5,8.7,371.63,378827,0,11814,62005,13122,1811.23,1460.66,1253.84,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1869.420119
2017-08-29,1.1,29.5,22.3,26.9,18.2,66,19,2.4,12.2,371.76,378827,0,11814,62005,13122,1811.86,1461.6,1254.68,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1910.712334
2017-08-30,0,0.5,19.7,24,16.6,65,25,1.7,10.8,374.08,378827,0,11814,62005,13122,1812.96,1462.3,1255.28,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1684.508768
2017-08-31,0,0,21.1,27.3,15.5,69,27,1.8,10.8,393.47,378827,0,11814,62005,13122,1813.23,1462.61,1255.71,2.5,10.7,1,1.6,1,2.4,1.8,3.5,1558.952698
2017-09-01,0,0.7,21.3,27.6,16,67,22,1.8,9.9,331.88,378827,0,11814,62005,13122,1814.6,1463.76,1256.63,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1637.825311
2017-09-02,0,0,20.7,26.5,15.3,72,26,1.5,8.2,339.41,378827,0,11814,62005,13122,1814.13,1464.34,1256.87,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1503.729233
2017-09-04,0,14.2,21.9,27.7,17,71,19,1.5,9.2,406.88,378827,0,11814,62005,13122,1813.56,1465.35,1257.79,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1621.457387
2017-09-05,1.6,15.8,20.7,23.4,18.1,84,49,1.2,7.5,377.65,378827,0,11814,62005,13122,1814.42,1466.28,1258.34,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1557.418496
2017-09-06,15.4,91.5,20.9,23.9,18.5,88,43,1,11,338.26,378827,0,11814,62005,13122,1814.35,1466.99,1258.77,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1616.86248
2017-09-07,1.2,36.3,21.4,26.9,17.8,81,42,1.4,9.1,327.98,378827,0,11814,62005,13122,1815.43,1467.98,1259.7,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1642.175153
2017-09-08,0,0,22.4,28.8,17.7,77,30,1.3,7.7,349.83,378827,0,11814,62005,13122,1815.99,1469.35,1261.03,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1470.117629
2017-09-09,0,0,22.2,28.8,17.4,79,23,1.1,5.3,372.45,378827,0,11814,62005,13122,1816.14,1470.74,1262.06,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1416.733333
2017-09-11,46.6,308,20.6,23.6,18.2,90,51,1.9,16.7,330.32,378827,0,11814,62005,13122,1816.06,1472.94,1264.02,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1659.56584
2017-09-12,0,9.2,21.8,27.8,17.1,75,24,1.7,9.9,263.13,378827,0,11814,62005,13122,1820.25,1475.32,1266.83,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1952.914941
2017-09-13,0,1,20.1,27.2,14.4,66,10,1.7,9.3,337.99,378827,0,11814,62005,13122,1821.24,1477.01,1268.36,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1935.811617
2017-09-14,0,2.2,20.3,27.2,13.6,70,20,1.6,8.8,406.46,378827,0,11814,62005,13122,1822.7,1478.52,1269.71,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1521.263141
2017-09-15,0,0.1,20.6,25.3,16.5,62,25,2.9,11.6,387.56,378827,0,11814,62005,13122,1823.78,1480.04,1271.4,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1433.776031
2017-09-16,0.1,3.3,20.5,24.8,16.1,68,35,2.7,15.3,334.16,378827,0,11814,62005,13122,1824.4,1481.65,1272.82,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1555.114705
2017-09-18,0,0,20.7,27.2,15.2,74,27,1.5,9.1,388.16,378827,0,11814,62005,13122,1825.35,1483.77,1274.84,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1474.886993
2017-09-19,3.5,31.1,21.9,27.3,16.5,78,29,2.1,9.4,347.88,378827,0,11814,62005,13122,1826.16,1485.17,1276.16,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1470.64689
2017-09-20,0.4,6.2,19.7,24.5,14,63,17,2.1,10.2,352.29,378827,0,11814,62005,13122,1826.06,1486.11,1277.17,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1256.699982
2017-09-21,0,0,18.2,25.7,11.8,73,14,1.3,7.5,300.3,378827,0,11814,62005,13122,1826.46,1487.25,1278.3,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1512.835969
2017-09-22,0,3.3,19.3,26.5,14,76,17,1.3,10.2,325.06,378827,0,11814,62005,13122,1827.73,1488.24,1279.34,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1551.961385
2017-09-23,0,0.5,19.9,26.3,14.9,79,1,1.2,8.4,362.72,378827,0,11814,62005,13122,1827.18,1489.15,1280.14,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1474.586585
2017-09-25,0,0,21.8,28.5,16.9,76,24,1.4,7.9,394.44,378827,0,11814,62005,13122,1829.13,1490.52,1281.54,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1413.444436
2017-09-26,0,32.6,22.3,28.3,16.9,74,24,1.6,10.2,385.13,378827,0,11814,62005,13122,1827.4,1491.59,1282.56,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1392.829575
2017-09-27,21,54.1,19.4,22.6,17.3,88,35,1.8,14.1,392.57,378827,0,11814,62005,13122,1828.77,1492.61,1283.51,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1241.686332
2017-09-28,0.2,7.5,19.7,25.1,15,65,6,2.2,11,352.18,378827,0,11814,62005,13122,1828.46,1493.88,1284.76,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1204.601515
2017-09-29,0,0,15.8,21.8,10.3,56,6,1.7,13.5,380.19,378827,0,11814,62005,13122,1829.84,1495.49,1286.33,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1037.126497
2017-09-30,0,0,17.3,25.9,9.9,67,10,1.4,9.4,327.71,378827,0,11814,62005,13122,1830.76,1497.04,1287.99,2,4.1,1.2,1.5,1,2.3,1.6,2.8,1723.978414
2017-10-01,21.2,111.9,16.6,20.3,12.9,83,17,1.6,17.8,0.11,378827,0,11814,62005,13122,1831.53,1498.61,1289.44,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,766.6666667
2017-10-02,15,220.6,19.9,24.6,16.5,86,32,1.8,16.4,459.07,378827,0,11814,62005,13122,1832.86,1499.74,1290.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,2255.740743
2017-10-03,0.6,19,18.1,23.1,14.9,74,31,1.9,11.6,323.88,378827,0,11814,62005,13122,1834.49,1500.86,1291.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,2441.534144
2017-10-07,0.1,4.5,19.4,24.6,15.9,85,42,1.2,8.9,68.97,378827,0,11814,62005,13122,1833.92,1502.37,1293.05,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1405.277351
2017-10-09,0,0,20.9,27.1,16.4,82,34,1.1,6.3,533.31,378827,0,11814,62005,13122,1834.32,1502.79,1293.63,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1480.20367
2017-10-10,1.5,38.8,20.9,26.6,16.8,84,35,1.2,8.7,390.05,378827,0,11814,62005,13122,1833.25,1503,1293.86,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1262.020669
2017-10-11,6.3,36.5,17.7,21.8,14.6,85,53,1.9,11.8,379.42,378827,0,11814,62005,13122,1835.23,1503.39,1294.35,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1117.377386
2017-10-12,9.3,44.2,13.1,15.5,10.6,86,39,1.5,14,300.61,378827,0,11814,62005,13122,1835.65,1503.75,1294.79,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1160.228401
2017-10-13,0,13.5,13,19.2,7.7,68,19,1.9,11.2,312.03,378827,0,11814,62005,13122,1835.07,1504.14,1295.24,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1102.713565
2017-10-14,0,1.9,14.1,20.3,8.9,60,16,1.8,13.9,306.88,378827,0,11814,62005,13122,1835.41,1504.48,1295.57,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1101.430899
2017-10-16,0,17.9,15.5,20.2,12.1,71,23,1.6,13.1,370.71,378827,0,11814,62005,13122,1835.43,1505.13,1296.3,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1207.409045
2017-10-17,0,0,15.1,21.6,9.7,73,23,1.5,10.3,372.04,378827,0,11814,62005,13122,1836.07,1505.46,1296.58,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1083.907848
2017-10-18,0.3,7.5,15.6,18.7,13,70,37,2.1,12.1,349.39,378827,0,11814,62005,13122,1836.06,1505.53,1296.72,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1010.862215
2017-10-19,0.5,11.7,15.3,20.5,11.3,74,32,1.5,10.6,310.7,378827,0,11814,62005,13122,1835.8,1505.79,1297.04,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1029.504314
2017-10-20,0,0,15.2,22.4,10.1,76,22,1.4,9.3,314.82,378827,0,11814,62005,13122,1835.65,1506,1297.28,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,933.6406634
2017-10-21,0,0,15.1,22.6,9.4,72,17,1.8,14,291.37,378827,0,11814,62005,13122,1835.34,1506.18,1297.32,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,966.0990686
2017-10-23,0,0,12.9,18.6,8,61,28,1.9,13.8,322.56,378827,0,11814,62005,13122,1836.29,1506.44,1297.76,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1143.073649
2017-10-24,0.1,1.2,11.7,18.5,7.3,74,12,1.2,8,317.34,378827,0,11814,62005,13122,1837.36,1506.61,1298.06,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1163.812606
2017-10-25,0,0,11.7,19.8,6,75,24,1.2,7.6,327.51,378827,0,11814,62005,13122,1837.29,1506.74,1298.36,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1049.277887
2017-10-26,0,0,12.7,19.5,6.9,75,14,1,6,300.55,378827,0,11814,62005,13122,1837,1506.88,1298.45,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,940.8425886
2017-10-27,0,0,14.4,21.5,9.6,73,16,1.1,7,302.91,378827,0,11814,62005,13122,1836.1,1507,1298.62,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,921.1795039
2017-10-28,0,0,15.3,22.1,9.2,76,27,1.5,10.9,316.08,378827,0,11814,62005,13122,1836.49,1507.12,1298.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,903.1413033
2017-10-30,0,3.2,7.9,14.1,2.9,47,12,2.3,19.7,314.8,378827,0,11814,62005,13122,1836.74,1507.5,1299.12,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1114.552836
2017-10-31,0,0,8.8,17.5,1,60,10,1.3,7.9,311.25,378827,0,11814,62005,13122,1836.41,1507.71,1299.33,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,1097.572232
2017-11-01,0,0,12.2,18.5,6,70,15,1.5,10,307.28,378827,0,11814,62005,13122,1836.79,1508.62,1300.42,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,996.597034
2017-11-02,0.1,3.7,13.4,19.3,9,78,28,1.1,7,291.29,378827,0,11814,62005,13122,1837.22,1508.95,1300.9,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,971.7117875
2017-11-03,1.3,20.9,12.1,18.4,7.1,72,28,2.2,16.8,321.17,378827,0,11814,62005,13122,1837.44,1509.35,1301.18,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,950.5420149
2017-11-04,1.3,33,8.1,13.8,3.6,60,20,2.2,18.9,314.17,378827,0,11814,62005,13122,1838.14,1509.82,1301.58,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,903.7196422
2017-11-06,0,0,9.6,18,2.6,69,6,1.3,9.1,375.2,378827,0,11814,62005,13122,1838.04,1510.48,1302.67,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,880.646052
2017-11-07,0.1,5.2,13.5,19.8,6.4,73,23,1.2,10,320.67,378827,0,11814,62005,13122,1840.38,1512.06,1304.13,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,901.6255913
2017-11-08,0,1.9,14.1,19.6,7.5,61,12,2.4,12.6,332.86,378827,0,11814,62005,13122,1842.4,1513.34,1305.54,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,896.7990651
2017-11-09,0,0,9.2,17.6,2.8,61,9,1.2,10.5,347.16,378827,0,11814,62005,13122,1843.49,1514.43,1306.59,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,886.0717701
2017-11-10,2,9.6,11.5,19.4,4.3,66,18,2.7,15.9,318.58,378827,0,11814,62005,13122,1844.16,1515.57,1307.84,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,852.1242502
2017-11-11,0,0,6.7,12.1,1.7,51,12,2.5,16,300.78,378827,0,11814,62005,13122,1844.7,1516.76,1308.84,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,891.8259404
2017-11-13,0.4,7.8,8.2,14.4,1.2,66,12,1.4,11.8,333.19,378827,0,11814,62005,13122,1844.8,1518.65,1310.79,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,1031.085014
2017-11-14,0,1.1,9.2,14.4,4.1,51,14,2.2,15.1,333.8,378827,0,11814,62005,13122,1847.47,1520.74,1312.47,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,1064.836086
2017-11-15,0,0.8,5.5,10.3,1.2,49,13,2.6,16.4,359.19,378827,0,11814,62005,13122,1850.48,1521.86,1313.66,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,1073.367336
2017-11-16,0,0.1,3.1,9.3,-1.6,51,11,1.6,8.2,346.82,378827,0,11814,62005,13122,1851.4,1522.81,1314.62,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,1008.493907
2017-11-17,0.2,1.5,5.1,10.4,-2,56,8,1.2,13.9,302.33,378827,0,11814,62005,13122,1850.5,1523.72,1315.54,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,1129.346749
